String Index	JPN	Name
Burning	灼熱の	Burning
Lancer's	ランサーの	Lancer's
Spearmaiden's	スピアメイデンの	Spearmaiden's
Harpoonist's	ハープニストの	Harpoonist's
Athlete's	アスレチックの	Athletic
Gymnast's	体術の	Gymnastic
Acrobat's	アクロバットの	Acrobatic
Bowyer's	射手の	Bowyer's
Diamond	ダイアモンドの	Diamond
Celestial	天界の	Celestial
Elysian	楽園の	Elysian
Astral	天上の	Astral
Unearthly	この世ならざる	Unearthly
Arcadian	アルカディアの	Arcadian
Jeweler's	宝石職人の	Jeweler's
Artificer's	名工の	Artisan's
Mechanist's	機械技師の	Mechanic's
Aureolin	後光の	Aureolic
Victorious	勝利の	Victorious
Ambergris	竜涎香の	Ambergris
Camphor	カンフルの	Camphor
Lapis Lazuli	ラピスラズリの	Lapis Lazuli
Chromatic	色彩の	Chromatic
Scintillating	閃光の	Scintillating
Turquoise	ターコイズの	Turquoise
Jacinth	ヒヤシンス石の	Jacinth
Zircon	ジルコニアの	Zircon
Bahamut's	バハムートの	Bahamut's
Great Wyrm's	グレイト・ワームの	Great Wyrm's
Felicitous	僥倖の	Felicitous
Lucky	天運の	Lucky
Wailing	絶叫の	Wailing
Screaming	悲鳴の	Screaming
Grandmaster's	グランドマスターの	Grandmaster's
Master's	マスターの	Master's
Argent	白銀の	Argent
Tin	錫の	Tin
Nickel	ニッケルの	Nickel
Maroon	マルーンの	Maroon
Chestnut	栗色の	Chestnut
Vigorous	快活なる	Vigorous
Brown	ブラウンの	Brown
Dun	灰褐色の	Dun
Realgar	鶏冠石の	Realgar
Rusty	錆色の	Rusty
Cinnabar	シナバーの	Cinnabar
Vermillion	朱の	Vermilion
Carmine	カーマインの	Carmine
Carbuncle	カーバンクルの	Carbuncle
Serrated	ギザギザの	Serrated
Scarlet	緋色の	Scarlet
Bloody	鮮血の	Bloody
Sanguinary	流血の	Sanguinary
Pearl	真珠の	Pearl
Divine	神授の	Divine
Hallowed	天恵の	Hallowed
Sacred	神聖な	Sacred
Pure	純粋なる	Pure
Consecrated	聖別されたる	Consecrated
Assamic	月の	Lunar
Frantic	狂乱の	Frantic
Hellatial	地獄のごとき	Hellacious
Quixotic	気宇壮大の	Quixotic
Smiting	殴打の	Smiting
Steller	恒星の	Stellar
Stinging	刺激の	Stinging
Singing	歌う	Singing
Timeless	永久の	Timeless
Original	根元の	Original
Corporal	現世の	Corporal
Lawful	秩序の	Lawful
Chaotic	混沌の	Chaotic
Fierce	猛々しき	Fierce
Ferocious	獰猛なる	Ferocious
Perpetual	永続の	Perpetual
Continuous	終わりなき	Everlasting
Laden	感染の	Laden
Pernicious	悪性の	Pernicious
Harmful	有害なる	Harmful
Evil	邪悪なる	Evil
Insidious	奸智の	Insidious
Malicious	敵意の	Malicious
Spiteful	陰険な	Spiteful
Precocious	早熟の	Precocious
Majestic	荘厳なる	Majestic
Sanguine	血気盛んな	Sanguine
Monumental	不滅の	Monumental
Irresistible	あらがい得ぬ	Irresistible
Festering	化膿を誘う	Festering
Musty	黴を呼ぶ	Musty
Dusty	塵芥の	Dusty
Decaying	朽ちた	Decaying
Rotting	腐乱の	Rotting
Infectious	汚染の	Infectious
Foggy	霧の	Foggy
Cloudy	曇天の	Cloudy
Hazy	雲霞の	Hazy
Punishing	天誅の	Punishing
Obsidian	黒曜石の	Obsidian
Royal	王家の	Royal
Frigid	厳寒の	Frigid
Moldy	かびた	Moldy
Gaudy	派手な	Gaudy
Impecable	完璧の	Impeccable
Soulless	魂なき	Soulless
Heated	白熱の	Heated
Lasting	永遠の	Lasting
Scorched	燃え残りの	Scorched
Marred	傷物の	Marred
Lilac	ライラック色の	Lilac
Rose	薔薇色の	Rose
Shimmering	輝く	Shimmering
Green	緑の	Green
Wicked	よこしまなる	Wicked
Strange	風変わりな	Strange
Repulsive	反発の	Repulsive
Reclusive	隠者の	Reclusive
Crude	粗雑な	Crude
Rude	粗野な	Rude
Hermetic	錬金術の	Hermetic
Rainbow	レインボウ	Rainbow
Colorful	多彩なる	Colorful
Stinky	臭気の	Odiferous
Gritty	研削の	Grinding
of Warming	(暖気)	of Warming
of Stoicism	(節制)	of Stoicism
of the Dynamo	(ダイナモ)	of the Dynamo
of Grounding	(グラウンディング)	of Grounding
of Insulation	(絶縁)	of Insulation
of Resistance	(耐性)	of Resistance
of Faith	(信仰)	of Faith
of Fire Quenching	(無効)	of Quenching
of Amianthus	(石綿)	of Amianthus
of Incombustibility	(可燃)	of Inflammability
of Coolness	(寒冷)	of Coolness
of Anima	(友好)	of Amicae
of Life Everlasting	(不死)	of Life Everlasting
of Sunlight	(陽光)	of Sunlight
of Frozen Orb	(フローズン・オーブ)	of Frozen Orb
of Hydra Shield	(ハイドラ・シールド)	of Hydra Shield
of Chilling Armor	(チリング・アーマー)	of Chilling Armor
of Blizzard	(ブリザード)	of Blizzard
of Energy Shield	(エナジー・シールド)	of Energy Shield
of Thunder Storm	(サンダー・ストーム)	of Thunder Storm
of Meteor	(メテオ)	of Meteor
of Glacial Spike	(グラシアル・スパイク)	of Glacial Spike
of Teleport Shield	(テレポート・シールド)	of Teleport Shield
of Chain Lightning	(チェイン・ライトニング)	of Chain Lightning
of Enchant	(エンチャント)	of Enchant
of Fire Wall	(ファイア・ウォール)	of Fire Wall
of Shiver Armor	(シヴァー・アーマー)	of Shiver Armor
of Nova Shield	(ノヴァ・シールド)	of Nova Shield
of Nova	(ノヴァ)	of Nova
of Fire Ball	(ファイア・ボール)	of Fire Ball
of Blaze	(ブレイズ)	of Blaze
of Ice Blast	(アイス・ブラスト)	of Ice Blast
of Frost Shield	(フロスト・シールド)	of Frost Shield
of Telekinesis	(テレキネシス)	of Telekinesis
of Static Field	(スタティック・フィールド)	of Static Field
of Frozen Armor	(フローズン・アーマー)	of Frozen Armor
of Icebolt	(アイスボルト)	of Icebolt
of Charged Shield	(チャージド・ボルト)	of Charged Bolt
of Firebolts	(ファイア・ボルト)	of Firebolts
of the Elements	(エレメント)	of the Elements
of the Cobra	(コブラ)	of the Cobra
of the Efreeti	(イフリート)	of the Efreeti
of the Phoenix	(フェニックス)	of the Phoenix
of the Yeti	(イェティ)	of the Yeti
of Grace and Power	(高雅と力)	of Grace and Power
of Grace	(高雅)	of Grace
of Power	(力)	of Power
of the Elephant	(象)	of the Elephant
of Memory	(記憶)	of Memory
of the Kraken1	(クラーケン)	of the Kraken
of Propogation	(増殖)	of Propogation
of Replenishing	(補充)	of Replenishing
of Ages	(年輪)	of Ages
of Fast Repair	(復旧)	of Restoration
of Self-Repair	(自己修復)	of Self-Repair
of Acceleration	(加速)	of Acceleration
of Traveling	(輸送)	of Transportation
of Virility	(精力)	of Virility
of Atlus	(アトラス)	of Atlas
of Freedom	(自由)	of Freedom
of the Lamprey	(ランプリー)	of the Lamprey
of Hope	(希望)	of Hope
of Spirit	(意気)	of Spirit
of Vita	(命)	of Vita
of Substinence	(維持)	of Sustenance
of the Whale	(鯨)	of the Whale
of the Squid	(烏賊)	of the Squid
of the Colossus1	(コロッサス)	of the Colossus
of Knowledge	(知識)	of Knowledge
of Enlightenment	(啓蒙)	of Enlightenment
of Prosperity	(繁栄)	of Prosperity
of Good Luck	(強運)	of Good Luck
of Luck	(運気)	of Luck
of Avarice	(強欲)	of Avarice
of Honor	(名誉)	of Honor
of Revivification	(復活)	of Revivification
of Truth	(真実)	of Truth
of Daring	(剛胆)	of Daring
of Nirvana	(涅槃)	of Nirvana
of Envy	(羨望)	of Envy
of Anthrax	(炭疽)	of Anthrax
of Bliss	(至福)	of Bliss
of Joy	(歓喜)	of Joy
of Transcendence	(秀逸)	of Transcendence
of Wrath	(憤激)	of Wrath
of Ire	(憤懣)	of Ire
of Evisceration	(破砕)	of Evisceration
of Butchery	(殺生)	of Butchery
of Ennui	(倦怠)	of Ennui
of Storms	(大嵐)	of Storms
of Passion	(熱情)	of Passion
of Incineration	(焼尽)	of Incineration
of Frigidity	(極寒)	of Frigidity
of Winter	(冬)	of Winter
of the Icicle	(つらら)	of the Icicle
of Fervor	(熱気)	of Fervor
of Malice	(敵意)	of Malice
of Swords	(ソード)	of Swords
of Razors	(剃刀)	of Razors
of Desire	(欲望)	of Desire
of the Sirocco	(シロッコ)	of the Scirocco
of the Dunes	(砂丘)	of the Dunes
of Thawing	(解氷)	of Thawing
Of the Choir	(聖歌)	Of the Choir
Of the Sniper	(狙撃)	Of the Sniper
Of the Stiletto	(スティレット)	Of the Stiletto
Of Bile	(癇気)	of Bile
Of Blitzen	(電撃)	of Blitzen
Of Cremation	(火葬)	of Cremation
Of Darkness	(暗黒)	of Darkness
Of Disease	(疾患)	of Disease
Of Remorse	(悔恨)	of Remorse
Of Terror	(脅怖)	of Terror
Of the Sky	(蒼天)	of the Sky
Of Valhalla	(ヴァルハラ)	of Valhalla
Of Waste	(荒廃)	of Waste
Of Nobility	(高貴)	of Nobility
Of Karma	(カルマ)	of Karma
Of Grounding	(グラウンディング)	of Grounding
Of the River	(大河)	of the River
Of the Lake	(湖沼)	of the Lake
Of the Ocean	(大洋)	of the Ocean
Of the Bayou	(緩流)	of the Bayou
Of the Stream	(流水)	of the Stream
Of the Lady	(貴婦人)	of the Lady
Of the Maiden	(乙女)	Of the Maiden
Of the Virgin	(処女)	of the Virgin
Of the Hag	(老婆)	of the Hag
Of the Witch	(魔女)	of the Witch
Of Judgement	(審判)	of Judgement
Of Illusion	(幻影)	of Illusion
Of Elusion	(回避)	of Eluding
Of Combat	(戦闘)	of Combat
Of Attrition	(消耗)	of Attrition
Of Abrasion	(摩耗)	of Abrasion
Of Erosion	(腐蝕)	of Erosion
Of Searing	(炎熱)	of Searing
Of Stone	(巌石)	of Stone
Of Stature	(有徳)	of Stature
Of Fortication	(防壁)	of Fortification
Of Quickening	(促進)	of Quickening
Of Dispatch	(至急)	of Dispatch
Of Daring	(剛胆)	of Daring
Of Dread	(怯え)	of Dread
Of Suffering	(苦難)	of Suffering
Of Doom	(破滅)	of Doom
Of Vengence	(復讐)	of Vengence
Of Redemption	(報復)	of Redemption
Of Luck	(運気)	of Luck
Of the Avenger	(報復者)	of the Avenger
Of the Specter	(亡霊)	of the Specter
Of the Ghost	(ゴースト)	of the Ghost
Of the Infantry	(歩兵)	of the Infantry
Of the Mosquito	(蚊)	of the Mosquito
Of the Gnat	(虻)	of the Gnat
Of the Fly	(蠅)	of the Fly
Of the Plague	(疫病)	of the Plague
Of Twilight	(黄昏)	of Twilight
Of Dusk	(薄暮)	of Dusk
Of Dawn	(曙)	of Dawn
Of the Imbecile	(愚鈍)	of the Imbecile
Of the Idiot	(痴者)	of the Idiot
Of the Retard	(魯鈍)	of the Moron
Of the Jujube	(棗)	of the Jujube
Of the Obscenity	(不徳)	of the Obscene
Of Quota	(分配)	of the Quota
Of the Maggot	(マゴット)	of Maggots
Of Horror	(恐怖)	of Horror
Of Baddass	(深淵)	of the Abyss
Of the Beast	(野獣)	of the Beast
Of Cruelty	(残酷)	of Cruelty
Of Badness	(バッドネス)	of Badness
Of the Horde	(略奪)	of the Horde
Of the Forest	(森林)	of the Forest
Of the Lilly	(百合)	of the Lilly
Of the Grassy Gnoll	(グラッシー・ノール)	of the Grassy Gnoll
Of the Stars	(星)	of the Stars
Of the Moon	(月)	of the Moon
Of Love	(愛)	of Love
Of the Unicorn	(ユニコーン)	of the Unicorn
Of the Walrus	(セイウチ)	of the Walrus
Of the Earth	(地球)	of the Earth
Of Vines	(蔦)	of Vines
Of Honor	(名誉)	of Honor
Of Tribute	(賛辞)	of Tribute
Of Credit	(信望)	of Credit
Of Admiration	(絶賛)	of Admiration
Of Sweetness	(柔和)	of Sweetness
Of Beauty	(優美)	of Beauty
Of Pilfering	(窃盗)	of Pilfering
of Damage Amplification	(アンプリファイ・ダメージ)	of Amplify Damage
of Hurricane	(ハリケーン)	of Hurricane
of Armageddon	(アーマゲドン)	of Armageddon
of Tornado	(トーネイド)	of Tornado
of Volcano	(ヴォルケイノ)	of Volcano
of Twister	(ツイスター)	of Twister
of Cyclone Armor	(サイクロン・アーマー)	of Cyclone Armor
of Eruption	(フィシュア)	of Fissure
of Molten Boulders	(モルテン・ボールダー)	of Molten Boulder
of Firestorms	(ファイアストーム)	of Firestorms
of Battle Command	(バトルコマンド)	of Battle Command
of War Cry	(ウォー・クライ)	of War Cry
of Grim Ward	(グリム・ウォード)	of Grim Ward
of Battle Orders	(バトル・オーダー)	of Battle Orders
of Battle Cry	(バトル・クライ)	of Battle Cry
of Concentration	(コンセントレイション)	of Concentration
of Item Finding	(ファインド・アイテム)	of Find Item
of Stunning	(スタン)	of Stun
of Shouting	(シャウト)	of Shout
of Taunting	(トーント)	of Taunt
of Potion Finding	(ファインド・ポーション)	of Find Potion
of Howling	(ハウル)	of Howl
of Fist of the Heavens	(フィスト・オヴ・ザ・ヘヴンズ)	of Fist of the Heavens
of Holy Shield	(ホーリー・シールド)	of Holy Shield
of Conversion	(コンヴァージョン)	of Conversion
of Blessed Hammers	(ブレスト・ハンマー)	of Blessed Hammer
of Vengeance	(ヴェンジャンス)	of Vengeance
of Charging	(チャージ)	of Charge
of Zeal	(ジール)	of Zeal
of Holy Bolts	(ホーリー・ボルト)	of Holy Bolt
of Sacrifice	(サクリファイス)	of Sacrifice
of Fire Golem Summoning	(ファイア・ゴーレム)	of Fire Golem
of Bone Spirits	(ボーン・スピリット)	of Bone Spirit
of Poison Novas	(ポイズン・ノヴァ)	of Poison Nova
of Lower Resistance	(ロウアー・レジスト)	of Lower Resistance
of Iron Golem Creation	(アイアン・ゴーレム)	of Iron Golem
of Bone Imprisonment	(ボーン・プリズン)	of Bone Prison
of Decrepification	(ディクレピファイ)	of Decrepify
of Attraction	(アトラクト)	of Attract
of Blood Golem Summoning	(ブラッド・ゴーレム)	of Blood Golem
of Bone Spears	(ボーン・スピア)	of Bone Spear
of Poison Explosion	(ポイズン・エクスプロージョン)	of Poison Explosion
of Life Tap	(ライフ・タップ)	of Life Tap
of Confusion	(コンフュージョン)	of Confusion
of Raise Skeletal Mages	(スケルトン・メイジ)	of Skeletal Mages
of Bone Walls	(ボーン・ウォール)	of Bone Wall
of Terror	(テラー)	of Terror
of Iron Maiden	(アイアン・メイデン)	of Iron Maiden
of Clay Golem Summoning	(クレイ・ゴーレム)	of Clay Golem
of Corpse Explosions	(コープス・エクスプロージョン)	of Corpse Explosion
of Poison Dagger	(ポイズン・ダガー)	of Poison Dagger
of Weaken	(ウィークン)	of Weaken
of Dim Vision	(ディム・ビジョン)	of Dim Vision
of Raise Skeletons	(レイズ・スケルトン)	of Raise Skeleton
of Bone Armor	(ボーン・アーマー)	of Bone Armor
of Teeth	(ティース)	of Teeth
of Amplify Damage	(アンプリファイ・ダメージ)	of Amplify Damage
of Frozen Orbs	(フローズン・オーブ)	of Frozen Orb
of Hydras	(ヒュドラ)	of Hydra
of Blizzards	(ブリザード)	of Blizzard
of Meteors	(メテオ)	of Meteor
of Glacial Spikes	(グラシアル・スパイク)	of Glacial Spike
of Teleportation	(テレポーテーション)	of Teleportation
of Enchantment	(エンチャントメント)	of Enchantment
of Fire Walls	(ファイア・ウォール)	of Fire Wall
of Novas	(ノヴァ)	of Nova
of Fire Balls	(ファイア・ボール)	of Fire Ball
of Blazing	(ブレイジング)	of Blazing
of Ice Blasts	(アイス・ブラスト)	of Ice Blast
of Frost Novas	(フロスト・ノヴァ)	of Frost Nova
of Ice Bolts	(アイス・ボルト)	of Ice Bolt
of Charged Bolts	(チャージド・ボルト)	of Charged Bolt
of Fire Bolts	(ファイア・ボルト)	of Fire Bolt
of Lightning Fury	(ライトニング・フューリー)	of Lightning Fury
of Lightning Spear	(ライトニング・スピア)	of Lightning Spear
of Freezing Arrows	(フリージング・アロー)	of Freezing Arrow
of Fending	(フェンド)	of Fending
of Immolating Arrows	(イモレイション・アロー)	of Immolating Arrow
of Plague Javelin	(プラーグ・ジャベリン)	of Plague Javelin
of Charged Spear	(チャージド・スピア)	of Charged Spear
of Guided Arrows	(ガイデッド・アロー)	of Guided Arrow
of Ice Arrows	(アイス・アロー)	of Ice Arrow
of Lightning Javelin	(ライトニング・ジャベリン)	of Lightning Javelin
of Impaling Spear	(インペイリング・スピア)	of Impaling Spear
of Slow Missiles	(スロー・ミサイル)	of Slow Missile
of Exploding Arrows	(エクスプローディング・アロー)	of Exploding Arrow
of Poison Javelin	(ポイズン・ジャベリン)	of Poison Javelin
of Power Spear	(パワー・スピア)	of Power Spear
of Multiple Shot	(マルチプル・ショット)	of Multiple Shot
of Cold Arrows	(コールド・アロー)	of Cold Arrow
of Jabbing	(ジャブ)	of Jab
of Inner Sight	(インナー・サイト)	of Inner Sight
of Fire Arrows	(ファイア・アロー)	of Fire Arrow
of Magic Arrows	(マジック・アロー)	of Magic Arrow
Of self-repair	自己修復	Self-Repair
of Dawn	(曙)	of Dawn
of Inertia	(慣性)	of Inertia
of Joyfulness	(歓楽)	of Joyfulness
ModStre8a	、ドルイドのスキルレベル修正	to Druid Skill Levels
ModStre8b	、アサシンのスキルレベル修正	to Assassin Skill Levels
ModStre8c	個のソケット	 Sockets
ModStre8d	、対デーモン攻撃値修正	 to Attack Rating vs. Demons
ModStre8e	、対アンデッド攻撃値修正	 to Attack Rating vs. Undead
ModStre8f	、対デーモンダメージ修正	 to Damage vs. Demons
ModStre8g	％、攻撃値修正	 percent to Attack Rating
ModStre8h	、ジャベリンとスピアのスキルレベル修正	 to Javelin and Spear Skills
ModStre8i	、パッシブと魔法のスキルレベル修正	 to Passive and Magic Skills
ModStre8j	、弓とクロスボウのスキルレベル修正	 to Bow and Crossbow Skills
ModStre8k	、防御のオーラのスキルレベル修正	 to Defensive Aura Skills
ModStre8l	、攻撃のオーラのスキルレベル修正	 to Offensive Aura Skills
ModStre8m	、戦闘のスキルレベル修正	 to Combat Skills
ModStre8n	、召喚のスキルレベル修正	 to Summoning Skills
ModStre8o	、毒物と骨のスキルレベル修正	 to Poison and Bone Skills
ModStre8p	(呪いスキル)	 to Curses
ModStre8q	、雄叫びのスキルレベル修正	 to Warcry Skills
ModStre8r	、戦闘のスキルレベル修正	 to Combat Skills
ModStre8s	、戦闘の極意のスキルレベル修正	 to Masteries Skills
ModStre8t	、冷気のスキルレベル修正	 to Cold Skills
ModStre8u	、稲妻のスキルレベル修正	 to Lightning Skills
ModStre8v	、火炎のスキルレベル修正	 to Fire Skills
ModStre8w	、召喚呪文のスキルレベル修正	 to Summoning Skills
ModStre8x	、変身のスキルレベル修正	 to Shape-Shifting Skills
ModStre8y	、エレメンタルのスキルレベル修正	 to Elemental Skills
ModStre8z	、トラップのスキルレベル修正	 to Trap Skills
ModStre9a	、シャドウ・ディシプリンのスキルレベル修正	 to Shadow Discipline Skills
ModStre9b	、マーシャル・アーツのスキルレベル修正	 to Martial Art Skills
ModStre9c	(キャラクターレベルに比例)	(Based on Character Level)
ModStre9d	(夜間に上昇)	(Increases During Nighttime)
ModStre9e	(昼間に上昇)	(Increases During Daytime)
ModStre9f	(夜明け前後に上昇)	(Increases Near Dawn)
ModStre9g	(夕暮れ前後に上昇)	(Increases Near Dusk)
ModStre9h	チャージの	 Charges of
ModStre9i	スタック数増加	Increased Stack Size
ModStre9s	破壊不能	Indestructible
ModStre9t	１秒ごとに%dの耐久力を自然修復	Repairs %d Durability per Second
ModStre9u	%dずつ耐久力を自然修復／%d秒ごとに	Repairs %d Durability in %d Seconds
ModStre9v	数量が徐々に回復	Replenishes Quantity
ModStre9w	レベル%dの呪文投射：	Cast a Level %d
ModStre9x	(振るうごとに)	When You Swing
ModStre9y	(敵の攻撃を受けるごとに)	When You Get Hit
ModStre9z	(敵に攻撃を当てるごとに)	When You Hit an Enemy
ModStre10a	回分のチャージ	Charges
ModStre10b	レベル	Level
ModStre10c	（1レベルにつき）	Per Level
ModStre10d	(%d/%d回分のチャージ)	(%d/%d Charges)
ModStre10e	(	(
ModStre10f	)	)
ModStre10g	ステルス	Stealth
ModStre10h	毒物を受け付けない	Immunity to Poison
ModStre10i	呪われている	Cursed
ModStre10j	（パーティのプレイヤー１人あたり）	Per Player in Party
WeaponDescH2H	クロー級	Claw Class
WeaponDescOrb	オーブ級	Orb Class
ItemexpED	エレメンタル・ダメージ	 Elemental Damage
StrGemX1	篭手、ベルト、靴：	Gloves, Belts, Boots:
StrGemX2	盾：	Shields:
StrGemX3	武器：	Weapons:
StrGemX4	鎧、兜：	Armor, Helms:
GemeffectX11	筋力に追加	Adds to Strength
GemeffectX12	防御値に追加	Adds to Defense Rating
GemeffectX13	攻撃値に追加	Adds to Attack Rating
GemeffectX21	最大マナに追加	Adds to Maximum Mana
GemeffectX22	冷気耐性に追加	Adds Resistance to Cold
GemeffectX23	攻撃に冷気ダメージを追加	Adds Cold Damage to Attack
GemeffectX31	敏捷性に追加	Adds to Dexterity
GemeffectX32	毒物耐性に追加	Adds Resistance to Poison
GemeffectX33	攻撃に毒物ダメージを追加	Adds Poison Damage to Attack
GemeffectX41	最大ライフに追加	Adds to Maximum Life
GemeffectX42	火炎耐性に追加	Adds Resistance to Fire
GemeffectX43	攻撃に火炎ダメージを追加	Adds Fire Damage to Attack
GemeffectX51	攻撃値に追加	Adds to Attack Rating
GemeffectX52	全耐性に追加	Adds to All Resistances
GemeffectX53	対アンデッドダメージに追加	Adds to Damage vs. Undead
GemeffectX61	マジックアイテム発見確率に追加	Adds to Chance to Find Magic Items
GemeffectX62	稲妻耐性に追加	Adds Resistance to Lightning
GemeffectX63	攻撃に稲妻ダメージを追加	Adds Lightning Damage to Attack
GemeffectX71	マナとライフの回復を追加	Adds Mana and Life Regeneration
GemeffectX72	攻撃者にダメージを返す性質を追加	Adds Attacker Takes Damage
GemeffectX73	攻撃の際にマナとライフを盗む性質を追加	Adds Mana and Life Steal to Attack
Coldkill	コールドキル	Coldkill
Butchers Cleaver	ブッチャーズ・クリーヴァー	Butcher's Cleaver
Butcher's Pupil	ブッチャーズ・ピューピル	Butcher's Pupil
Islestrike	アイルストライク	Islestrike
Pompe's Wrath	ポンペイズ・ラス	Pompeii's Wrath
Guardian Naga	ガーディアン・ナーガ	Guardian Naga
Warlord's Trust	ウォーローズ・トラスト	Warlord's Trust
Spellsteel	スペルスティール	Spellsteel
Stormrider	ストームライダー	Stormrider
Boneslayer Blade	ボーンスレイヤー・ブレイド	Boneslayer Blade
The Minotaur	ザ・ミノタウル	The Minotaur
Suicide Branch	スイサイド・ブランチ	Suicide Branch
Cairn Shard	ケルン・シャード	Cairn Shard
Arm of King Leoric	アーム・オヴ・キング・レオリック	Arm of King Leoric
Blackhand Key	ブラックハンド・キー	Blackhand Key
Dark Clan Crusher	ダーク・クラン・クラッシャー	Dark Clan Crusher
Drulan's Tongue	ドルランズ・タン	Drulan's Tongue
Zakrum's Hand	ザカラムズ・ハンド	Zakarum's Hand
The Fetid Sprinkler	ザ・フェティッド・スプリンクラー	The Fetid Sprinkler
Hand of Blessed Light	ハンド・オヴ・ブレスト・ライト	Hand of Blessed Light
Fleshrender	フレッシュレンダー	Fleshrender
Sureshrill Frost	シュアシュリル・フロスト	Sureshrill Frost
Moonfall	ムーンフォール	Moonfall
Baezils Vortex	ベイジルズ・ヴォーテックス	Baezil's Vortex
Earthshaker	アースシェイカー	Earthshaker
Bloodtree Stump	ブラッドツリー・スタンプ	Bloodtree Stump
The Gavel of Pain	ザ・ガヴル・オヴ・ペイン	The Gavel of Pain
Bloodletter	ブラッドレッター	Bloodletter
Coldsteal Eye	コールドスティール・アイ	Coldsteal Eye
Hexfire	ヘックスファイア	Hexfire
Blade of Ali Baba	ブレイド・オヴ・アリ・ババ	Blade of Ali Baba
Riftslash	リフトスラッシュ	Riftslash
Headstriker	ヘッドストライカー	Headstriker
Plague Bearer	プラーグ・ベアラー	Plague Bearer
The Atlantien	ジ・アトランティアン	The Atlantean
Crainte Vomir	クラント・ヴォミール	Crainte Vomir
Bing Sz Wang	ビン・ス・ワン	Bing Sz Wang
The Vile Husk	ザ・ヴァイル・ハスク	The Vile Husk
Cloudcrack	クラウドクラック	Cloudcrack
Todesfaelle Flamme	トデスフェイレ・フラメ	Todesfaelle Flamme
Swordguard	ソードガード	Swordguard
Spineripper	スパインリッパー	Spineripper
Heart Carver	ハート・カーヴァー	Heart Carver
Blackbog's Sharp	ブラックドッグズ・シャープ	Blackbog's Sharp
Stormspike	ストームスパイク	Stormspike
The Impaler	ジ・インペイラー	The Impaler
Kelpie Snare	ケルピー・スネア	Kelpie Snare
Soulfeast Tine	ソウルフィースト・タイン	Soulfeast Tine
Hone Sundan	ホーン・スンダン	Hone Sundan
Spire of Honor	スパイア・オヴ・オナー	Spire of Honor
The Meat Scraper	ザ・ミート・スクレイパー	The Meat Scraper
Blackleach Blade	ブラックリーチ・ブレイド	Blackleach Blade
Athena's Wrath	アシーナズ・ラス	Athena's Wrath
Pierre Tombale Couant	ピエール・トンバル・クーシャン	Pierre Tombale Couant
Husoldal Evo	フソルダル・エヴォ	Husoldal Evo
Grim's Burning Dead	グリムズ・バーニング・デッド	Grim's Burning Dead
Ribcracker	リブクラッカー	Ribcracker
Chromatic Ire	クロマティック・アイア	Chromatic Ire
Warpspear	ウォープスピア	Warpspear
Skullcollector	スカル・コレクター	Skull Collector
Skystrike	スカイストライク	Skystrike
Kuko Shakaku	クコ・シャカク	Kuko Shakaku
Endlessshail	エンドレスヘイル	Endlesshail
Whichwild String	ホィッチワイルド・ストリング	Whichwild String
Godstrike Arch	ゴールドストライク・アーチ	Goldstrike Arch
Langer Briser	ランゲル・ブリセル	Langer Briser
Pus Spiter	パス・スピッター	Pus Spitter
Buriza-Do Kyanon	ブリザード・キャノン	Buriza-Do Kyanon
Vampiregaze	ヴァンパイア・ゲイズ	Vampire Gaze
String of Ears	ストリング・オヴ・イヤーズ	String of Ears
Gorerider	ゴア・ライダー	Gore Rider
Lavagout	ラヴァ・ガウト	Lava Gout
Venom Grip	ヴェノム・グリップ	Venom Grip
Visceratuant	ヴィセラトゥアント	Visceratuant
Guardian Angle	ガーディアン・エンジェル	Guardian Angel
Shaftstop	シャフトストップ	Shaftstop
Skin of the Vipermagi	スキン・オヴ・ザ・ヴァイパーマギ	Skin of the Vipermagi
Blackhorn	ブラックホーン	Blackhorn
Valkiry Wing	ヴァルキリー・ウィング	Valkyrie Wing
Peasent Crown	ペザント・クラウン	Peasant Crown
Demon Machine	デーモン・マシーン	Demon Machine
Magewrath	メイジラス	Magewrath
Cliffkiller	クリフキラー	Cliffkiller
Riphook	リップフック	Riphook
Razorswitch	レイザースイッチ	Razorswitch
Meatscrape	ミートスクレイプ	Meatscrape
Coldsteel Eye	コールドスティール・アイ	Coldsteel Eye
Pitblood Thirst	ピットブラッド・サースト	Pitblood Thirst
Gaya Wand	ガヤ・ワンド	Gaya Wand
Ondal's Wisdom	オンダルズ・ウィズダム	Ondal's Wisdom
Geronimo's Fury	ジェロニモズ・フューリー	Geronimo's Fury
Charsi's Favor	チャルシズ・フェイヴァー	Charsi's Favor
Doppleganger's Shadow	ドッペルゲンガーズ・シャドウ	Doppleganger's Shadow
Deathbit	デスビット	Deathbit
Warshrike	ウォーシュライク	Warshrike
Gutsiphon	ガット・サイフォン	Gut Siphon
Razoredge	レイザーズ・エッジ	Razor's Edge
Stonerattle	ストーン・ラットル	Stone Rattle
Marrowgrinder	マロウ・グラインダー	Marrow Grinder
Gore Ripper	ゴア・リッパー	Gore Ripper
Bush Wacker	ブッシュ・ワッカー	Bush Wacker
Demonlimb	デーモン・リム	Demon Limb
Steelshade	スティール・シェイド	Steel Shade
Tomb Reaver	トゥーム・リーヴァー	Tomb Reaver
Death's Web	デスズ・ウェブ	Death's Web
Gaia's Wrath	ガイアズ・ラス	Gaia's Wrath
Khalim's Vengance	カリムズ・ヴェンジャンス	Khalim's Vengeance
