String Index	Text	Name
GriezGossip9	63\nメシフは南洋を駆けめぐってきた海の\n男だ。こんなとこにずっと停泊してた\nら、たまんねえだろうな。\n	67\nMeshif has sailed all around the \nsouthern seas and visited many \nstrange lands. It must be driving him \nmad, having to stay anchored here.\n
GriezGossip10	70\nファラとはあんまり、馴染みがねえな\nあ。たいがい１人でいるしな。俺達み\nたいな傭兵は、好かねえようだな。\n	70\nI haven't talked much to Fara. She \nkeeps to herself most of the time. I get \nthe feeling that she doesn't like us \nmercenary types much.\n
GriezGossip11	73\nライサンダーにゃ近づかねえ方が身の\nためだ。いつも変な薬を混ぜ合わせて\nる、変なジジイさ。そのうち自分の体\nを吹っ飛ばすぜ！\n	73\nI'd stay clear of Lysander, if I were you. \nHe's always mixing his damned potions \nand chemicals. I wouldn't be surprised \nif he winds up blowing himself to \nsmithereens!\n
GriezGossip12	85\nドログナンは不思議な奴だよ。どのみ\nち魔道師は信用ならねえが。\n	85\nDrognan's a mystery to me. Then again, \nI never did trust mages much.\n
ElzixIntroGossip1	55\nあんた...腕が立ちそうだな。\n \n俺も昔ぁ、結構鳴らしたもんだよ。荒\nくれ山賊を引き連れて、この辺一帯を\n震え上がらせてな。\n \nもっとも今じゃ宿屋の亭主で、モメ事\nにゃ縁がねえ。\n \n俺の冒険は終わったわけさ。\n	61\nHmm... You look like a sturdy \nadventurer.\n \nYou know, I used to be quite the \nscoundrel in my day. I led the fiercest \ngroup of bandits who ever terrorized \nthese sands!\n \nNowadays, I run this here Inn and \npretty much stay out of trouble.\n \nMy days of adventuring are behind me.\n
ElzixIntroNecGossip1	40\nあんた、魔物退治に来た勇者様だな。\nちょっと前なら、あんたみたいなのを\n見たら驚いただろうが、最近は珍しく\nもねえ。\n \n俺も昔ぁ、結構鳴らしたもんだよ。荒\nくれ山賊を引き連れて、この辺一帯を\n震え上がらせてな。\n \n今じゃ宿屋の亭主で、モメ事にゃ縁が\nねえ。\n \n俺の冒険は終わったわけさ。\n	48\nAh... You must be one of the new \nheroes who've come to rid our city of \nevil. Under any other circumstances, I'd \nbe surprised to see one of your kind in \nthe city. But lately... Oh, never mind all \nthat...\n \nYou know, I used to be quite the \nscoundrel in my day. I led the fiercest \ngroup of bandits who ever terrorized \nthese sands!\n \nNowadays, I run this here Inn and \npretty much stay out of trouble.\n \nMy days of adventuring are behind me.\n
ElzixGossip1	48\n俺もよ、色々やってるウチに眼やら脚\nやらなくしてよ...\n \nコイツをもっぺん生やす呪文はねえか？\nそうか、じゃ、やめとくわ。\n	52\nYou know, I've lost a number of body \nparts over the years. An eye here, a leg \nthere...\n \nSay, do you know any spells that'd grow \nthem back for me? Hmm... On second \nthought, I'll leave well enough alone.\n
ElzixGossip2	90\nドログナンが口を開くことがあったら、\n聞き逃さねえよう気をつけな。\n	90\nWhat tales Drognan can tell... You \nwould do well to listen carefully to that \nwizened wizard.\n
ElzixGossip3	80\n砂漠にゃ古墳がゴマンとある。だいた\nいは盗掘されてるが、中にゃまだ手つ\nかずのもあるかもよ。\n	80\nThere are many ancient tombs in the \ndesert. Most of them are already \nplundered, but I imagine that some \nhave remained hidden.\n
ElzixGossip4	63\nここで働いてた商売女が消えちまった\nのは残念だな。\n \n騒動が起こると、みぃんな宮殿に引っ\n込んじまってよ。それからいっぺんも\n出てこねえんだ。グレイズと傭兵ども\nが魔物を追っ払った後でもだぜ。\n	67\nI miss the brothels that used to do \nbusiness here.\n \nYou know, all of the ladies fled to the \npalace as soon as the trouble in the \ndesert started. You'd think that they \ncould at least come out once in a while \nnow that Greiz and his men have things \nrelatively under control.\n
ElzixGossip5	71\nアトマは、いい女なんだがなあ。最近\nは復讐のことしか考えてねえ。無理も\nねえがな。\n	71\nAtma... Now, there's a fine woman. \nLately, though, she's only thinking \nabout revenge. She has reason \nenough...\n
ElzixGossip6	62\nこの街が何とかやっていけてんのは、\nジェリンのお陰だ。でもあの兄ちゃん、\n何か考えてるみてえだけどな。\n	71\nWe've all fared well under Jerhyn's \nleadership. The town has remained \nsafe throughout this whole mess; and \nyet the lad still seems very upset about \nsomething.\n
ElzixGossip7	88\nゲグラッシュは、戦えるなら自分の影\nでも倒そうっていう大バカ野郎さ！\n	88\nGeglash is a fool who would fight his \nown shadow if he could. Fighting's all \nhe ever thinks about!\n
ElzixGossip8	74\nメシフはかなり、切れる船長だぜ。ブ\nリキを銀に変えて、クソからマコトを\n引き出す事もできる。\n	74\nMeshif is a wise Captain, I think. Wise \nenough to know silver from tin and \ntruth from dung, that's for sure.\n
ElzixGossip9	63\nファラはいい女だね。いつも淋しそう\nだが昔の話はしねえ。弱い者や貧乏人\nの味方で、人助けもよくやってるよ。\nなかなかできるこっちゃねえ。\n	65\nFara is a good woman. She seems very \nsad, but seldom speaks of her past. \nShe's good to the poor and helps \npeople when she can. That makes her \nall right in my book.\n
ElzixGossip10	30\n俺はミスって一度このセリフを消しちま\nったんだ。直すのに10分もかかったね。\nだからもう元には戻さない。\nLazの兄貴がそう言ったんだ。\n	30\nIt took me 10 minutes of detective work\nto find this string after I accidentally\ndeleted it. For this reason, I refuse to\nrestore it. So there.
WarrivAct2IntroGossip1	62\n君がアンダリエルを倒してくれたお陰\nで、この街と修道院の通商ルートが再\n開できた。取り引きが終わったら我々\nは修道院に戻るから、ついて来たい時\nは言ってくれ。\n	62\nNow that Andariel is dead, I can return \nand outfit the Rogues properly. Once \nI've made some trades here, I'll be free \nto head back to their Monastery. Let \nme know if you want to travel along.\n
WarrivAct2Gossip1	100\nキャラバンは同行者を歓迎するが、そ\nれも目的地までだ。\n	106\nCaravans take people where they want \nto go - until they get there.\n
WarrivAct2Gossip2	80\nここより東に向かうなら、船しかない。\nメシフ船長が港に小さな商船を停めて\nいるはずだよ。\n	80\nBy ship is the only way eastward from \nhere. I believe Captain Meshif has a \nsmall trading vessel moored at the \ndocks.\n
WarrivAct2Gossip3	70\nこの街にはもっと遊女が多かったと思\nうが...魔物に怯えて出てこられないの\nか、それともジェリン様の宮殿は「安\n全」なのか...\n	70\nThere used to be a lot of brothels \nhere... I guess the troubles scared all \nthe women away, or maybe they're \n'safe' in Jerhyn's palace.\n
WarrivAct2Gossip4	50\nエルジックスは油断ならない男だ。何\n年か前には、彼の山賊に一財産もって\n行かれた。まさかこんな、落ち着いた\n姿を見ることになるとは思わなかった\nが。\n	53\nThat old desert fox, Elzix, is as crafty \nas they come. Years back, he made off \nwith a small fortune of my caravan's \nwares. I certainly never expected to see \nhim so... domesticated.\n
WarrivAct2Gossip5	53\nジェリン様は先代の知恵と力をよく受\nけ継いでおられる。すでに名君の素質\nが見えるし、いずれ偉大なスルタンに\n育たれるだろう...この危機さえ生き延\nびれば。\n	57\nJerhyn has his father's strength and \nwits. He's young, but he rules this \nplace with wisdom and care. I think \nhe'll grow into a fine Sultan... Provided \nwe all survive this crisis.\n
AtmaIntroGossip1	56\nごめんなさいね、取り乱してて。最近\nつらいことがあったもんだから。\n \nあなたみたいな戦士が来てくれるのは\n頼もしいわね。私はアトマ。このラッ\nト・ゴーレインで酒場をやってるの。\n	59\nYou'll forgive me if I seem upset. I've \nsuffered a loss recently, but that's not \nyour problem.\n \nIt's a relief to see some proper warriors \ncome through here. My name is Atma. I \nrun the tavern here in Lut Gholein.\n
AtmaGossip1	86\nここもいつ魔物に滅ぼされるか...あな\nたが頼りなのよ。\n	86\nEvil has laid siege to Lut Gholein and \nyou may be our last hope...\n
AtmaGossip2	56\n前は、このパブも繁盛してたのよ。魔\n物に襲われた時、運良く卵はいっぱい\n守れたんだけど、もっと大事なものを\nなくしちゃってね...。\n	56\nThis public house used to be quite lively, \nuntil this plague of evil. Luckily, I've \nmanaged to save away a tidy nest egg. \nUnfortunately, I couldn't save \neverything I cared for...\n
AtmaGossip3	54\n前はこの店でも娼婦が客を引いてたん\nだけど、砂漠に怪物が現れた途端、ハ\nーレム・ギルドのメンバーは残らず宮\n殿に逃げ込んじゃったのよ。\n \nもちろん、ジェリンは保護を引き受け\nたわ。きっと今頃、いろんな「お礼」\nをしてもらってるわね。\n	57\nIn addition to my public house, there \nused to be several brothels doing \nbusiness here. When the troubles first \nstarted in the desert, the harem guilds \nsought sanctuary within the palace.\n \nOf course, Jerhyn was glad to oblige. I'll \nbet they're finding many ways to repay \nhim for his protection.\n
AtmaGossip4	70\nゲグラッシュは飲み過ぎることも多い\nけど、勇敢な人よ。最近のゴタゴタで、\nお酒の量が増えたみたい。\n	70\nGeglash may seem like a sot, but he's a \nbrave man. All this trouble has driven \nhim to drinking more than his usual.\n
AtmaGossip5	60\nエルジックスとは、ずっと前からうま\nくやってるの。あの人は泊まり客をこ\nこで飲ませて、私は酔った客をあそこ\nの寝床に送るわけ。宿賃代わりに道具\nを置いていくお客もいるわ。\n	64\nElzix and I have reached an \nunderstanding over the years. He \nsends travelers to me for drink and \nentertainment, and I send them back to \nhim for a soft bed. The travelers often \ntrade their wares for lodging.\n
AtmaGossip6	87\nメシフはあんまり、来たことがないわ\nね。陸に上がるより、あのボロ船の方\nが落ち着くみたい。\n	89\nMeshif seldom patronizes my \nestablishment. I think he prefers to \nstay out there on his leaky ship.\n
AtmaGossip7	69\nライサンダーは短気だけど、悪い人じ\nゃないわ。いつも薬をくれたのよ...息\n子が病気になった時には。\n	71\nOh, Lysander is cranky, but he's a good \nold man. He used to give me medicines \nwhen... my son was ill.\n
AtmaGossip8	78\nドログナンは、よくわからない人ね。\nいつでも古い巻物やなんかを読んでて。\nきっと一生わからないわね。\n	78\nDrognan is a very private person. He's \nalways studying ancient scrolls and \nsuch. He may be a mystery to me \nforever.\n
GeglashIntroGossip1	54\n何だよ、ほっといてくれよぅ！\n \n確かにグレイズはよく門を守ってるが\nなぁ、アレぐらい俺にもできらぁな。\n俺様の力を見たら驚くぜ。\n	57\nBah! I don't know why you people keep \npestering me.\n \nGreiz seems to have this place locked \ndown nice and tight. Not that I couldn't \nhave done the same! I've proven my \nvalor in combat plenty of times.\n
GeglashIntroBarGossip1	38\nお、おめぇバーバリアンだろ。北の野\n獣みてえに強いとかいう。街を救いに\n来たつもりなら無駄足だぜ。ここにゃ\n俺様がいるんだからよぅ。\n \n確かにグレイズはよく門を守ってるが\nなぁ、アレぐらい俺にもできらぁな。\n俺様の力を見たら驚くぜ。\n	43\nHey, you're a Barbarian, aren't ya? \nFerocious as the wild beasts of the \nnorth, that's what they say. I suppose \nyou've come to help save this city. You \nneedn't bother.\n \nGreiz seems to have this place locked \ndown nice and tight. Not that I couldn't \nhave done the same! I've proven my \nvalor in combat plenty of times.\n
GeglashGossip1	43\nおめえらバーバリアンはいっぺんに二\nつも武器を持つんだってな。俺にゃマ\nネできねぇ。片手に剣、片手に酒袋で\n精一杯だぁ。\n	46\nHey, I heard that you Barbarians can \nwield multiple weapons at once. I never \nlearned to fight two-handed. Carrying a \nsword and a wineskin at the same time \nis all I can ever handle.\n
GeglashGossip2	50\nそうそう、ハーレム・ギルドの話は聞\nいたかぁ？　魔物が出てから、宮殿に\n入らせてもらった平民はあいつらだけ\nだぜ。\n \nわかるけどな。\n	53\nSure, I hear lots of what goes on. Did \nyou hear about the harem guilds? They \nwere the only ones allowed to hide out \nin the palace when the raids started!\n \nAh... It figures.\n
GeglashGossip3	62\n砂漠で怪物をずいぶん殺したんだが、\n斬っても斬ってもキリがねぇや。１匹\nやったら10匹増えやがる。\n	64\nI've killed plenty of those demons out in \nthe desert. It doesn't seem to slow \nthem down any, though... they just \nkeep coming back for more.\n
GeglashGossip4	52\nサンド・マゴットとは戦ったかい？　\n奴らにゃ、弓なんかはあんまり効かね\nえぞ。やっぱ剣とかだな。\n	55\nHave you found those big sand maggots \nyet? Arrows and all that don't work so \nwell against them. Best thing is to hack \n'em with a sword or such.\n
GeglashGossip5	54\n砂漠にゃ古墳がいっぱいあるんだ。こ\nっからじゃかなり遠いけどな。何でも\n最近じゃ、歩く死体が出てるらしいぜ。\n\n \nクロウ・ヴァイパーやセイバーキャッ\nトだけでも厄介なのに。\n	58\nThere are some ancient tombs out there \nin the desert. You have to go pretty far \nto find them, though. Rumor has it that \nthey're crawling with walking corpses \nnow.\n \nAs if the Saber Cats and Claw Vipers \nweren't bad enough.\n
GeglashGossip6	64\nメシフはいい奴だが、アイツの船にゃ\n死んでも乗らねえ。水の事なんざ考え\nたくもねぇんだ。\n	67\nYeah. Meshif's okay, I guess. But I'll be \ndamned if I ever get on his ship. I don't \neven like to drink water.\n
GeglashGossip7	52\n最近ジェリンは変だよ。どうして守備\n兵を宮殿から出さねぇんだか。中で何\nかモメ事があるにしても、俺様は呼ん\nでほしくねぇな。\n	52\nJerhyn's been acting strange lately. I \ncan't imagine why he recalled the town \nguards into the palace. If there is \nsomething wrong in there, I hope he \ndoesn't expect me to handle it.\n
GeglashGossip8	54\n前に、ファラが酔っぱらったゴロツキ\nを何人も倒すのを見たぜ。そりゃスゲ\nエもんだった。昔の事ぁ知らねえが、\nあの女大した腕だぜ。\n	57\nI've seen Fara defend herself against a \nfew drunken ruffians. She's got moves \nI've never even seen before. Wherever \nshe's from, she sure learned how to \nfight there.\n
GeglashGossip9	83\nライサンダーにゃ用はねえ。老いぼれ\n錬金術師じゃ戦いの役に立たねぇよ。\n	83\nI've got no time for old alchemists. \nLysander would be completely useless \nin a real fight.\n
MeshifIntroGossip1	60\nやあ、私はメシフ。この船の船長だ。\n主に双子海あたりを渡るが、ウェスト\nマーチのキングスポートまで足を伸ば\nすこともある。\n \nだが最近は航海に出られない。不測の\n事態に備えて船を待機させろと、ジェ\nリン様からのお達しでね。\n	63\nGreetings. I'm Meshif, captain of this \nship here. I make port runs around the \nTwin Seas and occasionally out to \nKingsport in Westmarch.\n \nI haven't sailed anywhere lately, \nthough... Jerhyn has ordered me to \nstay docked here in case of emergency.\n
MeshifIntroAmaGossip1	48\nやあ、アマゾンさん。君の一族と会う\nのは久しぶりだよ。君らほどの戦士が\n街を守ってくれるとは、ありがたい。\n\n \n私はメシフ。この船の船長だ。主に双\n子海あたりを渡るが、ウェストマーチ\nのキングスポートまで足を伸ばすこと\nもある。\n \nだが最近は航海に出られない。不測の\n事態に備えて船を待機させろと、ジェ\nリン様のお達しでね。\n	54\nGreetings, Amazon. I haven't seen one \nof your kind in many years.... It's good \nto know that warriors of your caliber \nare protecting this city.\n \nI'm Meshif, captain of this ship here. I \nmake port runs around the Twin Seas \nand occasionally out to Kingsport in \nWestmarch.\n \nI haven't sailed anywhere lately, \nthough... Jerhyn has ordered me to \nstay docked here in case of emergency.\n
MeshifGossip1	59\nクラストの噂を聞かないかね？　君ら\nアマゾンは方々に旅するんだろう？　\n最近あっちへは行ってないか？\n \nそうか。早く港が開いてくれないかな。\nクラストに帰りたくて仕方ないんだが。\n \n	62\nI was wondering if you've heard any \nnews from Kurast? I know you \nAmazons travel extensively. Have you \nbeen there recently?\n \nHmm... Well, I hope the port opens \nsoon. I need to get home to Kurast and \nfind out what's been happening there.\n
MeshifGossip2	70\nジェリン様は何か隠している。見たと\nころ、ワリヴのキャラバンが交易を再\n開してからこっち、街の様子はかなり\n落ち着いてきたんだがな。\n	72\nThere's something Jerhyn's not telling \nme, I just don't know what. To my eye, \nthings here in town don't look that bad, \nespecially since Warriv's caravan route \nopened up.\n
MeshifGossip3	62\nこのへんの海ならよく知ってるさ。こ\nの時季、西に船を出すのは危ないね。\n季節が変わる前にウェストマーチへ向\nかいたいなら、キャラバンに同行して\n砂漠を渡るほうがいい。\n	65\nI've been all around the seas in these \nparts. It's dangerous sailing west this \ntime of year, though. Until the season \nchanges, the caravan through the \ndesert is the main trade route to \nWestmarch.\n
MeshifGossip4	75\n今、この船で行けるのは東だけだ。た\nだしジェリン様に、事態が落ち着くま\nで出航を禁じられているが。\n	75\nMy ship is the only way East from here. \nStill, Lord Jerhyn tells me that I may \nnot leave until the current crisis is \nover.\n
MeshifGossip5	63\nエルジックスなら昔から知っているよ。\nいつもタダで泊めてくれると言うんだ\nが、私は自分の船室の方が落ち着くん\nだな。\n	65\nOh, I've known Elzix for years. He \nalways offers me a free room at his Inn \nwhen I dock here, but I prefer the \ncomforts of my own cabin.\n
MeshifGossip6	58\nワリヴは親友だね。よくお互いの旅の\n話をする。もし人生をやり直せるとし\nても、私らはまた何か、旅する仕事に\nつくだろうな。\n	61\nWarriv is a good friend. We've shared \nmany tales, he and I. If we had it all to \ndo over again, I believe we'd both be \nexplorers of some renown.\n
MeshifGossip7	66\nグレイズは頼りになる男だが、砂漠か\nらの総攻撃がある前に何とかして欲し\nいところだね。\n	69\nGreiz seems to be a dependable fellow. I \nhope he can handle it if those things in \nthe desert decide to attack this town.\n
MeshifGossip8	130\nアトマの店の酒はうまいよ。\n	130\nAtma serves a fine ale in her \nestablishment.\n
MeshifGossip9	68\nゲグラッシュ？　人でも獣でも怖いも\nのはないと自慢する癖に、海の話をす\nると震え上がる男だろう。\n	70\nHah! That braggart Geglash says he \nfears neither man nor beast. Yet, when \nI offer to take him out to sea, he \nquakes with fear.\n
MeshifGossip10	130\nファラにはどこか高貴な雰囲気があるね\nね。\n	130\nThe lady Fara has a proud, noble air \nabout her.\n
JerhynActIntroGossip1	34\nようこそ、旅のお方。僕がジェリン、\nこのラット・ゴーレインの領主だ。心\nから歓迎しよう。西への交易路が再開\nできて嬉しい限りだよ。\n \nだが今、街は謎の敵の攻撃を受けてい\nる。不思議なことに、すべては黒衣の\n放浪者が現れてから始まった。彼は、\n魔神バールを封印している魔道師タル・\nラシャの墓所を捜していた。墓所の正\n確な所在は我々も知らないのだが、砂\n漠の古墳群のひとつに違いない。\n \n最近では、死者が墓を抜け出して月夜\nの砂漠をうろつくという噂もある。僕\n自身、この眼で不可解なものを見た。\nだから港を封鎖して、船を待機させて\nいるのだよ。万一の際の脱出用にと思\nってね。\n \nそうそう、酒場の女将でアトマという\n者が、君を捜していたぞ。彼女の店は、\n街の反対側にある。\n \nでは失敬して宮殿に帰らせてもらう。\n悪いが招くことはできないのだ。今は\n少々、取り込み中でね。\n	41\nGreetings, honored traveler. I am \nJerhyn, Lord of Lut Gholein, and I bid \nyou welcome to my fair port-city. I'm \nglad to know that once again caravans \nare free to travel through the Western \nPass.\n \nFor some time now, we have been under \nsiege by an evil power that I cannot \nidentify. Strange... It all began when a \nDark Wanderer came this way, looking \nfor the Tomb of Tal Rasha. No one \nknows exactly where Tal Rasha, Keeper \nof Baal, is entombed, but it is certain \nto be far out in the desert.\n \nNow, my people whisper tales of the \ndead rising from their tombs and \nhorrible creatures lurking amongst the \nmoonlit dunes. Even I have witnessed \nthings which I cannot explain. I've \nordered the port closed and all trade \nships moored until I am sure that my \ncity is safe.\n \nAtma, the tavernkeeper, has an \nimportant mission for you. Go see her \nimmediately. You'll find her on the \nother side of town.\n \nNow, I must return to the palace. I \napologize, but I can't invite you in. \nThings are... rather a mess right now.\n
JerhynActIntroMoreGossip1	44\n魔術関係の取り引きなら、ドログナン\nかライサンダーに会いたまえ。ドログ\nナンは大変な賢者で、魔術と伝説に精\n通している。ライサンダーは哀れにも\n耳が遠いが、ポーション配合の達人だ。\n \n \n西に戻るならワリヴに頼むのだな。\n \nファラは誇り高い防具商人だ。傷を癒\nす能力もある。\n \nエルジックスは宿屋の亭主で、アイテ\nムも扱っている。\n \nグレイズは、ラット・ゴーレインの街\nを守るために、僕が雇った傭兵だ。\n \n他にも君の役に立つ者はいるだろう。\n捜してみるといい。\n	51\nFor trade in magic and the like, see \nDrognan or Lysander. Drognan is the \nwisest man I know - without equal in \nmagic and ancient lore. Poor Lysander \nis nearly deaf, but he's a reliable potion \nchemist.\n \nFor travel back west, see Warriv, whom \nyou already know.\n \nOur own Fara is a fine and honest \narmorer, and she can heal wounds as \nwell.\n \nElzix is the Innkeeper and may also \nhave some items to trade.\n \nGreiz, the mercenary captain I hired to \nsecure the gates of Lut Gholein, keeps \norder in town, as well.\n \nThere are others here, too. I'm sure \nyou'll meet most of them. Just look \naround...\n
JerhynIntroGossip1	114\n一見平穏なこの街だが、事態は水面下\nで刻々と悪化しているのだよ！\n	117\nThings are getting worse by the hour. I \nknow everything looks fine, but trust \nme, it isn't!\n
JerhynGossip1	114\n一見平穏なこの街だが、事態は水面下\nで刻々と悪化しているのだよ！\n	117\nThings are getting worse by the hour. I \nknow everything looks fine, but trust \nme, it isn't!\n
JerhynGossip2	60\nラット・ゴーレインを救ってくれる者\nには、協力を惜しまない。報酬も、名\n声も、東への旅も、何でも提供したい\nと思っている。\n	63\nTo any who aid me in the defense of Lut \nGholein, I pledge my support. Passage \nEast, wealth, honor - all are due to \nthose who help my city.\n
JerhynGossip3	71\n君もかなりの使い手のようだが、失礼\nながら軽々しく信用はできないな。情\n報を漏らされてパニックが起こっても\n困るのでね。\n	71\nYou seem very capable, but no offense \nis intended when I say that I must \nchoose my confidants carefully. It \nwouldn't do to have rumors sending \neveryone into a panic.\n
JerhynGossip4	85\nエルジックスが元山賊なのは知ってい\nるが、デザート・レイン亭を持ってか\nらの彼はおとなしいものだよ。\n	87\nEven though he was once a bandit, I \npermitted Elzix to take over the Desert \nRain Inn. He has been quite civilized \never since.\n
JerhynGossip5	76\n君を連れてきたワリヴのキャラバンは、\n実はかなり予定より遅れて着いたもの\nでね。もう駄目かと思っていた。\n	76\nWhen you arrived, Warriv's caravan had \nbeen long overdue. With all of the evil \nthat's arisen in the land, I'm surprised \nhe got through at all.\n
JerhynGossip6	74\nメシフは誇り高い男だが、僕が事情も\n話さずに出航を差し止めたので焦れて\nいるようだな。しかし事情は、どうし\nても話せないのだ。\n	77\nMeshif is an honorable man, but I fear \nthat he is growing impatient with me \nabout impounding his ship. I dare not \ntell him what's really happening in this \ncity.\n
JerhynGossip7	98\n酒場の女将のアトマは、仕事柄耳が早\nいから情報源にいいかもしれない。\n	98\nThe woman, Atma, may have some \nuseful gossip for you. She can always \nbe found near her public house.\n
FaraIntroGossip1	81\n古代宗教の事ならよく知っているわ。\n私は東方のクラストの街で、ザカラム\n教会のパラディンとして訓練を受けた\nもの。\n	81\nI know much about the ancient \nreligions. I was trained as a Paladin of \nZakarum in the Eastern Kurast temple \nmany years ago.\n
FaraIntroPalGossip1	103\nようこそ、ブラザー。\n \n私はファラ。私も昔はザカラムの騎士\nだったのよ。\n	103\nWelcome, brother Paladin.\n \nI am Fara. I was once a devout \nchampion of Zakarum.\n
FaraGossip1	64\nブラザー、いつかあなたのようなパラ\nディンが、教会の名誉と誇りを取り戻\nしてくれることを願っているわ。\n	67\nPerhaps, in time, you will play a part in \nreclaiming our Order's honor and \nspirit. You are an inspiration to me, \nbrother Paladin.\n
FaraGossip2	57\n砂漠のあちこちに、千年も前のほこら\nが残っているのよ。これは罪悪戦争の\n遺物で、あまり知られていないのだけ\nれど、実は今でも魔力を保っているわ。\n \n	60\nThe shrines in the desert are leftover \nartifacts from the great Sin War that \nravaged these lands almost a thousand \nyears ago. They still function, but most \ntravelers believe them only to be \nremnants of the distant past.\n
FaraGossip3	50\n売春婦は堕落を誘う職業だから、尊敬\nはしないわね。でも、ハーレム・ギル\nドがずっと宮殿に引きこもっているも\nのだから、苛立っている者も多いよう\nね。\n	54\nI've no love for brothels, as they can \nlead honorable men to do dishonorable \nthings. Since the local harems took up \nhiding in the palace, however, there \nseems to be a rise in foul tempers.\n
FaraGossip4	62\n太古に三魔王が倒されたとき、憎悪の\n王メフィストはクラストに移されて、\n神聖な魔法で封印されたのよ。\n	66\nWhen the Three Evils were bound ages \nago, Mephisto, the Lord of Hatred, was \nmoved to Kurast and bound by the \nholiest of magics.\n
FaraGossip5	69\nワリヴは覚えていないでしょうけれど、\n私がまだ若いパラディンだった頃、彼\nを助けた事があるのよ。知らせる必要\nはないわ。現世での報酬に興味はない\nから。\n	79\nWarriv may not remember me, but I \nhelped him out when I was a young \nPaladin. There's no need for me to \nremind him. The rewards for honor will \nnot come in this life.\n
FaraGossip6	68\nグレイズは有能な指揮官だけれど、心\nはいつも傭兵ね。自分を信用しない者\nを、完全に信用することはできなくて\nよ。\n	68\nGreiz is a fine warrior and leader, but in \nhis heart, he will always be a \nmercenary for hire. I cannot be loyal to \nthose who have no loyalty to \nthemselves.\n
FaraGossip7	90\nアトマはいい女性なのだけど、絶望と\n憎しみに沈んでしまわないか心配ね。\n	90\nAtma is a good, loving woman. But I \nfear she will succumb to her despair \nand hatred.\n
FaraGossip8	95\nゲグラッシュは力を過信しているわ。\n真の強さは胸の内に宿るというのに。\n	95\nGeglash is too confident in his abilities. \nA warrior's true strength is in his \nheart.\n
FaraGossip9	94\n私の知る限り、メシフは誠実な人ね。\n他人の過去を聞き出そうともしない。\n	94\nMeshif is an honest man as far as I can \ntell. He has never pestered me about \nmy past.\n
LysanderIntroGossip1	61\n何者じゃ？　何をしに来た？\n \nもし宿屋のエルジックスのような悪党\nでも、ポーションが欲しければわしに\n頼るしかないぞ。もちろん、相応の代\n金は払えよ。\n	61\nHow do I know I can trust you? Hmm?\n \nYou may be as shifty as that pack rat, \nElzix, who runs the Inn. But, if you \nneed a potion, though, I suppose I can \nmake you one... for a price, of course.\n
LysanderGossip1	109\nポーションは繊細な芸術なのじゃ。人\nと同じく、見かけではわからん。\n	109\nPotions are delicate mixtures. They're \njust as liable to go off in your face as \nanything.\n
LysanderGossip2	65\nアトマか。砂漠に咲く一輪の花じゃの。\nじゃがいくらわしの薬でも、あの子の\n家族は生き返らん。\n	65\nAh... The sweetest desert flower - that's \nAtma. Even my strongest brew can't \nbring back her family, though.\n
LysanderGossip3	83\n砂漠には、傷を癒す魔力を持った古代\nの井戸もあるぞ。見つけたら水を飲ん\nでみるんじゃな。\n	86\nThere are some ancient enchanted \nfountains in the desert that can heal \nyour wounds - if you drink enough from \nthem.\n
LysanderGossip4	71\n耳が遠いのも考えようによっては便利\nなものじゃ。くだらん噂話に悩まされ\nんですむ。\n	71\nOh. Deafness has its advantages, you \nknow. I'm no longer forced to overhear \nthe tedious gossip of others.\n
LysanderGossip5	50\n夜の女を買った事はないが、みな宮殿\nに隠れてしまってからというもの、目\nの保養ができんのは残念じゃなあ。\n	54\nI never patronized the brothels, mind \nyou. But since those ladies took up \nhiding in the palace, there certainly has \nbeen less scenery to feast my eyes on.\n
LysanderGossip6	95\nグレイズは頼りにしとるよ。あの男な\nら大丈夫じゃろう。\n	95\nOh... I have great faith in Greiz. He \nseems to have things well in hand.\n
LysanderGossip7	90\nワリヴにはよくポーションを売ってお\nる。西に運べば高く売れるらしいな。\n	90\nI've traded my potions to Warriv many \ntimes. Yes. They seem to fetch a good \nprice in the western lands.\n
LysanderGossip8	60\nメシフには昔から、船酔い止めのポー\nションを卸しとる。外海の揺れに音を\n上げる乗客が多いとかでな。\n	71\nI've sold many sea-sickness potions to \nMeshif over the years. It seems that \nmany of his passengers don't take well \nto the rocking of his ship on the open \nseas.\n
LysanderGossip9	54\nジェリンには以前から軽い媚薬を納め\nておった。ハーレムの娘相手に使うよ\nうじゃな。\n \nところが娘どもが宮殿に逃げ込んでか\nらは、パッタリ来んようになってな。\nま、経験にまさる薬はなし、というと\nころかの。\n	58\nOh... Young Jerhyn used to purchase \nminor love potions from me, hoping to \nwin the favors of the harem girls.\n \nBut now that the girls have taken up \nresidence in the palace, he doesn't \ncome around here anymore. Well, \nwell... I've always said, 'alchemy is no \nsubstitute for experience'.\n
LysanderGossip10	52\nドログナン？　一番の友達じゃよ。あ\nやつの持ち込む古代薬の処方を再現し\nたり、錬金術書を読んでやったりしと\nる。かなり力のある魔道師じゃろうと\nにらんでおるが、昔の話はしたがらん\nな。\n	57\nDrognan? Oh.. He's a good friend of \nmine. I help him find exotic spell \ncomponents and alchemical books from \ntime to time. I think he used to be a \nsorcerer of great renown, but he \ndoesn't like to talk about his past.\n
