String Index	Text
A2Q2EarlyReturnScrollCain	33\nこれは伝説の、ホラドリムの巻物だ！　\n何たる幸運か！\n \nこれを読めるのは、ホラドリムの生き\n残りであるわしだけだ。待て待て、今\nから聞かせてやろう。\n \nタル・ラシャが魔王バールを体内に捕\nらえた後、同行していたホラドリムの\n魔道師達が魔法でその墓室を封印した。\nそして彼らは何本かのホラドリムの杖\nを作り、墓室への隠し扉を開く魔法の\n鍵としたのだ。\n \nしかし、その杖が悪人に盗まれそうに\nなったため、魔道師達はさらに用心し\nて、全ての杖を金属の頭部と木材のシ\nャフトに分けた。それから、それぞれ\n別の場所に隠したのだ。\n \n先人は、今のような危機があることを\n予見して、君のような勇者だけに扉を\n開けられるようにしたのだな。\n \nホラドリムの杖の部品を集め、ホラド\nリムのキューブを使って合体させれば、\nタル・ラシャの墓室に入れる。\n
A2Q2EarlyReturnCapCain	45\n君が持っておる「毒蛇の護符」こそ、\nホラドリムの杖の頭部だ！\n \n君はよくよく、秘宝を探し当てる才能\nに恵まれておるな。無論、これをシャ\nフトと合体させるには、ホラドリムの\nキューブが必要だが。\n
A2Q2EarlyReturnStaveCain	52\n王者の杖！　驚いたな、これこそホラ\nドリムの杖のシャフトにあたる部品だ\nよ！\n \nシャフトと頭部を組み合わせる際、ホ\nラドリムのキューブをどう使うかは知\nっておるだろうな。\n
A2Q2EarlyReturnCubeCain	44\nホラドリムのキューブは、大変価値の\nある遺物だ。まず、ホラドリムの杖を\n組み立てるのに用いられる。\n \n使うには、まずキューブを巻物と同様\nの手順で開く。それから２つの部品を\n入れ、キューブの合成能力を発動させ\nる。\n \n他にもアイテムの合成や変成に使える\nぞ。\n \n同種で同質の宝石を３個入れて合成す\nれば、同種で一段質の高い宝石が１個\nできる。\n \n６個の宝石と１本の剣で、ソケットつ\nきのソードに。\n \nクロスボウのボルト２つを弓の矢筒ひ\nとつに、弓の矢筒ふたつをクロスボウ\nのボルトひとつにも変えられる。\n \n \n他にも機能があるはずだ。試してみた\nまえ。\n
A2Q2SuccessfulStaffCain	40\n素晴らしい、ホラドリムの杖だ！\n \nこれをタル・ラシャの墓所に持って行\nき、床に７つの紋章の環が描かれた場\n所を探せ。\n \nそこの、しかるべき場所に杖を納めれ\nば、タル・ラシャの墓室への扉が開く\nだろう。\n \nしかし、用心せよ。大魔道師の体に入\nった魔王バールと戦うのだからな。\n
A2Q3AfterInitJerhyn	105\n宮殿の天文学者も、この日蝕には驚い\nている。ドログナンに会いたまえ。\n
A2Q3AfterInitGreiz	67\n昼間から真っ暗とは、とんでもねえ魔\n法だな。俺達で何とか抑えてるが、街\nの住人はパニック寸前だぜ。\n
A2Q3AfterInitElzix	60\nゆうべ遅く来た男２人の客が、怪しげ\nな魔法の儀式を見たとか言ってたぜ。\nでっかい蛇のバケモノが集まって何か\nしてたって。砂漠のヘビ人間かもな。\n
A2Q3AfterInitWarrivAct2	68\n太陽は、地上の醜さに気分を害したの\nではないだろうか。だとすれば、我々\n全員の責任だ。\n
A2Q3AfterInitAtma	117\nドログナンならきっと、何かわかると\n思うわ。\n
A2Q3AfterInitGeglash	100\n街中、黒ビールみてえな色だな。\n
A2Q3AfterInitFara	67\nこの闇は、邪悪な魔法の産物に違いな\nいわ。すぐドログナンに相談してごら\nんなさい。\n
A2Q3AfterInitLysander	62\nクロウ・ヴァイパーじゃよ！　賭けて\nもいい、この闇は連中の暗い魂の表れ\nに違いあるまい。奴らはよこしまで恐\nろしい種族じゃ。\n
A2Q3AfterInitDrognan	71\nこの異常な日蝕を研究したが、半人半\n蛇のモンスター種族、クロウ・ヴァイ\nパーたちの仕業に間違いないと思うな。\n \n \n砂漠の地下にある彼らの寺院を見つけ\nれば、手がかりが得られるかもしれな\nい。\n
A2Q3AfterInitMeshif	73\nいつまでも暗いのは困るが...ずっと星\nが観測できるから、航海は楽になるな。\n \n
A2Q3AfterInitCain	60\nこの件はドログナンに相談した方がい\nい。わしも後で、会っておくとしよう。\n \n
A2Q3EarlyReturnJerhyn	130\nこの日蝕は邪悪の業か！\n
A2Q3EarlyReturnGreiz	73\n街は心配すんな、俺達でガッチリ守っ\nてる。あのいまいましいクロウ・ヴァ\nイパーの連中と一戦交えるってんなら、\n手を貸してもいいぜ。\n
A2Q3EarlyReturnWarrivAct2	70\nクロウ・ヴァイパーは、爬虫類独特の\n冷徹な頭脳を持った侮れない敵だ。\n
A2Q3EarlyReturnGeglash	49\n朝も昼も夕方もずっと夜ってなぁ、調\n子狂っちまうなぁ！\n
A2Q3EarlyReturnMeshif	105\n闇はもう沢山だ。昼の景色がどんなも\nのだったかも忘れてしまったよ。\n
A2Q3EarlyReturnFara	73\nクロウ・ヴァイパーたちは邪悪な魔術\nを使うわ。旅人をさらって暗黒神のい\nけにえに捧げることもあるそうよ。\n
A2Q3EarlyReturnLysander	80\n実を言うと、わしもクロウ・ヴァイパ\nーどもの生態についてはよく知らんの\nじゃ。ドログナンなら、この日蝕を起\nこした術の事も知っておるかもな。\n
A2Q3EarlyReturnDrognan	48\n何百年も昔に、今と同様の日蝕が起こ\nったという記録を見つけたぞ。砂漠に\n住まう蛇の魔獣が邪悪の祭壇を築いた\nために、太陽が長らく陰ったという話\nだ。\n \n今回も同じ原因だとすれば、クロウ・\nヴァイパーの寺院を見つけ、祭壇を捜\nす事だな。\n
A2Q3EarlyReturnElzix	94\nウチの宿賃は一晩いくらなんだが...\n \n何か、別の目安を作らにゃならんな。\n
A2Q3EarlyReturnCain	57\nこの術の源泉は魔法の祭壇だと思う。\n術を解くには、クロウ・ヴァイパーど\nもを殺すだけでは駄目だ。祭壇を見つ\nけて破壊せねば。\n
A2Q3EarlyReturnAtma	80\nずっと時刻がわからなくて困るわ。い\nつでも夜明け前みたいな気がして落ち\n着かないのよ。\n
A2Q3SuccessfulJerhyn	96\n再び太陽が戻った！　感謝するぞ！\n
A2Q3SuccessfulGreiz	219\nやったな！\n
A2Q3SuccessfulElzix	74\nお天道様のありがたい光が、片方だけ\n残った眼にしみるぜ。\n
A2Q3SuccessfulGeglash	60\nたかが昼だろ。騒ぐなよ。\n
A2Q3SuccessfulWarrivAct2	80\n再度の陽光のもと、人々はあわてて体\n裁を取りつくろう。暗い部屋に脱ぎ散\nらかした下着をかき集めるように。\n
A2Q3SuccessfulMeshif	130\nで、何か戦利品はあったかね？\n
A2Q3SuccessfulAtma	132\nありがとう、お陰で助かったわ。\n
A2Q3SuccessfulFara	87\n今回の件で、ドログナンもあなたを信\n用する気になったみたい。彼の知識は\n頼りになるわよ。\n
A2Q3SuccessfulLysander	69\nそうそう、クロウ・ヴァイパーどもは\n魔法のアイテムが好きじゃからな。何\nか見つけてきたか？\n
A2Q3SuccessfulDrognan	69\nよくぞクロウ・ヴァイパーの一族を倒\nしてくれた。陽の光が戻って、みな喜\nんでいるよ。\n
A2Q3SuccessfulCain	42\nさっきジェリン卿とお会いしたが、何\nか大きな悩みを抱えておいでの様子だ\nった。君も行ってみるといい。\n \nまだ通してもらえないなら、信用が足\nりんのだろう。もっと働いて誠意と腕\n前を示すことだ。\n
A2Q4InitDrognan	33\n思いつく限りの古文書を広げてタル・\nラシャの墓所の位置を探っているが、\nまだ見つからない。だが、手がかりは\nあったよ。\n \nホラゾンという古代ビジェレイの偉大\nな召喚術師が、この付近に「秘密の聖\n域」という特殊な空間を築いて隠棲し\nた。外とは時間の流れが異なるその地\nで、彼は召喚した魔獣を奴隷として使\nい、また外部の重大事件を観察したと\nいう。例えば、タル・ラシャがバール\nを捕らえる場面なども見たはずだ。\n \nそのホラゾンの聖域を探り当てること\nができれば、タル・ラシャの墓所の手\nがかりも得られると思う。ただし気を\nつけるのだな。ホラゾンが存命かどう\nかは怪しいが、中に何が待っているか\nは誰も知らない。\n \nジェリン卿にこの話をしたら、君を急\nいで宮殿に寄越せと頼まれた。秘密の\n入口でも知っているのではないかね。\n
A2Q4AfterInitFara	40\n魔神を意志の力で従えようとした、大\n魔道師ホラゾンね。愚かだわ。悪魔が\n人を使うことはあっても、その逆はな\nいのに。\n \nビジェレイでは、今も彼を強い意志の\n象徴としてあがめているけれど、ザカ\nラム教会では思い上がりの見本とされ\nているわ。\n
A2Q4AfterInitGreiz	89\nジェリンの地下室に何があるかって？　\n逃げ込んだハーレム娘の群れに決まっ\nてるだろ。\n
A2Q4AfterInitElzix	54\n宮殿の下に「秘密の聖域」だって？　\n古い地下室を宝物庫やなんかに使って\nるとは聞いたが、そいつぁ初耳だな。\n
A2Q4AfterInitJerhyn	41\n騒ぎが始まった日、怯えたハーレム・\nギルドの女達を宮殿の地下室に避難さ\nせた。その時は親切のつもりだったの\nだが...\n \nある晩、地下から凄まじい悲鳴が響い\nた。衛兵が駆けつけた時には、哀れな\n娘達は残らず地獄の魔獣に引き裂かれ\nていた。それから、宮殿は戦場に変わ\nった。敵の大群が地下から次々と現れ\nるのだ。\n \n衛兵は勇敢に立ち向かったが、しかし\n絶望的な戦いだった。すぐに手が足り\nなくなり、街の守備兵まで駆り集めて、\n外はグレイズ率いる傭兵に任せるほか\nなくなった。\n \nラット・ゴーレインの街は、古代ビジ\nェレイの砦の上に築かれた。ドログナ\nンの言うとおり、宮殿の地下に秘密の\n聖域があるのかも知れない。\n \n君の通行許可を出した。力を貸してく\nれ。\n
A2Q4AfterInitCain	41\n聖域を見つけたとしても、ホラゾンが\n生きているとは思えぬな。確かに彼は、\n魔獣を自在に操るほどの力を持ってい\nたようだが、それでも地獄の軍勢の追\n及を逃れることはできまい。\n
A2Q4AfterInitGeglash	56\nおいおい、俺様ぁたしかに大口ばっか\nり叩いてるが、魔物をペットにしよう\nと思うほどバカじゃないぜ。\n
A2Q4AfterInitAtma	75\n秘密の聖域？　ステキな名前じゃない\nの。一度入ったら出たくなくなるんじ\nゃない？\n
A2Q4AfterInitWarrivAct2	73\n賢明な旅人は山賊の眠りを妨げない。\nホラゾンが姿を消したなら、追わぬ事\nだ。\n
A2Q4AfterInitLysander	44\nホラゾンが姿を隠したのは、こき使わ\nれて怒った魔物から逃げるためじゃな。\n召喚術師の末路はたいがい、逃げるか\n呪われるかじゃよ。有能すぎる者や望\nみが高すぎる者は、長生きできんのじ\nゃ。\n
A2Q4AfterInitDrognan	36\n千年近く昔、ホラゾンはビジェレイの\n魔道師族の頂点に立つと、ビジェレイ\nの知識を縦横に駆使して地獄の魔獣を\n召喚し、屈服させた。\n \nだが彼ほどの術者といえども、部下を\n奪われた魔王の復讐だけは恐れたのだ\nよ。そこで避難所として、秘密の聖域\nを築いたわけだ。\n \n外界から完全に遮断された空間に閉じ\nこもることで、地獄の追手から逃れる\nと同時に、不老不死となって研究を続\nける事が可能になったと言われている。\n \n \n彼はそこに優れた透視術の設備も用意\nし、外部の歴史的事件を観察したとい\nう。だとすれば、タル・ラシャがバー\nルを封印した瞬間を目撃し、その位置\nを記録しているのはまず間違いないだ\nろうな。\n \nその聖域は、このラット・ゴーレイン\nのどこかにあると思われる。宮殿に入\n口がある可能性は高い。あの建物は、\n古代ビジェレイの砦を改修したものだ\nからな。\n
A2Q4AfterInitMeshif	53\nホラゾンの伝説というのは古いものだ\nから、真偽は疑わしいね。どんな大魔\n道師でも、そんな事が可能とは思えな\nい。\n
A2Q4EarlyReturnElzix	63\nジェリンの宮殿に通されたって？　騒\nぎが始まって以来、一般人が入るのは\nあんたが最初だぜ。\n \nジェリンがピリピリしてる理由がわか\nったら、教えてくんねえか？\n
A2Q4EarlyReturnJerhyn	40\n一年近く前、東方の魔道師が訪ねてき\nた。多分、ビジェレイの者だと思う。\n彼はこの街の歴史、特に宮殿の建築に\n興味があると言った。それで、僕が自\nら宮殿を案内してやったのだ。\n \n地下室の通路にある古い封印の紋章を\n見つけた時、彼はたいそう興奮して、\nしばらく１人で研究したいと言いだし\nたので、好きにさせた。\n \nところがやがて、彼は挨拶もせず姿を\n消した。おかしいとは思わないか？\n
A2Q4EarlyReturnGreiz	61\n最近どうして宮殿に入り浸ってんだ？　\nまさか、魔物と戦うよりハーレムの女\nに立ち向かう方が楽しくなった、なん\nて言わねえだろうな。らしくないぜ。\n \n
A2Q4EarlyReturnDrognan	63\nタル・ラシャの墓所の情報は、ホラゾ\nンの日誌に記されているはずだ。急が\nないと、ディアブロが弟のバールを解\n放してしまうぞ。\n
A2Q4EarlyReturnLysander	68\nホライゾン？　地平線なんか追っかけ\nてもキリがないぞ。あ、ホラゾンな。\n\n \n頭はいいが、その頭がおかしくなった\n男じゃな。\n
A2Q4EarlyReturnFara	57\nいくらホラゾンの聖域でも、魔王の眼\nを誤魔化せたとは思えないわ。今ごろ\n中は恐ろしい状態のはずよ。踏み込む\nなら気をつけてね！\n
A2Q4EarlyReturnGeglash	49\n長年にわたって、気にくわねえ野郎を\nぶっとばし続けてきた俺様の経験によ\nるとだなぁ、道はたったの２つ、戦う\nか逃げるかだ。他はそのバリエーショ\nンだぁな。\n
A2Q4EarlyReturnMeshif	77\n君、ジェリン卿と親しくなったのなら、\n出港許可をもらえるよう嘆願してくれ\nないか？　もう我慢の限界だ。\n
A2Q4EarlyReturnAtma	82\n最近、宮殿に出入りしてるんでしょ？　\nどうして一般人の出入りが止められて\nるのか、教えてよ。\n
A2Q4EarlyReturnWarrivAct2	83\n運命とは、檻の中の獣だ。もてあそぶ\nほど、後の報復が大きい。\n
A2Q4EarlyReturnCain	46\n君ももう気づいておるだろうが、宮殿\nの件はかなり厳しい状況だな...\n \n地下室が秘密の聖域への入口だとすれ\nば、魔物の出所は聖域ということにな\nる。ホラゾンの隠れ家は悪魔の手に落\nちたわけだ！\n
A2Q4SuccessfulNarrator	30\nタル・ラシャの墓所へ至るには、魔法\nのポータルを使うより他にない。ただ\nし、この聖域に集められた６個の紋章\nは、いずれも偽りの墓所への鍵である\nと知れ。\n \n失われた第７の紋章こそが本物。ホラ\nドリム最大の魔道師、タル・ラシャの\n墓所の目印である。\n \nホラドリム。大いなる共通の敵を前に、\n様々な魔道師族が協力して編成したこ\nの結社は、輝かしくも、哀しいほど短\n命であった。\n \nホラドリムの面々は、時に東の帝国の\n廃墟へ、あるいは西の未踏の地へと分\nけ入り、大天使ティラエルの力も借り\nぬまま、三魔王を次々と追い詰めてい\nった。\n \nだがやがて勝利の見通しが立つと、も\nとより強固とは言えなかったホラドリ\nムの結束は揺らいだ。彼らはソウルス\nトーンを護送するという重大な責務を\n軽んじ、ささいな思想や信条の違いか\nらいがみ合うようになった。\n \nこの内部抗争はついに結社の崩壊を招\nき、封印された魔王達を力づける結果\nとなってしまった。\n
A2Q4SuccessfulGriez	53\n信じられねえ！　ハーレムの女どもが\n全滅して、衛兵はみんな地下室の魔物\nと戦ってたなんてよ！\n
A2Q4SuccessfulJerhyn	62\n我々を救ってくれて、本当にありがと\nう。心から感謝する。君が捜していた\nホラゾンの日誌も見つかったようで、\n何よりだ。これでディアブロより早く\nタル・ラシャの墓所に入れればいいな。\n \n \nそれでは、幸運を祈る。\n
A2Q4SuccessfulDrognan	52\nホラゾンの日誌を見つけたか。素晴ら\nしい...が、気を許すな。\n \n真のタル・ラシャの墓所の紋章は、デ\nィアブロも捜しているはずだ。まだ見\nつけていなければな。\n
A2Q4SuccessfulElzix	66\n宮殿の噂はスゴイ勢いで広まってるぜ。\nひでえもんだな。しかしジェリンと兵\n隊達は、女と遊んでるとか陰口叩かれ\nながら、血みどろで戦ってたんだなあ。\n \n
A2Q4SuccessfulGeglash	60\nそういうことなら、さっさと俺様を呼\nびゃあよかったのに！　俺なら女を助\nけて魔物をチョチョイと全滅させたぜ！\n \n
A2Q4SuccessfulMeshif	47\nなるほど、ジェリン様の秘密とは、そ\nういう事だったのか。道理で出航を止\nめられるわけだ。脱出の必要が生じな\nくて何よりだ。今はまた、君達を乗せ\nるために出航を待てと言われているん\nだが...\n \n喜んで耐えよう。君の叙事詩に私の名\nも出るかもしれんしね。\n
A2Q4SuccessfulWarrivAct2	67\n住民はみな、戸惑っている。知らぬ間\nに全滅の危機にさらされ、知らぬ間に\n救われたわけだからね。\n \n今こうして我らがあるのも、君のお陰\nだ。\n
A2Q4SuccessfulFara	64\n信仰は、何よりも堅固な防具なのよ。\n盾は肉体を守るけれど、信仰は勇気を\n増してくれるもの。\n
A2Q4SuccessfulLysander	55\nホラゾンが必死？　あ、日誌な。見つ\nかってよかったの。しかし遊女は可哀\n想に。ずいぶんさみしくなるわい。も\nちろん、声が聞けなくなって、じゃが。\n \n
A2Q4SuccessfulAtma	62\n女の子達も気の毒にね。ひどい時代だ\nわ。それにしても、ありがとうね。\n
A2Q4SuccessfulCain	51\n急ぐのだ、ディアブロはそこまで迫っ\nておるかもしれんぞ。彼が破壊の王を\n解放する前に、何としてもタル・ラシ\nャの墓所を発見せねばならん！\n
A2Q5EarlyReturnGreiz	89\nホントにそんな風なのか？　そりゃホ\nラゾンがおかしくなったって言うより、\nニセモノじゃねえか？\n
A2Q5EarlyReturnJerhyn	52\n君の言う人物はホラゾンではあるまい。\n \n \nたぶん、以前宮殿を訪れた魔道師だろ\nう。この宮殿、特に地下室の封印に興\n味を示した男だよ。その後すぐに姿を\n消したのだが、どうやって聖域に入れ\nたのだろうな？　封印は破れていなか\nったというのに。\n \n彼はドログナンと面識があったらしい。\n彼の話を聞いてはどうかね？\n
A2Q5EarlyReturnDrognan	42\n確かにそれは、以前私を訪ねてきた男\nだろう。トリストラムの地下道でディ\nアブロと戦ったとかいう突拍子もない\n話をしたので、取り合わなかったが。\n\n \n愚かにもホラゾンの聖域に迷い込んで、\n残ったわずかな正気も失ってしまった\nに違いない。救いようのない奴だ。\n\n \nもしかすると、ホラゾンの魂に乗り移\nられたのかもしれない。だったら、哀\nれな命を絶って解放してやってくれ。\n\n \nそうすれば、召喚されて聖域にとどま\nっている魔物どもも地獄に帰ると思う。\n \n
A2Q5EarlyReturnLysander	50\nああ、何か月か前、あんたみたいにホ\nラゾンの話を根掘り葉掘り聞いた旅人\nがおったっけなあ。\n \nそれで奴はとうとう、ホラゾンの聖域\nに入ったわけか？　大馬鹿者じゃな。\n
A2Q5EarlyReturnMeshif	72\nああ、いやしくも船長だからね、偽ホ\nラゾン現象はよく知っているとも。\n \nいや、嘘だ。すまん。\n
A2Q5EarlyReturnWarrivAct2	99\n砕かれた魂が操るのは、力よりも恐怖\nである。\n
A2Q5EarlyReturnAtma	105\nあなた、いつもひどい事件にばかり関\nわって大変ねえ。\n
A2Q5EarlyReturnGeglash	33\nホラゾンが狂ってたかって？　当たり\n前だろ。そんな何世紀も飲めずにいた\nら、誰だって飲まなくちゃ正気じゃい\nられねぇ...でも飲めねぇ。だから飲ま\nなくちゃ...えっと、何の話だっけ？\n
A2Q5EarlyReturnFara	63\nそれはどうも、ホラゾンらしくないわ\nね。いくら理性を失っていても、そん\nな様子とはとても思えないわ。ドログ\nナンに相談してごらんなさい。\n
A2Q5EarlyReturnElzix	106\n狂気の魔道師？　おっかねえなあ。\n \n頼むから、さっさと片づけてくれよな。\n \n
A2Q5EarlyReturnCain	40\n姿形の特徴を聞く限り、トリストラム\nで会ったビジェレイの魔道師に似てお\nるな。当時あの街にはディアブロに挑\nむ者が多く集まった。その中の１人だ。\n \n \n魔王に立ち向かう者は、えてして凄惨\nな報復を受ける。同じ道をたどらぬよ\nう、気をつけてくれよ。\n
A2Q5SuccessfulGreiz	76\nやっぱ、ホラゾンは死んでたのか。と\nにかくあんたの目的は果たせたんだな。\n\n
A2Q5SuccessfulGeglash	60\nなるほど、何だか...よくわかんねえや。\n \n
A2Q5SuccessfulJerhyn	63\n汚された聖域からの魔軍は姿を消した。\nまたしても、心から礼を言うよ。これ\nでみな、生活の再建に取りかかれる。\n \n \nもっともその努力も、君が魔王を倒し\nてくれない限り水泡に帰すのだろうが\nね。\n
A2Q5SuccessfulDrognan	83\n大きな力が街に迫っておる。急いで墓\n所を探してくれ！\n
A2Q5SuccessfulElzix	65\nあんたを見てると、昔に帰りたくなる\nぜ。両手と両目と両足がそろってた頃\nによ。\n
A2Q5SuccessfulWarrivAct2	84\nこれから墓所に向かうのかね？　砂漠\nの地下深くにあるという話だが。\n
A2Q5SuccessfulMeshif	100\nこれで準備はできたんだな。手遅れに\nならないうちに次も頼むよ。\n
A2Q5SuccessfulLysander	103\n悪魔をもてあそぶ者の末路は、いつも\nこうじゃよ。\n
A2Q5SuccessfulAtma	89\nあなたは、私が夢見た以上の勇者だわ。\nこれでみんなも希望が持てそうね。\n
A2Q5SuccessfulFara	74\nその召喚術師には気の毒だけれど、あ\nんな惨事を引き起こした者には同情も\nできないわ。殺すしかなかったのね。\n
A2Q5SuccessfulCain	48\n君が哀れな召喚術師の魂を解放してく\nれたと願いたいが、やはりそのまま地\n獄に引きずり込まれたのだろうなあ。\n\n \nよく覚えておくがいい。悪魔の術は魅\n惑的で力強いが、引き返せぬ堕落へと\nつながるのだ。\n
A2Q6InitJerhyn	45\n君の勇気と力量は何度も見せてもらっ\nた。今こそ君を信じて、重大な秘密を\n打ち明けたいと思う。\n \n相談の結果、ドログナンと僕はある結\n論に達した。最近この街を通った黒衣\nの放浪者こそ、ディアブロ自身だ！　\nドログナンの推測では、バールを封印\nしたホラドリム最大の魔道師、タル・\nラシャの墓所を探しに来たに違いない\nということだ。\n \nどうかディアブロに立ち向かい、この\n世界を覆う大いなる悪を打ち倒して欲\nしい。ドログナンの知恵を借りて、タ\nル・ラシャの墓所を探り当てるのだ。\n\n \nただそれには、時間がかかる事だろう。\nくれぐれも気をつけてくれ。\n
A2Q6AfterInitJerhyn	47\n奥深い砂漠の地下に、偉大なホラドリ\nムの墓所が７つ、隠されている。その\nうちのひとつがタル・ラシャの魂の牢\n獄に違いないが、どれなのかはわから\nない。ひとつひとつ探検していくしか\nないかもしれない。\n \nその途上で、同じ場所を目指すディア\nブロとも出会うに違いない。彼が振り\nまく恐怖の力は、想像を絶する。\n
A2Q6AfterInitElzix	59\nあんた、あの７つの墓所を探そうって\nのかい？　でもありゃ、旅人がでっち\n上げた伝説だろ？　誰も本気で信じち\nゃいないぜ。\n
A2Q6AfterInitWarrivAct2	57\nくれぐれも気をつけてくれ、友よ。最\n近の事件を見れば、墓所が実在するの\nは間違いない。となれば、恐るべき番\n人が待ち受けているだろうから。\n
A2Q6AfterInitAtma	67\nタル・ラシャの墓所の伝説なら聞いて\nるけれど、ただのおとぎ話だと思って\nたわ。\n
A2Q6AfterInitGeglash	59\n俺様も、その墓に行ってやりてぇんだ\nが...アンデッドとはどうも、相性が悪\nくてなぁ。\n
A2Q6AfterInitMeshif	84\n力になれなくてすまないね。その墓が\n海の彼方にあるなら、いくらでも相談\nに乗るんだが。\n
A2Q6AfterInitFara	57\n伝説によれば、タル・ラシャは破壊の\n王を体内に捕らえ、永遠の戦いを続け\nているそうね。高潔ではあるけれど、\n無謀な試みとしか思えないわ。\n
A2Q6AfterInitLysander	48\nタル・ラシャはバールを自分の体内に\n幽閉して、永遠に戦い続ける道を選ん\nだそうじゃが、しかし正直なところ、\nそんな事をして勝ち目があると思うか？\n \n
A2Q6AfterInitDrognan	55\nタル・ラシャの墓所は他の６つと同じ\nく砂漠の地下に隠されている。真の墓\n所の目印は、彼の紋章だ。その紋章は、\n秘密の聖域をよく調べれば見つかるは\nずだ。\n
A2Q6AfterInitCain	57\n急いでディアブロに追いつかねば。\n \nしかしアンダリエルの例を考えると、\n地獄のあらゆる魔神がディアブロの命\nを受けて我らを阻もうとするに違いな\nい。道は険しいぞ。\n
A2Q6AfterInitGreiz	106\n砂漠の奥地に行く気なら、ウチの兵隊\nを連れてったらどうだい？\n
A2Q6SuccessfulJerhyn	40\nお見事だった。タル・ラシャの墓所を\n見つけただけでも、常人にはかなわぬ\n偉業だろう。ただ、ディアブロとバー\nルが姿を消した後というのは、つくづ\nく残念だな...\n \n今から東へ向かうなら、メシフの船を\n使うといい。かの者も出航を心待ちに\nしている事だろう。\n \n街を救ってくれて、本当にありがとう。\n幸運を祈る。いつでもまた、立ち寄っ\nてくれ。最大の歓迎を約束する。\n
A2Q6SuccessfulElzix	71\nディアブロに出し抜かれたって？　ま\nあでも、あんたならすぐ追いつけるさ。\n野郎を地獄に送り返してやってくれよ！\n \n
A2Q6SuccessfulLysander	70\n計画通りにいかんで残念じゃったな。\n時々、この街も思い出してくれよ。あ\nんたほど怒鳴らんですむ客は滅多にお\nらん。\n
A2Q6SuccessfulAtma	64\nあなたみたいな勇者と知り合えたのは\n一生の誇りよ。街に平和を取り戻して\nくれて、ありがとうね。\n
A2Q6SuccessfulWarrivAct2	68\n悔やむことはない。君は最善を尽くし\nた。\n \nディアブロとバールは東のクラストへ\n向かったようだが、君ならきっと追い\nつけるはずだ。\n
A2Q6SuccessfulFara	40\n恐ろしい話ね。バールが史上最強の魔\n道師の体を奪って、ディアブロと合流\nしたなんて！　何とかして止めなけれ\nば。彼らはきっと、クラストの地下に\n封印された長兄、憎悪の王メフィスト\nを解放する気だわ。\n \n恐ろしい邪悪に立ち向かうあなたを、\n信仰と光輝がお守りくださいますよう\nに。\n
A2Q6SuccessfulGeglash	54\nあんたぁスゲエな！　自分がちっぽけ\nに見えちまう...\n \nいや、気にすんな。俺ら小者にも、手\n柄を残しといてくれよな。\n
A2Q6SuccessfulDrognan	51\n実のところ、事態は深刻と言わざるを\n得ないね。特にタル・ラシャがバール\nに屈服したのは大きな痛手だ。ホラド\nリムの膨大な知識が、全てバールの手\nに渡ったわけだからな。\n \n急いで海を渡ってクラストに行き、デ\nィアブロとバールがメフィストを解放\nする前に止めてくれ。\n \nただ、東方の帝国はもはや昔の面影を\nとどめていないかもしれない。詳しい\n状況はわからないが。\n \nとにかく急ぐことだ。運命が君にほほ\nえむことを祈るよ。\n
A2Q6SuccessfulMeshif	82\n君を東の、クラストの街に連れていこ\nう。私も何年も帰っていないが、状況\nはかなり悪いらしいな。\n
A2Q6SuccessfulGreiz	51\n敵を取り逃がしたって？　でもまあ、\n魔王も怖じ気づくほどの力があるんだ\nって思えばいいじゃねえか。もう行く\nのかい？　そうか、ありがとうな。\n
A2Q6SuccessfulCain	34\nティラエルとは、260年前、ホラドリ\nムにソウルストーンを授けた大天使だ。\n \n \n天界の者がこうまで深く地上の事件に\n介入するのは極めて異例だが、これは\nティラエルの独断だったのではないか\nと言われておる。\n \n彼ひとりが、我ら人類の能力に不安を\n抱いたか、それとも魔王の脅威を重く\n見たかして、天界の総意に背いたので\nあろうとな。\n \n地獄の活動目的はおおむね破壊に集約\nされるが、天界の意図は計り知れぬ事\nが多いものだ。\n \nさあ、急ごう。メフィストが解き放た\nれる前に、ディアブロとバールを止め\nねば。万が一にも三魔王がそろえば、\nこの世界はもはや絶望だぞ。\n
NatalyaIntroGossip1	40\nこんにちは、勇者殿。武勲の噂は聞い\nているわ。三魔王を相手にしてこれほ\nどの活躍をするとは、大変なものね。\n\n \n私はナターリャ、邪悪を追う狩人。堕\n落した魔道師を滅ぼすことを誓った、\n古い教団の一員よ。\n \nできたら、あなたと一緒に魔王に立ち\n向かいたいけれど、知らせを待たなく\nてはいけないの。詳しくはわからない\nけれど、事態は予想以上に切迫してい\nるようね。\n \n上からの命令が来るまで、情報を提供\nしてもいいわよ。\n
NatalyaGossip1	74\nアシェアラ？　あの荒っぽい女魔道師\nね。でも、本物の魔神と戦った事はな\nさそうね。\n \nいくら酔いどれの傭兵魔道師を手なず\nけても、地獄の魔獣に立ち向かえると\nは限らないわ。\n
NatalyaGossip2	66\nデッカード・ケインの名はよく聞いて、\n尊敬しているわ。ホラドリムの生き残\nりだそうね。それほどの人物に選ばれ\nたなら、あなたもさぞ強いんでしょう\nね。\n
NatalyaGossip3	100\nフラトリは鍛冶の達人よ。彼の腕前は、\n私の教団にも役立ちそうね。\n
