Index	Name	Name
A2Q4AfterInitMeshif	57\nAhh... The legend of Horazon is an old \none, especially around these parts. You \nwouldn't believe the feats and strange \nevents that are attributed to him.\n	53\nホラゾンの伝説というのは古いものだ\nから、真偽は疑わしいね。どんな大魔\n道師でも、そんな事が可能とは思えな\nい。\n
A2Q4EarlyReturnElzix	63\nI understand that you've been talking to \nJerhyn. Well, if so, then you're the first \nin a long while... since the trouble \nbegan, actually.\n \nDo us a favor and try to find out what's \ngot Jerhyn so edgy all the time. OK?\n	63\nジェリンの宮殿に通されたって？　騒\nぎが始まって以来、一般人が入るのは\nあんたが最初だぜ。\n \nジェリンがピリピリしてる理由がわか\nったら、教えてくんねえか？\n
A2Q4EarlyReturnJerhyn	48\nThere was an eastern mage... a Vizjerei, \nI believe... who visited me almost a \nyear ago. He was very interested in the \nhistory of this site, and he seemed \nparticularly fascinated with the palace \narchitecture.\n \nI gave him a tour. When he found the \nancient seals over a passageway in the \ncellar, he became very agitated. He \nasked for some time alone to study \nthem, and I granted it.\n \nShortly after, he left with no further \nword and I never saw him again. Odd... \nDon't you think?\n	40\n一年近く前、東方の魔道師が訪ねてき\nた。多分、ビジェレイの者だと思う。\n彼はこの街の歴史、特に宮殿の建築に\n興味があると言った。それで、僕が自\nら宮殿を案内してやったのだ。\n \n地下室の通路にある古い封印の紋章を\n見つけた時、彼はたいそう興奮して、\nしばらく１人で研究したいと言いだし\nたので、好きにさせた。\n \nところがやがて、彼は挨拶もせず姿を\n消した。おかしいとは思わないか？\n
A2Q4EarlyReturnGreiz	61\nWhat's got you so occupied in the \npalace? Don't tell me you're finding the \nHarems more compelling than killing \ndemons? That would be out of \ncharacter for one such as yourself.\n	61\n最近どうして宮殿に入り浸ってんだ？　\nまさか、魔物と戦うよりハーレムの女\nに立ち向かう方が楽しくなった、なん\nて言わねえだろうな。らしくないぜ。\n \n
A2Q4EarlyReturnDrognan	63\nI am certain that you will find the \ninformation you need when you find \nHorazon's Journal. I suggest you find it \nquickly, for Diablo may be getting \ncloser to freeing his brother as we \nspeak.\n	63\nタル・ラシャの墓所の情報は、ホラゾ\nンの日誌に記されているはずだ。急が\nないと、ディアブロが弟のバールを解\n放してしまうぞ。\n
A2Q4EarlyReturnLysander	68\nHuh? The horizon is always out of \nreach, you should know that. Oh, \nHorazon! Oh, I see. Uh.\n \nYes. Well. He was insane. Brilliant, yes, \nbut... total lunatic.\n	68\nホライゾン？　地平線なんか追っかけ\nてもキリがないぞ。あ、ホラゾンな。\n\n \n頭はいいが、その頭がおかしくなった\n男じゃな。\n
A2Q4EarlyReturnFara	57\nEven a sanctuary such as Horazon's \ncan be breached by the tentacles of \nEvil. Such a haven could have become a \nchamber of unspeakable horrors. Be \nwary of what you may unleash!\n	57\nいくらホラゾンの聖域でも、魔王の眼\nを誤魔化せたとは思えないわ。今ごろ\n中は恐ろしい状態のはずよ。踏み込む\nなら気をつけてね！\n
A2Q4EarlyReturnGeglash	49\nAll my years of brawling, of pummeling \nboth the unsuspecting and the \ndeserving, have yielded two insights. \nYou can either fight or you can run. All \nother strategies are variations of \nthese.\n	49\n長年にわたって、気にくわねえ野郎を\nぶっとばし続けてきた俺様の経験によ\nるとだなぁ、道はたったの２つ、戦う\nか逃げるかだ。他はそのバリエーショ\nンだぁな。\n
A2Q4EarlyReturnMeshif	77\nSo... Now that you're such a pal of \nJerhyn, why don't you ask him if I can \nset sail one of these days? I'm running \nout of patience.\n	77\n君、ジェリン卿と親しくなったのなら、\n出港許可をもらえるよう嘆願してくれ\nないか？　もう我慢の限界だ。\n
A2Q4EarlyReturnAtma	87\nSo you've been in the palace, have you? \nTell me, why does Jerhyn keep that \nplace locked up so tight?\n	82\n最近、宮殿に出入りしてるんでしょ？　\nどうして一般人の出入りが止められて\nるのか、教えてよ。\n
A2Q4EarlyReturnWarrivAct2	87\nFate is like a caged gorilla. It will pelt \nyou with dung if you mock it.\n	83\n運命とは、檻の中の獣だ。もてあそぶ\nほど、後の報復が大きい。\n
A2Q4EarlyReturnCain	51\nI've been thinking about the problems in \nJerhyn's palace. Perhaps this has \noccurred to you as well...\n \nIf those cellar passageways lead to the \nArcane Sanctuary, then that is where \nthe demons came from. Horazon's \nhaven must have been breached!\n	46\n君ももう気づいておるだろうが、宮殿\nの件はかなり厳しい状況だな...\n \n地下室が秘密の聖域への入口だとすれ\nば、魔物の出所は聖域ということにな\nる。ホラゾンの隠れ家は悪魔の手に落\nちたわけだ！\n
A2Q4SuccessfulNarrator	37\nSeekers of the Tomb of Tal Rasha will \nfind it through the Portal. But know \nthat the glowing glyphs recorded here \nin my Arcane Sanctuary are the signs \nof the six False Tombs.\n \nThe missing Seventh Sign marks the \nTomb of Tal Rasha... Of the Horadrim \nhe might be called the foremost.\n \nIt was a shining - but brief - moment for \nthe Mage Clans when they set aside \ntheir differences and worked together \nagainst the common enemy.\n \nThe Horadrim relentlessly pursued the \nThree across the desolate Empires of \nthe East, and even into the uncharted \nlands of the West, leaving the \nArchangel Tyrael's hands unblemished.\n \nPresuming the Three to be vanquished, \nthe Horadrim's unstable fellowship \nbegan to dissipate. Abandoning their \nsacred charge to safeguard the three \nSoulstones, the disparate Mage Clans \nbegan to squabble amongst each other \nover petty differences.\n \nTheir conflicts not only dissolved their \nbrotherhood, but strengthened the \nEvils which they had buried beneath the \ncold earth.\n	30\nタル・ラシャの墓所へ至るには、魔法\nのポータルを使うより他にない。ただ\nし、この聖域に集められた６個の紋章\nは、いずれも偽りの墓所への鍵である\nと知れ。\n \n失われた第７の紋章こそが本物。ホラ\nドリム最大の魔道師、タル・ラシャの\n墓所の目印である。\n \nホラドリム。大いなる共通の敵を前に、\n様々な魔道師族が協力して編成したこ\nの結社は、輝かしくも、哀しいほど短\n命であった。\n \nホラドリムの面々は、時に東の帝国の\n廃墟へ、あるいは西の未踏の地へと分\nけ入り、大天使ティラエルの力も借り\nぬまま、三魔王を次々と追い詰めてい\nった。\n \nだがやがて勝利の見通しが立つと、も\nとより強固とは言えなかったホラドリ\nムの結束は揺らいだ。彼らはソウルス\nトーンを護送するという重大な責務を\n軽んじ、ささいな思想や信条の違いか\nらいがみ合うようになった。\n \nこの内部抗争はついに結社の崩壊を招\nき、封印された魔王達を力づける結果\nとなってしまった。\n
A2Q4SuccessfulGriez	59\nUnbelievable! The Harem girls are dead! \nThe palace guards have been fighting \noff demons from the cellar. How could \nthat happen without my knowledge?\n	53\n信じられねえ！　ハーレムの女どもが\n全滅して、衛兵はみんな地下室の魔物\nと戦ってたなんてよ！\n
A2Q4SuccessfulJerhyn	62\nI thank you for your heroic aid! I'm also \nglad that you found something you \nwere looking for. The journal should \nhelp you find the True Tomb of Tal \nRasha. Hopefully, there is still time to \nget there before Diablo.\n \nGo now. And good luck.\n	62\n我々を救ってくれて、本当にありがと\nう。心から感謝する。君が捜していた\nホラゾンの日誌も見つかったようで、\n何よりだ。これでディアブロより早く\nタル・ラシャの墓所に入れればいいな。\n \n \nそれでは、幸運を祈る。\n
A2Q4SuccessfulDrognan	55\nYou have found Horazon's Journal. \nExcellent... But, I must caution you.\n \nThe mark of the True Tomb of Tal \nRasha, is sought, if not already known, \nby Diablo. I needn't elaborate on the \nimplications of that.\n	52\nホラゾンの日誌を見つけたか。素晴ら\nしい...が、気を許すな。\n \n真のタル・ラシャの墓所の紋章は、デ\nィアブロも捜しているはずだ。まだ見\nつけていなければな。\n
A2Q4SuccessfulElzix	71\nNews of the tragedy in the palace is \nspreading fast. How awful! And to \nthink, this whole time I thought Jerhyn \nand his guards were in there playing \nwith the harem girls.\n	66\n宮殿の噂はスゴイ勢いで広まってるぜ。\nひでえもんだな。しかしジェリンと兵\n隊達は、女と遊んでるとか陰口叩かれ\nながら、血みどろで戦ってたんだなあ。\n \n
A2Q4SuccessfulGeglash	60\nHah! I wish Jerhyn would've let me in the \npalace. I would've saved those girls and \nkicked demon ass back to the fire-pits \no' Hell!\n	60\nそういうことなら、さっさと俺様を呼\nびゃあよかったのに！　俺なら女を助\nけて魔物をチョチョイと全滅させたぜ！\n \n
A2Q4SuccessfulMeshif	52\nSo... Now we know Jerhyn's little secret. \nWell... I guess I can see why he wanted \nme to stay, though... I'm just glad it \ndidn't come to that. Now he tells me to \nwait some more, in case you need to \nget out of here.\n \nWell, for you I'll do it. Maybe they'll \nmention me in the epic ballads, eh?\n	47\nなるほど、ジェリン様の秘密とは、そ\nういう事だったのか。道理で出航を止\nめられるわけだ。脱出の必要が生じな\nくて何よりだ。今はまた、君達を乗せ\nるために出航を待てと言われているん\nだが...\n \n喜んで耐えよう。君の叙事詩に私の名\nも出るかもしれんしね。\n
A2Q4SuccessfulWarrivAct2	67\nWell, the news going around town is \nvery unsettling. Apparently, we were in \nmore danger than anyone thought.\n \nGood work friend... you may have saved \nall our skins.\n	67\n住民はみな、戸惑っている。知らぬ間\nに全滅の危機にさらされ、知らぬ間に\n救われたわけだからね。\n \n今こうして我らがあるのも、君のお陰\nだ。\n
A2Q4SuccessfulFara	64\nFaith is stronger than any armor. The \nshield will protect the body, but Faith \nwill strengthen the courageous heart.\n	64\n信仰は、何よりも堅固な防具なのよ。\n盾は肉体を守るけれど、信仰は勇気を\n増してくれるもの。\n
A2Q4SuccessfulLysander	55\nHorazon's urinal? Oh, journal! Yes, \nwell... Glad you found it. Such a shame \nabout those poor harem girls, huh? I \nshall miss them deeply... I mean their \nconversations, of course.\n	55\nホラゾンが必死？　あ、日誌な。見つ\nかってよかったの。しかし遊女は可哀\n想に。ずいぶんさみしくなるわい。も\nちろん、声が聞けなくなって、じゃが。\n \n
A2Q4SuccessfulAtma	62\nOh, those poor women! Will the \nslaughter never end? Thank you once \nagain for protecting our city.\n	62\n女の子達も気の毒にね。ひどい時代だ\nわ。それにしても、ありがとうね。\n
A2Q4SuccessfulCain	57\nYou must move quickly now, friend, for \nDiablo is undoubtedly close to finding \nwhat he seeks. Find the Tomb of Tal \nRasha before he frees the Lord of \nDestruction.\n	51\n急ぐのだ、ディアブロはそこまで迫っ\nておるかもしれんぞ。彼が破壊の王を\n解放する前に、何としてもタル・ラシ\nャの墓所を発見せねばならん！\n
A2Q5EarlyReturnGreiz	89\nThat guy really talks like that? Sounds \nlike either Horazon has gone stir-crazy \nor that's some impostor.\n	89\nホントにそんな風なのか？　そりゃホ\nラゾンがおかしくなったって言うより、\nニセモノじゃねえか？\n
A2Q5EarlyReturnJerhyn	57\nThe man you describe is probably not \nHorazon.\n \nHe sounds like the very mage who came \naround here a while ago. He was very \ncurious about this palace and seemed \nespecially interested in the seal on the \npassageway in the cellar. He left \nshortly after that. I wonder how he got \ndown there? The seal was never \nbroken...\n \nThat mage spoke a great deal to \nDrognan. Why don't you ask him about \nit?\n	52\n君の言う人物はホラゾンではあるまい。\n \n \nたぶん、以前宮殿を訪れた魔道師だろ\nう。この宮殿、特に地下室の封印に興\n味を示した男だよ。その後すぐに姿を\n消したのだが、どうやって聖域に入れ\nたのだろうな？　封印は破れていなか\nったというのに。\n \n彼はドログナンと面識があったらしい。\n彼の話を聞いてはどうかね？\n
A2Q5EarlyReturnDrognan	47\nYes... The man you speak of sounds like \nthe mage who came here many months \nago. He claimed to have fought Diablo \nin the passages beneath Tristram.\n \nNo doubt the fool wandered into \nHorazon's Sanctuary and lost whatever \nwas left of his ravaged mind. He is \nbeyond salvation. \n \nIt is possible that the fool has been \npossessed by the spirit of Horazon. If \nthat's true, then you'd better put an \nend to his tortured existence.\n \nOnce done, I believe the demons who \nwere summoned and imprisoned within \nthe Sanctuary will cease to exist as \nwell.\n	42\n確かにそれは、以前私を訪ねてきた男\nだろう。トリストラムの地下道でディ\nアブロと戦ったとかいう突拍子もない\n話をしたので、取り合わなかったが。\n\n \n愚かにもホラゾンの聖域に迷い込んで、\n残ったわずかな正気も失ってしまった\nに違いない。救いようのない奴だ。\n\n \nもしかすると、ホラゾンの魂に乗り移\nられたのかもしれない。だったら、哀\nれな命を絶って解放してやってくれ。\n\n \nそうすれば、召喚されて聖域にとどま\nっている魔物どもも地獄に帰ると思う。\n \n
A2Q5EarlyReturnLysander	57\nAh, yes. I remember. There was a... \nfellow around here many months ago \nwho asked almost as many questions \nabout Horazon as you.\n \nSo... He discovered enough to assume \nHorazon's place in the Arcane \nSanctuary, huh? What a fool!\n	50\nああ、何か月か前、あんたみたいにホ\nラゾンの話を根掘り葉掘り聞いた旅人\nがおったっけなあ。\n \nそれで奴はとうとう、ホラゾンの聖域\nに入ったわけか？　大馬鹿者じゃな。\n
A2Q5EarlyReturnMeshif	72\nAh, yes. As a ship captain I am well \naware of the phenomenon of a false \nHorazon.\n \nSorry, just a little joke.\n	72\nああ、いやしくも船長だからね、偽ホ\nラゾン現象はよく知っているとも。\n \nいや、嘘だ。すまん。\n
A2Q5EarlyReturnWarrivAct2	99\nThere's nothing more dreadful than a \npowerful being driven by a frayed \nmind.\n	99\n砕かれた魂が操るのは、力よりも恐怖\nである。\n
A2Q5EarlyReturnAtma	105\nYou always seem to find the worst \ntrouble. I don't know how you handle it.\n	105\nあなた、いつもひどい事件にばかり関\nわって大変ねえ。\n
A2Q5EarlyReturnGeglash	38\nSo! Horazon's crazy, eh? I'd be \nsurprised if he wasn't. All those \ncenturies without ale would drive \nanyone to drink... but then you couldn't \ndrink. And that would drive you to \ndrink... Hah?... What was the question?\n	33\nホラゾンが狂ってたかって？　当たり\n前だろ。そんな何世紀も飲めずにいた\nら、誰だって飲まなくちゃ正気じゃい\nられねぇ...でも飲めねぇ。だから飲ま\nなくちゃ...えっと、何の話だっけ？\n
A2Q5EarlyReturnFara	63\nHmmm... That doesn't sound like \nHorazon. I'll agree that he may have \ngone mad, but from what you tell me, I \ndon't think that's the case. Talk to \nDrognan... he may know more than I.\n	63\nそれはどうも、ホラゾンらしくないわ\nね。いくら理性を失っていても、そん\nな様子とはとても思えないわ。ドログ\nナンに相談してごらんなさい。\n
A2Q5EarlyReturnElzix	106\nUgh... Crazy mages give me the creeps.\n \nJust kill him and get on with your \nbusiness.\n	106\n狂気の魔道師？　おっかねえなあ。\n \n頼むから、さっさと片づけてくれよな。\n \n
A2Q5EarlyReturnCain	45\nThe appearance of the mage you \ndescribe sounds like one I met back in \nTristram. Many Vizjerei came to fight \nagainst Diablo, the Lord of Terror. \nPerhaps, this is one of them.\n \nYou know, fate seems to have frowned \nupon all of the heroes who confronted \nthat terrible Evil. Take care or the \nsame may happen to you.\n	40\n姿形の特徴を聞く限り、トリストラム\nで会ったビジェレイの魔道師に似てお\nるな。当時あの街にはディアブロに挑\nむ者が多く集まった。その中の１人だ。\n \n \n魔王に立ち向かう者は、えてして凄惨\nな報復を受ける。同じ道をたどらぬよ\nう、気をつけてくれよ。\n
A2Q5SuccessfulGreiz	76\nSo, Horazon's been dead for some time. \nI take it you at least found what you \nwere looking for.\n	76\nやっぱ、ホラゾンは死んでたのか。と\nにかくあんたの目的は果たせたんだな。\n\n
A2Q5SuccessfulGeglash	60\nThe way I see it... Well, it's all pretty \nblurry.\n	60\nなるほど、何だか...よくわかんねえや。\n \n
A2Q5SuccessfulJerhyn	63\nThe demonic force that was emanating \nfrom the corrupted Sanctuary has \ndissipated. I thank you greatly for your \nhelp. Now, we can look to rebuilding \nour lives.\n \nAll will be for nothing, though, if you do \nnot stop the greater Evil which is \nrapidly gaining ground.\n	63\n汚された聖域からの魔軍は姿を消した。\nまたしても、心から礼を言うよ。これ\nでみな、生活の再建に取りかかれる。\n \n \nもっともその努力も、君が魔王を倒し\nてくれない限り水泡に帰すのだろうが\nね。\n
A2Q5SuccessfulDrognan	83\nLarger forces are moving inexorably \ntowards us. You must now make haste \nto the Tombs.\n	83\n大きな力が街に迫っておる。急いで墓\n所を探してくれ！\n
A2Q5SuccessfulElzix	65\nYou make me long for the days of glory. \nWhen I had both hands, both eyes and \nmore of a foot...\n	65\nあんたを見てると、昔に帰りたくなる\nぜ。両手と両目と両足がそろってた頃\nによ。\n
A2Q5SuccessfulWarrivAct2	84\nI guess you'll be heading to the Tombs \nnow? I hear that they're in the deepest \ndesert regions.\n	84\nこれから墓所に向かうのかね？　砂漠\nの地下深くにあるという話だが。\n
A2Q5SuccessfulMeshif	100\nWell! You've got what you're after. Now \nget a move on before it's too late.\n	100\nこれで準備はできたんだな。手遅れに\nならないうちに次も頼むよ。\n
A2Q5SuccessfulLysander	103\nHuhhh... Such is always the fate of \nthose who meddle with evil.\n	103\n悪魔をもてあそぶ者の末路は、いつも\nこうじゃよ。\n
A2Q5SuccessfulAtma	89\nYou're more the hero than I could have \ndreamed. Perhaps, there is hope for us \nafter all.\n	89\nあなたは、私が夢見た以上の勇者だわ。\nこれでみんなも希望が持てそうね。\n
A2Q5SuccessfulFara	74\nI feel no pity for that would-be \nSummoner. His terrible ambition for \ndemonic power was his undoing. You \nmerely hastened the inevitable.\n	74\nその召喚術師には気の毒だけれど、あ\nんな惨事を引き起こした者には同情も\nできないわ。殺すしかなかったのね。\n
A2Q5SuccessfulCain	48\nI hope that this false Summoner found \npeace in death. Unfortunately, it is \nmore likely that he will be dragged \ndown into Hell by the demons he was \nbound to.\n \nLet this be a lesson to you... Demonic \nmagic is a quick path, but its powers \nare seductive and deadly.\n	48\n君が哀れな召喚術師の魂を解放してく\nれたと願いたいが、やはりそのまま地\n獄に引きずり込まれたのだろうなあ。\n\n \nよく覚えておくがいい。悪魔の術は魅\n惑的で力強いが、引き返せぬ堕落へと\nつながるのだ。\n
A2Q6InitJerhyn	45\nI have heard of your many deeds of skill \nand bravery. I feel I can trust you with \nsomething I have been hesitant to \nspeak of...\n \nDrognan and I have concluded that the \nDark Wanderer who passed through \nhere recently was Diablo, himself! \nDrognan believes that Diablo is \nsearching the desert for the secret \ntomb where the great Horadric mage, \nTal Rasha, keeps Baal imprisoned.\n \nYou must find Diablo and put an end to \nthe terrible evil that has fallen upon \nour city. Drognan is wise and is sure to \nhave some helpful advice for you as to \nhow Tal Rasha's tomb may be found.\n \nIt may take you quite some time to find \nThe Tomb. May you be ready when you \ndo.\n	45\n君の勇気と力量は何度も見せてもらっ\nた。今こそ君を信じて、重大な秘密を\n打ち明けたいと思う。\n \n相談の結果、ドログナンと僕はある結\n論に達した。最近この街を通った黒衣\nの放浪者こそ、ディアブロ自身だ！　\nドログナンの推測では、バールを封印\nしたホラドリム最大の魔道師、タル・\nラシャの墓所を探しに来たに違いない\nということだ。\n \nどうかディアブロに立ち向かい、この\n世界を覆う大いなる悪を打ち倒して欲\nしい。ドログナンの知恵を借りて、タ\nル・ラシャの墓所を探り当てるのだ。\n\n \nただそれには、時間がかかる事だろう。\nくれぐれも気をつけてくれ。\n
A2Q6AfterInitJerhyn	53\nIt is well-known that there are seven \ngreat Horadric tombs hidden beneath \nthe sands in the furthest reaches of \nthe desert. One of them surely must be \nTal Rasha's prison. You must explore \neach of the tombs to find Tal Rasha's \nexact location.\n \nOf course, Diablo is searching for the \nTomb as well... No one can guess as to \nwhat terrors he has unleashed in his \nsearch.\n	47\n奥深い砂漠の地下に、偉大なホラドリ\nムの墓所が７つ、隠されている。その\nうちのひとつがタル・ラシャの魂の牢\n獄に違いないが、どれなのかはわから\nない。ひとつひとつ探検していくしか\nないかもしれない。\n \nその途上で、同じ場所を目指すディア\nブロとも出会うに違いない。彼が振り\nまく恐怖の力は、想像を絶する。\n
A2Q6AfterInitElzix	59\nSo... You're going to search for the \nSeven Tombs, huh? Don't you know \nthat they're just desert legends passed \nbetween merchants and travelers? No \none really believes that they exist.\n	59\nあんた、あの７つの墓所を探そうって\nのかい？　でもありゃ、旅人がでっち\n上げた伝説だろ？　誰も本気で信じち\nゃいないぜ。\n
A2Q6AfterInitWarrivAct2	61\nBe very careful, my friend. I think I've \nseen enough recently not to doubt that \nthese Tombs exist. And if they do, \nthey're most certainly guarded by \nterrible creatures.\n	57\nくれぐれも気をつけてくれ、友よ。最\n近の事件を見れば、墓所が実在するの\nは間違いない。となれば、恐るべき番\n人が待ち受けているだろうから。\n
A2Q6AfterInitAtma	67\nI've heard legends of the Tomb of Tal \nRasha, but I thought they were just old \ntales meant to scare young children.\n	67\nタル・ラシャの墓所の伝説なら聞いて\nるけれど、ただのおとぎ話だと思って\nたわ。\n
A2Q6AfterInitGeglash	59\nOhh... I'd go with ya' to those tombs... \nBut... umm... I don't like all that living \ndead stuff.\n	59\n俺様も、その墓に行ってやりてぇんだ\nが...アンデッドとはどうも、相性が悪\nくてなぁ。\n
A2Q6AfterInitMeshif	84\nI'm sorry, I can't help you much here. \nNow, if the tombs were across the \nocean, then I'd be the guy to talk to.\n	84\n力になれなくてすまないね。その墓が\n海の彼方にあるなら、いくらでも相談\nに乗るんだが。\n
A2Q6AfterInitFara	57\nLegend has it that Tal Rasha lies \nimprisoned within his tomb, forever \nstruggling to keep the Lord of \nDestruction bound. His was a selfless \nact, although perhaps foolhardy.\n	57\n伝説によれば、タル・ラシャは破壊の\n王を体内に捕らえ、永遠の戦いを続け\nているそうね。高潔ではあるけれど、\n無謀な試みとしか思えないわ。\n
A2Q6AfterInitLysander	56\nWhen Tal Rasha chose to embody the \nspirit of Baal, he knew his doom was to \nwrestle eternally against the will of the \ngreater Evil. Look around you and ask \nyourself, 'Has the battle been won or \nlost?'\n	48\nタル・ラシャはバールを自分の体内に\n幽閉して、永遠に戦い続ける道を選ん\nだそうじゃが、しかし正直なところ、\nそんな事をして勝ち目があると思うか？\n \n
A2Q6AfterInitDrognan	55\nTal Rasha's tomb is hidden deep in the \ndesert among six others. Tal Rasha's \nsymbol marks the True Tomb. If you \nwant to know what that symbol is, you \nshould be able to find it within the \nlegendary Arcane Sanctuary.\n	55\nタル・ラシャの墓所は他の６つと同じ\nく砂漠の地下に隠されている。真の墓\n所の目印は、彼の紋章だ。その紋章は、\n秘密の聖域をよく調べれば見つかるは\nずだ。\n
A2Q6AfterInitCain	57\nDiablo nears his goal. We have little \ntime to lose.\n \nRemember, my friend, that Andariel \ngave herself willingly to Diablo's cause. \nIt would be prudent to assume that the \nother Evils will attempt to aid their \nmaster as well.\n	57\n急いでディアブロに追いつかねば。\n \nしかしアンダリエルの例を考えると、\n地獄のあらゆる魔神がディアブロの命\nを受けて我らを阻もうとするに違いな\nい。道は険しいぞ。\n
A2Q6AfterInitGreiz	106\nIf you're going into the deep desert, why \nnot hire a few of my men to watch your \nback?\n	106\n砂漠の奥地に行く気なら、ウチの兵隊\nを連れてったらどうだい？\n
A2Q6SuccessfulJerhyn	47\nYou have done very well. Few could have \ncome this far, let alone discover the \nTrue Tomb of Tal Rasha. Unfortunately, \nI hear that Diablo and Baal have eluded \nyour grasp. This is most unfortunate...\n \nIf you wish to travel East, I have \nauthorized Meshif to give you passage \nby sea. I imagine he should be very \nanxious to leave by now.\n \nGood luck on your quest, and thank you \nagain for saving my beloved city. You \nwill always be welcome in Lut Gholein, \nmy friend.\n	40\nお見事だった。タル・ラシャの墓所を\n見つけただけでも、常人にはかなわぬ\n偉業だろう。ただ、ディアブロとバー\nルが姿を消した後というのは、つくづ\nく残念だな...\n \n今から東へ向かうなら、メシフの船を\n使うといい。かの者も出航を心待ちに\nしている事だろう。\n \n街を救ってくれて、本当にありがとう。\n幸運を祈る。いつでもまた、立ち寄っ\nてくれ。最大の歓迎を約束する。\n
A2Q6SuccessfulElzix	71\nI heard that Diablo has managed to \nbest you, at least for the time being. I \nhope you catch up with him soon, and \nsend him back to Hell for good!\n	71\nディアブロに出し抜かれたって？　ま\nあでも、あんたならすぐ追いつけるさ。\n野郎を地獄に送り返してやってくれよ！\n \n
A2Q6SuccessfulLysander	70\nI'm sorry things didn't turn out as you \nhad hoped. Go and remember us \nfondly. You know, you bothered me far \nless than most.\n	70\n計画通りにいかんで残念じゃったな。\n時々、この街も思い出してくれよ。あ\nんたほど怒鳴らんですむ客は滅多にお\nらん。\n
A2Q6SuccessfulAtma	64\nYou have proven to be the greatest of \nheroes, and I am honored to call you \nfriend. Thank you for bringing peace to \nour lives again.\n	64\nあなたみたいな勇者と知り合えたのは\n一生の誇りよ。街に平和を取り戻して\nくれて、ありがとうね。\n
A2Q6SuccessfulWarrivAct2	68\nNever fear, my friend. You did the best \nyou could.\n \nI suspect that Diablo and Baal are now \nheading east, towards Kurast. You'll \nfind them... I know you will.\n	68\n悔やむことはない。君は最善を尽くし\nた。\n \nディアブロとバールは東のクラストへ\n向かったようだが、君ならきっと追い\nつけるはずだ。\n
A2Q6SuccessfulFara	46\nThis is terrible news! Baal is in \npossession of one of mankind's most \npowerful mages, and the Lord of Terror \nguides his path. They must be stopped, \nfor I am sure they mean to free their \nelder brother Mephisto, the Lord of \nHatred, who lies imprisoned under the \ncorrupted city of Kurast.\n \nI fear you are walking into a great evil, \nbut your faith can save you. May you \nwalk in the light always.\n	40\n恐ろしい話ね。バールが史上最強の魔\n道師の体を奪って、ディアブロと合流\nしたなんて！　何とかして止めなけれ\nば。彼らはきっと、クラストの地下に\n封印された長兄、憎悪の王メフィスト\nを解放する気だわ。\n \n恐ろしい邪悪に立ち向かうあなたを、\n信仰と光輝がお守りくださいますよう\nに。\n
A2Q6SuccessfulGeglash	54\nYou're an inspiration! And such a hero \nthat it makes me look twice as bad...\n \nAhh, you're OK... Hey! Just save some \nglory for us little guys, huh?\n	54\nあんたぁスゲエな！　自分がちっぽけ\nに見えちまう...\n \nいや、気にすんな。俺ら小者にも、手\n柄を残しといてくれよな。\n
A2Q6SuccessfulDrognan	51\nThis is a serious setback... It is most \nunfortunate that Tal Rasha has been \nconsumed by Baal's destructive \ninfluence. There are many secrets \nknown to the Horadrim, which could be \nused by Baal against us.\n \nYou must travel east by sea to Kurast \nand stop Diablo and Baal before they \nfree their eldest brother, Mephisto.\n \nHahh... The lands of the eastern Empire \nare not the same as they used to be. \nThere has been little word for some \ntime.\n \nSpeed is of the essence. Go quickly, my \nfriend. May the fates smile on you.\n	51\n実のところ、事態は深刻と言わざるを\n得ないね。特にタル・ラシャがバール\nに屈服したのは大きな痛手だ。ホラド\nリムの膨大な知識が、全てバールの手\nに渡ったわけだからな。\n \n急いで海を渡ってクラストに行き、デ\nィアブロとバールがメフィストを解放\nする前に止めてくれ。\n \nただ、東方の帝国はもはや昔の面影を\nとどめていないかもしれない。詳しい\n状況はわからないが。\n \nとにかく急ぐことだ。運命が君にほほ\nえむことを祈るよ。\n
A2Q6SuccessfulMeshif	82\nJerhyn tells me I should take you east to \nKurast. I haven't been there for several \nyears, but rumor has it that things are \npretty grim.\n	82\n君を東の、クラストの街に連れていこ\nう。私も何年も帰っていないが、状況\nはかなり悪いらしいな。\n
A2Q6SuccessfulGreiz	51\nI've heard that your foe got away from \nyou this time. Well, look at it this way... \nyou've got the demons on the run. If \nyou're going to be leaving, then... Well, \nthanks for your help.\n	51\n敵を取り逃がしたって？　でもまあ、\n魔王も怖じ気づくほどの力があるんだ\nって思えばいいじゃねえか。もう行く\nのかい？　そうか、ありがとうな。\n
