Index	Name
Berserker's Revenge	(Tier 2 Melee Set - contains an axe)\nBerserker's Revenge
Hunter's Arsenal	(Tier 2 Archer Set - contains a bow)\nHunter's Arsenal
Warcaster's Wrath	(Tier 2 Caster Set - contains a sword)\nWarcaster's Wrath
Wirt's Assets	(Tier 3 Melee Set - contains a sword)\nWirt's Assets
Big Game Hunter	(Tier 3 Throwing Set - contains a throwing axe)\nBig Game Hunter
Tranquil Waters	(Tier 3 Caster Set - contains a staff)\nTranquil Waters
Divine Comedy	(Tier 4 Melee Set - contains a mace)\nDivine Comedy
Caoi Dulra	(Tier 4 Archer Set - contains a bow)\nCaoi Dulra
Archangel Dark Angel	(Tier 4 Caster Set - contains a staff)\nArchangel Dark Angel
Sankekur's Wrath	(Tier 5 Melee Set - contains a scepter)\nSankekur's Wrath
Zerae's Fury	(Tier 5 Throwing Set - contains a javelin)\nZerae's Fury
Rathma's Ascension	(Tier 5 Caster Set - contains a staff)\nRathma's Ascension
Leoric's Fall	(Tier 6 Melee Set - contains a sword and shield)\nLeoric's Fall
Celestia's Myth	(Tier 6 Archer Set - contains a bow)\nCelestia's Myth
Hadriel's Lore	(Tier 6 Caster Set - contains a staff)\nHadriel's Lore
Azmodan	Azmodan
Belial	Belial, Lord of Lies
Bilefroth the Pit Master	Bilefroth the Pit Master
Blackash the Burning	Blackash the Burning
Blackstorm	Blackstorm
Blightfire	Blightfire
Bloodmoon Soulfire	Bloodmoon Soulfire
Bloodskin Darkbow	Bloodskin Darkbow
Brokenstorm	Brokenstorm
Deadeye	Deadeye
Deathshade Fleshmaul	Deathshade Fleshmaul
Deathspit	Deathspit
Doomcloud	Doomcloud
Doomweaver	Doomweaver
Dreadjudge	Dreadjudge
El Chupacabras	El Chupacabras
Fatal Morgana	Fatal Morgana
Flamespike the Crawler	Flamespike the Crawler
Fleshdoom	Fleshdoom
Gharbad the Weak	Gharbad the Weak
Goldblight of the Flame	Goldblight of the Flame
Gorefeast	Gorefeast
Gorestone	Gorestone
Graywar the Slayer	Graywar the Slayer
Grimspike	Grimspike
Kermit	Kermit
Lachdanan	Lachdanan
Lionskull the Bent	Lionskull the Bent
Moonbender	Moonbender
Nightwing the Cold	Nightwing the Cold
Plaguewrath	Plaguewrath
Prince Albrecht	Prince Albrecht
Pukerat the Unclean	Pukerat the Unclean
PwndYooLol	Pwnzorz the Player Killer
Red Vex	Red Vex
Sir Gorash	Sir Gorash
Snotspill	Snotspill
The Vizier	The Vizier
Viletouch	Viletouch
Warlord of Blood	Warlord of Blood
Warpwing	Warpwing
Wrathraven	Wrathraven
Zhar the Mad	Zhar the Mad
Rusted	さびた
Bent	曲った
Used	使い古しの
Discarded	捨てられた
Broken	壊れた
wow	You can't see this sentence.
Shadow	Shadow
SkillnameGhostArrow	Ghost Arrow
SkillnameDeathMetal	Death Metal
SkillnameRicochet	Ricochet
SkillnameWraithArrow	Wraith Arrow
SkillnameDeathCore	Deathcore
SkillnameCatharsis	Catharsis
SkillnameBarrage	Barrage
SkillnameLegion	Legion
SkillnameGuidedChain	Guided Chain
SkillnameScatterShot	Scattershot
SkillnameBlindside	Blindside
SkillnameCascade	Cascade
SkillnameSporeShot	Spore Shot
SkillnamePhalanx	Phalanx
SkillnameNovaShot	Nova Shot
SkillnameDeathCoil	Death Coil
SkillnameBloodstar	Bloodstar
SkillnameBloodlust	Bloodlust
SkillnameBloodstorm	Bloodstorm
SkillnameMMiss	Magic Missiles
SkillnameRetaliate	Retaliate
SkillnameHolyInsanity	Holy Insanity
SkillnameRetribute	Retribute
SkillnameLionheart	Lionheart
SkillnameRadiance	Radiance
SkillnameManaCoil	Mana Coil
SkillnamePaganHeart	Pagan Heart
SkillnameHex	Hex
SkillnameManaSweep	Mana Sweep
SkillnameStormtouch	Stormtouch
SkillnameBearClaw	Bear Claw
SkillnameStormCrows	Storm Crows
SkillnameEagleFlight	Rebound
SkillnameMaelstrom	Maelstrom
SkillnameHawkTalons	Hawk Talons
SkillnameRuneOfFire	Rune of Fire
SkillnameRuneOfIce	Rune of Ice
SkillnameNovaBomb	Nova Bomb
SkillnameImmoBomb	Immolation Bomb
SkillnameRuneOfMana	Rune of Mana
SkillnameSShd	Summon Shadows
SkillnameBloodyMary	Bloody Mary
SkillnameDarkPower	Dark Power
SkillnameNightmare	Nightmare
SkillnameVampiricIcon	Vampiric Icon
SkillnameTimeStrike	Time Strike
SkillnameCrucify	Crucify
SkillnameOverpower	Overpower
SkillnameLastStand	Last Stand
SkillnameConquest	Conquest
SkillnameApocalypse	Apocalypse
SkillnameInnerFire	Inner Fire
SkillnameCataclysm	Cataclysm
SkillnameMeteors	Meteor Shower
SkillnameFireStar	Fire Star
SkillnameTitanStrike	Titan Strike
SkillnameClaw	Claw Tornado
SkillnameMOTW	Mark of the Wild
SkillnameRocks	Shower of Rocks
SkillnameBattlerage	Battlerage
SkillnameArcaneStrike	Arcane Strike
SkillnameBlackSleep	Black Sleep
SkillnameShadowStrike	Shadow Strike
SkillnameBloodStrike	Blood Strike
SkillnameShadowform	Shadowform
SkillnameGuardTower	Guard Tower
SkillnameVanquish	Vanquish
SkillnameFortress	Fortress
SkillnameHolyArmor	Holy Armor
SkillnameMountainKing	Mountain King
SkillnameElemental	Elemental
SkillnameFireCascade	Fire Cascade
SkillnamePaganRites	Pagan Rites
SkillnameFireFountain	Fire Fountain
SkillnameBlastWave	Blast Wave
SkillnamePFlash	Poison Flash
SkillnameRejuv	Rejuvenate
SkillnamePlagueAvatar	Plague Avatar
SkillnameGammaField	Corruption Field
SkillnameSummonAcid	Summon Acid Fiends
SkillnameSearing	Searing Orb
SkillnameRing	Ring of Light
SkillnameDivTrap	Holy Trap
SkillnameWrath	Wrath
SkillnameVindicate	Vindicate
SkillnameFrozenSoul	Frozen Soul
SkillnameColdBlood	Cold Blood
SkillnameDoomS	Doom Serpents
SkillnameGlacNova	Glacial Nova
SkillnameFrozenCrown	Frozen Crown
SkillnameBFlash	Blood Flash
SkillnamePunish	Punisher
SkillnameMindflay	Mind Flay
SkillnameSlayer	Slayer
SkillnameDarkKing	Dark King
SkillnameHunting	Hunting Banshee
SkillnamePanda	Pandemonium
SkillnameAvatar	Avatar
SkillnameShadowAvatar	Winter Avatar
SkillnameRavenHeart	Raven Heart
SkillnameFlash	Flash
SkillnameLightCascade	Lightning Cascade
SkillnameLightWall	Lightning Wall
SkillnameVortex	Vortex
SkillnameSupernova	Supernova
SkillnameBanish	Banish
SkillnameDemSpeed	Demonic Speed
SkillnamePossess	Possess
SkillnameRavenFlight	Raven Flight
SkillnameShackles	Shackles of Ice
SkillnameTyphoonS	Typhoon Sentry
SkillnameUnholyArmor	Unholy Armor
SkillnameArrow	Arrow
SkillnameCelerity	Celerity
SkillnameDeathOfAGod	Death of a God
SkillnameEnergyBeam	Energy Beam
SkillnameFlurry	Flurry of Javelins
SkillnameFrogPrince	Frog Prince
SkillnameGiftOfShadows	Gift of Shadows
SkillnameGiftOfTW	Gift of the Wild
SkillnameImmolation	Immolation
SkillnamePainSpirit	Pain Spirit
SkillnameRustStorm	Rust Storm
SkillnameSpikeNova	Spike Nova
SkillnameStaticTrap	Static Trap
SkillnameThunderH	Thunder Hammer
SkillnameThunderW	Thunder Wave
SkillnameAlchemist	Profession: Alchemist
SkillnameEnchanter	Profession: Enchanter
SkillnameExplorer	Profession: Explorer
SkillnamePriest	Profession: Priest
SkillnameRunemaster	Profession: Runemaster
SkillnameWarlord	Profession: Warlord
SkillanHunting	H. Banshee
SkillanLightCascade	L. Cascade
SkillanShackles	Icy Shackles
SkillanSShd	S. Shadows
SkillanMOTW	Wild's Mark
SkillanRocks	Rock Shower
SkillanDeathOfAGod	God's Death
SkillanFlurry	Javelin Flurry
SkillanGiftOfShadows	Shadow Gift
SkillanGiftOfTW	Wild's Gift
SkillsdGhostArrow	\red;requires a bow or crossbow\white;\nshoots an arrow that pierces enemies and level walls
SkillsdDeathMetal	\red;requires a bow or crossbow\white;\nexplodes a corpse in a flurry of sharp steel spikes
SkillsdRicochet	\red;requires a bow or crossbow\white;\narrow that does not hit directly, but shatters on walls
SkillsdWraithArrow	\red;requires a bow or crossbow\white;\narrow that releases multiple homing spirits on striking
SkillsdDeathCore	\red;requires a bow or crossbow\white;\nturns a corpse into a trap that blasts enemies with spikes
SkillsdCatharsis	\red;requires a bow or crossbow\white;\nbow attack that protects you with a damage reducing shield
SkillsdBarrage	\red;requires a bow or crossbow\white;\nfires a storm of arrows in all directions around you
SkillsdLegion	\red;requires a bow or crossbow\white;\nsummons a legion of deadly archers to attack enemies
SkillsdGuidedChain	\red;requires a bow or crossbow\white;\npiercing arrow that chases down random enemies
SkillsdScatterShot	\red;requires a bow or crossbow\white;\narrow that shatters on striking, damaging nearby enemies
SkillsdBlindside	\red;requires a bow or crossbow\white;\narrow that hits and stuns a random nearby enemy
SkillsdCascade	\red;requires a bow or crossbow\white;\nshoots arrows at all nearby targets within a radius
SkillsdSporeShot	\red;requires a bow or crossbow\white;\narrow that splits in two multiple times on striking
SkillsdPhalanx	\red;requires a bow or crossbow\white;\nhidden archers shoot arrows that fly across the screen
SkillsdNovaShot	\red;requires a bow or crossbow\white;\nshoots a ring of arrows around you, striking nearby enemies
SkillsdDeathCoil	\white;dark bolt that steals life and deals damage based on life lost
SkillsdBloodstar	\white;fires a deadly but slow moving missile of burning blood
SkillsdBloodlust	\white;summon the power of the war god to increase all damage
SkillsdBloodstorm	\white;skull trap that fires deadly blood stars at multiple enemies
SkillsdMMiss	\white;fires a wave of multiple, randomly homing magic bolts
SkillsdRetaliate	\red;requires a melee weapon\white;\nafter being struck, this attack damages nearby enemies
SkillsdHolyInsanity	\white;curse - the opportunity to use retaliatory skills lasts longer
SkillsdRetribute	\red;requires a melee weapon\white;\nafter being struck, this attack lowers the resistances of all nearby enemies
SkillsdLionheart	\yellow;(cast again to turn off)\white;\nincreases your damage and defense, but slows you down
SkillsdRadiance	\white;passive - blinds melee attackers, reducing their awareness range
SkillsdManaCoil	\white;magic bolt that steals mana and deals damage based on mana lost
SkillsdPaganHeart	\white;cast on self or an ally, adds an energy bonus to mana potions
SkillsdHex	\white;curse - hits by a cursed enemy increase your spellpower
SkillsdManaSweep	\white;steals mana and damages nearby enemies based on mana lost
SkillsdStormtouch	\white;shock nearby enemies with a hypnotic pattern of electricity
SkillsdBearClaw	\red;requires a throwing axe\white;\npowerful throwing axe attack that stuns and knocks back
SkillsdStormCrows	\red;requires a throwing knife\white;\nthrow multiple, randomly homing throwing knives
SkillsdEagleFlight	\red;requires a throwing axe\white;\nthrowing axe that shatters on walls, sending out homing shards
SkillsdMaelstrom	\red;requires a throwing knife\white;\nthrowing knife that emits multiple spike novas while moving
SkillsdHawkTalons	\red;requires a throwing axe\white;\nstationary mine that sends out a flurry of axes when struck
SkillsdRuneOfFire	\white;places a highly explosive landmine of fire at your feet
SkillsdRuneOfIce	\white;places a landmine that freezes enemies at your feet
SkillsdNovaBomb	\white;places a powerful electric time bomb at your feet
SkillsdImmoBomb	\white;places a powerful explosive time bomb at your feet
SkillsdRuneOfMana	\white;mine that steals mana and does damage based on mana lost
SkillsdSShd	\white;summon multiple shadow minions with an aura of blood
SkillsdBloodyMary	\white;cast on self or an ally, adds a vitality bonus to healing potions
SkillsdDarkPower	\white;summon dark forces, boosting the party's physical attacks
SkillsdNightmare	\white;curse - slows enemies and reduces their chance to hit you
SkillsdVampiricIcon	\white;creates a female gender icon in unholy vampiric flames
SkillsdTimeStrike	\red;requires a melee weapon\white;\nmelee attack followed by a second delayed attack
SkillsdCrucify	\red;requires a melee weapon\white;\nmelee attack that shoots out homing spikes on striking
SkillsdOverpower	\red;requires a melee weapon\white;\nmelee attack followed by multiple delayed melee attacks
SkillsdLastStand	\red;requires a melee weapon\white;\ndesperate area effect stunning attack
SkillsdConquest	\red;requires a melee weapon\white;\nmelee attack that turns you invulnerable for a short time
SkillsdApocalypse	\white;causes nearby enemies to explode, dealing fire damage
SkillsdInnerFire	\white;heal yourself or a target party member with the power of fire
SkillsdCataclysm	\white;casts a ring of deadly fireballs in all directions around you
SkillsdMeteors	\white;bombard the target area with a continous rain of meteors
SkillsdFireStar	\white;creates an expanding pentagram of fire around you
SkillsdTitanStrike	\red;requires a melee weapon\white;\nmelee attack that briefly turns you into mighty stone
SkillsdClaw	\red;requires a melee weapon\white;\nmelee attack that unleashes multiple ferocious twisters
SkillsdMOTW	\white;invoke the power of the wild to strengthen self or target ally
SkillsdRocks	\red;requires a melee weapon\white;\nmelee attack that rains down rocks, damaging and weakening enemies
SkillsdBattlerage	\red;requires a melee weapon\white;\nattack that greatly increases damage on subsequent attacks
SkillsdArcaneStrike	\red;requires a melee weapon\n\blue;only allows the use of melee and summoning skills\n\white;melee attack that boosts spell damage for a short time
SkillsdBlackSleep	\red;requires a melee weapon\n\tan;(works only after using Arcane Strike)\n\white;melee attack that converts the target to fight other evils
SkillsdShadowStrike	\red;requires a melee weapon\n\tan;can only be used after Arcane Strike\n\white;melee attack that unleashes hunting spirits
SkillsdBloodStrike	\red;requires a melee weapon\n\tan;can only be used after Arcane Strike\n\white;attack that unleashes a torrent of bloody thorns
SkillsdShadowform	\white;voodoo spirits protect you from harm, reducing all damage
SkillsdGuardTower	\white;summons a stationary tower that shoots your enemies
SkillsdVanquish	\white;temporarily grants a huge damage boost to self or target ally
SkillsdFortress	\white;summons a ring of deadly arrow towers around you
SkillsdHolyArmor	\white;protects you or target ally with a glowing shield of invulnerability
SkillsdMountainKing	\white;passive - increases strength, dexterity, energy and vitality
SkillsdElemental	\white;summons a running fire elemental that chases down enemies
SkillsdFireCascade	\white;shoots fireballs at all nearby enemies within a radius
SkillsdPaganRites	\white;consumes corpses in flames, healing you with each sacrifice
SkillsdFireFountain	\white;scatters many volatile fire spikes around the caster
SkillsdBlastWave	\white;multiple gigantic stunning novas that knock enemies back
SkillsdPFlash	\white;short ranged radius blast that poisons nearby enemies
SkillsdRejuv	\white;slowly regenerates the lost life of self or a target ally
SkillsdPlagueAvatar	\white;floating avatar that casts clouds of poison around it
SkillsdGammaField	\white;withering blight field that poisons foes over time
SkillsdSummonAcid	\white;summons ferocious acid creatures with a poison attack
SkillsdSearing	\white;blast the target area with an explosive orb of holy fire
SkillsdRing	\white;creates a stationary ring of holy fire to burn nearby enemies
SkillsdDivTrap	\white;holy landmine that unleashes fiery waves when triggered
SkillsdWrath	\white;cleanses the area with a nova of deadly holy fireballs
SkillsdVindicate	\white;curse - killing a cursed enemy heals the party and boosts damage
SkillsdFrozenSoul	\white;shoots an ice orb at a random foe, dealing heavy damage
SkillsdColdBlood	\white;explodes a corpse, freezing all nearby enemies in ice blocks
SkillsdDoomS	\white;fires whirling loops of ice and frost to strike multiple targets
SkillsdGlacNova	\white;gigantic nova that freezes and damages nearby enemies
SkillsdFrozenCrown	\white;ice missile that shatters on impact, damaging nearby enemies
SkillsdBFlash	\white;short ranged radius blast that steals life from nearby enemies
SkillsdPunish	\white;casts a slow moving bolt of doom that kills or cripples a target
SkillsdMindflay	\white;chaotic beam of unholy lightning that melts the victim's face
SkillsdSlayer	\white;summons a stationary phantom that blasts nearby enemies
SkillsdDarkKing	\white;passive - bonus to strength, dexterity, energy and vitality
SkillsdHunting	\white;casts an ice spirit that tracks down random enemies
SkillsdPanda	\white;unleash homing waves of frost upon your enemies
SkillsdAvatar	\white;floating avatar that casts freezing waves around it
SkillsdShadowAvatar	\white;floating avatar that blasts the area with frost novas
SkillsdRavenHeart	\white;increases cold damage but slowly drains your life away
SkillsdFlash	\white;short ranged radius blast that shocks nearby enemies
SkillsdLightCascade	\white;fires bolts of searing lightning at all nearby enemies
SkillsdLightWall	\white;creates a wall of static energy that explodes on trespassers
SkillsdVortex	\white;creates a rotating whirlpool of electricity at the target spot
SkillsdSupernova	\white;blasts out a gigantic nova of powerful lightning
SkillsdBanish	\white;curse - reduces target's maximum life by a percentage
SkillsdDemSpeed	\yellow;(cast again to turn off)\white;\nboosts movement speed but renders you vulnerable
SkillsdPossess	\white;curse - converts one or more targets to fight other evils
SkillsdRavenFlight	\white;unleash a flock of demonic ravens upon your enemies
SkillsdShackles	\white;traps an enemy in a large ice block, freezing it sold
SkillsdTyphoonS	\white;sentry that blows away nearby enemies with wind blasts
SkillsdUnholyArmor	\white;turns you or a target ally invulnerable for a short time
SkillsdSecret	\white;secret skill!
SkillsdAlchemist	passive - unlocks cube recipes to create powerful alchemical elixirs
SkillsdEnchanter	passive - unlocks cube recipes to enchant items with additional stats
SkillsdExplorer	passive - unlocks cube recipes to regenerate magic and rare items
SkillsdPriest	passive - unlocks cube recipes to craft powerful magical jewels
SkillsdRunemaster	passive - unlocks cube recipes to upgrade runes to higher runes
SkillsdWarlord	passive - unlocks cube recipes to upgrade items to higher tier items
DescOverlapWarning	(You can only learn one profession; choose wisely!)
SkillnameIAttributes	Increased Attributes
SkillnameIGold	Increased Gold
SkillnameIResist	Increased Resistances
SkillnameIDamage	Increased Damage
SkillnameISpells	Increased Skill Damage
SkillnameIDefense	Increased Defense
SkillnameLoanShark	Loan Shark
SkillsdIAttributes	passive - increases all attributes
SkillsdIGold	passive - increases gold dropped
SkillsdIResist	passive - increases all resistances
SkillsdIDamage	passive - increases physical damage
SkillsdISpells	passive - increases all spell damage
SkillsdIDefense	passive - increases overall defense
SkillsdLoanshark	gives out free skill points... at a price
DescTotalLW	(Lightning Damage per Second: 
DescTotalLC	(Total Lightning Damage per Bolt: 
DescTotalLC2	)
DescShark2	\yellow;this skill is not affected by skill level bonus items\grey;
AcidDevil	Acid Fiend
DescPsnDmgBonus	Poison Damage Bonus: 
DescTotalPF	Poison Flash Damage: 
DescAcidNr	Acid Fiends: 
DescFlashPsn	Casts Level 5 Poison Flash
DescDevilsSyn	additional Acid Fiends per Level
DescDevilsPFSyn	Bonus to Poison Flash Damage per Level
DescAcidAura	Acid Trance Aura Increases Poison Damage: 
Aether	Aether
Affluence	Affluence
Altitude	Altitude
Ambush	Ambush
Armageddon	Armageddon
Arreat	Arreat
Assault	Assault
Bell	Bell
Berserk	Berserk
Bridge	Bridge
Brutality	Brutality
Butcher	Butcher
Corruption	Corruption
Cowardice	Cowardice
Craze	Craze
FallFromGrace	Fall from Grace
Fright	Fright
Gauntlet	Gauntlet
Glory	Glory
Gore	Gore
Hoodoo	Hoodoo
Hourglass	Hourglass
Hunger	Hunger
Leadership	Leadership
Light	Light
Majority	Majority
Nomad	Nomad
Osiris	Osiris
Pantheon	Pantheon
Pearl	Pearl
Plow	Plow
Priestess	Priestess
Ra	Ra
Raven	Raven
Sail	Sail
Saint	Saint
Sphere	Sphere
Steam	Steam
GuideStar	Guide Star
Temple	Temple
Thelema	Thelema
Thunder	Thunder
Trance	Trance
Tremor	Tremor
Trench	Trench
Truth	Truth
Warp	Warp
Witch	Witch
Kodo	Kodo
Sky	Sky
Shark	Shark
Drama	Drama
Atom	Atom
Sagarmatha	Sagarmatha
Oxygen	Oxygen
Evil	Evil
Blood	Blood
Enyo	Enyo
Chasm	Chasm
Growth	Growth
Crash	Crash
Snowflake	Snowflake
Joy	Joy
SkillnamePurge	Purge
SkillsdPurge	enables you to ignore enemy immunities
Toesie Warmer	Toesie Warmer
Mark of Blood	Vizjun's Mark (1)
ModitemRejuvSyn	Damage Reduction to Pact of Blood
Carmen Alvare	Carmen Alvare
DescLvlsPerTarget	+1 additional Target per 5 Levels
ContestReward	(Ad Majorem Fishi Gloriam)\nSecret Runeword!
Hornet Sting	Hornet Sting
Coldkill Iceguard	Coldkill Iceguard
Blightstone the Weak	Blightstone the Weak
Tremain the Fallen	Tremain the Fallen
Glass Skull the Jagged	Glass Skull the Jagged
Blacktongue	Blacktongue
Soulslasher the Hollow	Soulslasher the Hollow
Wrathfire the Doomed	Wrathfire the Doomed
Howlingire the Shade	Howlingire the Shade
Stormbane	Stormbane
Flower Prowler	Flower Prowler
Spirit of Hatred	Spirit of Hatred
Spirit of Terror	Spirit of Terror
Warmaggot the Mad	Warmaggot the Mad
Spirit of Anguish	Spirit of Anguish
Spirit of Pain	Spirit of Pain
Sinwar of the Storm	Sinwar of the Storm
DescPaganSlvl	+1 to All Skills per 2 Levels
DescPaganEx1	(When you use a
DescPaganEx2	mana potion)
DescAdds	Adds 
DescToSkillsLvl	 to All Skills
DescSuckSome	Drains 100 percent Life in 
mon_steak3	Hides and Moooves Silently
mon_steak4	Texas Giant Special
mon_steak5	Summons More Cowbell
Hellrift Tower	Hellrift Tower
mon_hellrift	Summons Monsters!!
Shield Generator	Shield Generator
mon_unha	Casts Unholy Armor
gig	Cube Reagent\n\orange;The Human Spirit
Doomlock	Doomlock
CowEnforcer	Cow Enforcer
CowHonchoWithEnforcer	Cow Honcho
CowNinja	Cow Ninja
CowWardrummerWithEnforcer	Cow Wardrummer
CowSummoner	Cow Summoner
InfernalMachine	Infernal Machine
Azmodan	Azmodan
InariusGhost	Inarius' Mirror Image
Inarius	Inarius
SkillnameAcidMini	S. Acid Fiends
Pharaoh	Pharaoh
Babylon	Babylon
Dajjal	Dajjal
Asp	Asp
Outlaw	Outlaw
Emperor	Emperor
Nightmare	Nightmare
ModitemPaganB	to All Skills when using a Mana Potion
Conquest	Conquest
ModitemJBH	Use Lemures/Blood Thorns at Any Time
Gravity	Gravity
Truce	Truce
DyausPita	Dyaus Pita
Pinto	Pinto
Charm	Charm
Cathedral	Cathedral
Liberty	Liberty
Chrysopelea	Chrysopelea
ModitemPASyn	Bonus to Poison Skill Duration
ModitemMissMiss	Extra Magic Missiles Bolts
Hangman2	Hangman (2)
Hangman3	Hangman (3)
Hangman4	Hangman (4)
Hangman5	Hangman (5)
Hangman6	Hangman (6)
The Dreamcatcher2	The Dreamcatcher (2)
The Dreamcatcher3	The Dreamcatcher (3)
The Dreamcatcher4	The Dreamcatcher (4)
The Dreamcatcher5	The Dreamcatcher (5)
The Dreamcatcher6	The Dreamcatcher (6)
Witchmoon2	Witchmoon (2)
Witchmoon3	Witchmoon (3)
Witchmoon4	Witchmoon (4)
Witchmoon5	Witchmoon (5)
Witchmoon6	Witchmoon (6)
Ripstar2	Ripstar (2)
Ripstar3	Ripstar (3)
Ripstar4	Ripstar (4)
Ripstar5	Ripstar (5)
Ripstar6	Ripstar (6)
Ring of Disengagement2	Ring of Disengagement (2)
Ring of Disengagement3	Ring of Disengagement (3)
Ring of Disengagement4	Ring of Disengagement (4)
Ring of Disengagement5	Ring of Disengagement (5)
Ring of Disengagement6	Ring of Disengagement (6)
Mark of Blood2	Vizjun's Mark (2)
Mark of Blood3	Vizjun's Mark (3)
Mark of Blood4	Vizjun's Mark (4)
Mark of Blood5	Vizjun's Mark (5)
Mark of Blood6	Vizjun's Mark (6)
vic	Cube Reagent\n\orange;Victim's Heart
mec	Cube Reagent\n\orange;Meditation Candle
s0m	Book of Summoning
a55	Optical Detector
a56	Azmodan's Heart
a57	Visions of Akarat
a58	Scroll of Kings
a59	Laser Focus Crystal
a60	The Butcher's Tooth
ScrollOfSummons	Book of Summoning
OpticalDetector	Optical Detector
AzmodansHeart	Azmodan's Heart
BookOfAkarat	Visions of Akarat
ScrollOfKings	Scroll of Kings
LaserFocusCrystal	Laser Focus Crystal
ButchersTooth	The Butcher's Tooth
Akarat	\gold;Akarat
FollowerOfAkarat	Follower of Akarat
TalRasha	\gold;Tal Rasha
HoradricMage	Horadric Mage
HoradricGuardian	Horadric Guardian
mon_killdesc	Kill to Temporarily Weaken Akarat
mon_antivuln	Aura Renders Tal Rasha Invulnerable!
CowShadowlord	Cow Shadowlord
SkillnameAreaRejuv	Gift of Rejuvenation
SkillnameDarkSummon	Dark Summoning
SkillsdDarkSummon	\blue;have some quite surprising results...\nusing this skill in certain places may\n\n\white;summon a random monster from the current area
SkillanDarkSummon	Dark Summ.
SkillnameArcWave	Arcane Wave
SkillsdArcWave	\white;casts a wave of magic energy
InariusPriest	Priest of Inarius
mon_inamorph	Aura Removes Inarius' Immunities! Respawns when Killed
SkillnameDemonBlood	Demon Blood
SkillnameInaMorph	Inarius Morph
TheButcher	\gold;The Butcher
mon_meat	RUN!
SkillnameBling	Gold Creation
SkillnameExpAura	Experience Creation
DescSplits	Splits into 
DescArrowSpl	 bolts on the last split
DescExp	Experience
DescAllKings	To all Attributes: 
DescKingOne	Adds 
DescKingTwo	 percent Life Steal to attacks
a72	Healer's Light Key
a73	Summoner's Shadow Key
a74	Cleric's Order Key
a75	Shaman's Chaos Key
SkillnameAreaCel	Gift of Celerity
SkillnameAreaFire	Gift of Inner Fire
SkillnameAreaV	Gift of Vanquishing
SkillanAreaFire	Gift of I.F.
SkillanAreaRejuv	Gift of Rejuv.
Liberation	Liberation
Ascension	Ascension
Cherub	Cherub
Satellite	Satellite
Citadel	Citadel
SkillnameSpellbomb	Spellbomb
SkillsdSpellbomb	\white;kills enemies dead
Koth	\gold;King Koth
Shaman	Bear Shaman
mon_antivuln2	Aura Renders Koth Invulnerable!
a61	Sacred Worldstone Key
SacredWorldstoneKey	Sacred Worldstone Key
mon_auratitan	Stun Attack Aura Enchanted
Death Projector	Death Projector
DeathOperator	Death's Mechanic
mon_donotkill	Aura Removes Death Projector's Immunities!
PsnPctSyn	to Poison Damage per Level
DescLtngSD	Lightning Damage: 
DescColdSD	Cold Damage: 
DescFireSD	Fire Damage: 
DescPsnSD	Poison Damage: 
DescMagSD	Magic Damage: 
DescWhenNotStruck	Activate after avoiding Hits for 2 seconds
DescBombs	 bombs
DescShurikens	 throwing stars
DescTimerDrop	Skill Timer Reduced by 
DescTrackAvoid	Chance to Dodge Attacks: 
DescSlowThs	Slows Attacker by 
DescDefenzor	 defense
DescStunDur	Stun Length: 
DescSplatters	Blood Splatters: 
DescToAtPct	 percent (to Battle Meditation hits only)
DescOnlyPctPh	Damage per Level
DescLightningBolts	 lightning bolts
DescAntiLtng	Lightning Damage Penalty to Conduction: 
DescAntiFire	Fire Damage Penalty to Convection: 
DescLvlsPerLB	+1 Lightning Bolt per 2 Levels
DescMissVel	Throwing Skill Missile Velocity: 
DescHitRec	Hit Recovery and Block Rate: 
DescAttackTakes	Attacker Takes 
DescLtngDmg	 lightning damage
DescTotemShoots	Totem Shoots 
DescYouCanHave	Maximum Number of Totems: 
DescSlowsT	Party Members: Attacks Slow Target by 
DescHPT	Party Members: Maximum Life 
DescDefenseT	Party Members: Defense: 
DescElemT	Party Members: Elemental Damages: 
DescDmgT	Party Members: Damage: 
DescMaxTotems	 to maximum totems
DescTotemsPerLevel	extra Totem per 2 Levels
DescRunDist	Monster Flees for 
DescFleeDur	Monster Flee Duration: 
DescPctOfMana	 percent of mana lost
DescManaHealK	 mana after each kill
DescGoldFinder	Gold from Monsters: 
DescToBlock	To Shield Block Rate: 
DescBlockSyn	+5% to Shield Block per level
DescDmgRedBy	Damage Reduced by 
DescLifeHealK	 life after each kill
DescLifeLeech	Life Steal: 
DescMaxPetSyn	Aura Bonus to Maximum Summoned Minions per level
DescOverlordsNr	Overlords: 
DescAuraAdds	Dark Legion Aura Adds 
DescPets	 maximum minions
DescRampagorNr	Rampagors: 
DescRampSyn	additional Rampagor per 4 levels
DescDarklingsNr	Darklings: 
DescDarkSyn	+1 additional Darklings per 2 Levels
DescLamiaNr	Ghosts: 
DescLamiaSyn	+1 additional Ghost per 2 Levels
DescOmgZR	 darklings ^_^ OMG DARKLING RUSH KEKE!1! @_@
Darkling	Darkling
Rampagor	Rampagor
Lamia	Lamia
Overlord	Overlord
DescSlowGhoul	Lamia: Slows Target by 
DescAuraOL	Overlords: Aura Adds 
DescElemAuraSH	Shadows: Aura Increases Elemental Damages: 
DescBarbDark	Darklings: 
DescSlowsYoo	Slows Target by 
DescHealWhenST	 life when struck
DescHealRamp	Rampagors: 
DescRefSyn	damage reflected per level
