String Index	Text	Name
A1Q5SuccessfulCain	66\nよくやった。君は、勇気と強運の両方\nに恵まれておるな。\n	69\nWell done, my friend. Courage and \nopportunity together have created in \nyou a kind of alchemy.\n
A1Q3InitCharsi	55\n実は修道院から逃げるとき、魔法の鍛\n冶用ハンマー、ホラドリック・マリュ\nスを置いて来ちゃったの。持ってきて\nくれたら、あんたの武器か防具に魔力\nを吹き込んであげられるわ。\n	66\nWhen I fled the Monastery, I left behind \nthe Horadric Malus, my enchanted \nsmithing hammer. If you can retrieve it \nfor me, I'll use its magic to strengthen \nyour equipment.\n
A1Q3AfterInitCain	45\nそれは、罪悪戦争の時代にホラドリム\nの魔道師が鍛えて術を施したハンマー\nだな。ホラドリムの組織が解体された\nとき、東への道を守るこの教団に託さ\nれたものだ。\n	51\nThe Malus was forged and enchanted by \nthe ancient Horadric Mages during the \nSin Wars. When their union dissolved, \nthe Malus was entrusted to the \nSisterhood guarding the pass into the \nEast.\n
A1Q3AfterInitAkara	50\nホラドリック・マリュスは修道院にあ\nりますが、あの建物はいまや地獄の魔\n獣に埋め尽くされております。お気を\nつけて。\n	59\nThe retrieval of the Horadric Malus is \nnot without risk. Our Monastery is \nfilled with voracious hellspawn. You'd \nbest be careful, my friend.\n
A1Q3AfterInitKashya	60\nチャルシほどの鍛治屋が普通のハンマ\nーを使うなんてもったいないよ。ホラ\nドリック・マリュスがあれば、立派な\n武器や防具を作ってくれるはずさ。\n	61\nCharsi is wasting her time and talents \nusing an inferior hammer! Had she the \nHoradric Malus, she could make the \nsteel sing and craft you a suit of armor \nas impenetrable as the Great Eye.\n
A1Q3AfterInitCharsi	87\n修道院の構造は複雑で、あたし達でも\n迷うほどよ。気をつけて。\n	87\nThe Monastery can confuse even those \nwho know it well. Stay alert in there.\n
A1Q3AfterInitGheed	72\nチャルシは最近、そのハンマーの話し\nかしねえんだ。まったくサミシイよ。\n\n \nとっとと持ってきてくれ。\n	74\nCharsi talks of nothing anymore, but \nthis Horadric Malus. Between you and \nher my ears need a rest.\n \nJust find it and bring it back quickly.\n
A1Q3AfterInitGheedAlt	81\n魔法の肉棒なら、俺のを貸してやるの\nにな。\n	74\nI have offered my nomadic phallus, but \nto no avail.\n
A1Q3AfterInitWarriv	62\n射手に弓と矢、画工に紙とペンが欠か\nせないように、チャルシの仕事にホラ\nドリック・マリュスは欠かせない。\n	68\nJust as an archer needs bow and arrow, \nor a draughtsman pen and paper, so \nCharsi needs the Horadric Malus with \nwhich to ply her trade.\n
A1Q3EarlyReturnCain	52\nなかなか見つからんようだな。兵舎の\n方をよく探すのだ。教団の鍛冶場はそ\nこにあったそうだぞ。\n	57\nThe Malus has eluded you so far. Well, \nsearch thoroughly in the Barracks... \nThat is where the Rogues kept their \nforge.\n
A1Q3EarlyReturnAkara	98\nこのクエストを終えなければ、この先\nの敵と戦うのは難しくなります。\n	98\nIf you can't carry out this quest, how \nwill you face the greater evils ahead?\n
A1Q3EarlyReturnKashya	58\nアンダリエルと戦うには、腕と度胸だ\nけじゃだめだよ。魔法で強化された武\n器と防具がないと。\n	71\nTo do battle with Andariel requires \nmore than thick skin and a strong will. \nYou'll want armor and weaponry forged \nwith the hammer's enchantments.\n
A1Q3EarlyReturnCharsi	89\nあのハンマーはホントに凄いのよ。お\n願いだから頑張って。\n	89\nThe Malus is a Horadric artifact of \ngreat power. Please bring it back.\n
A1Q3EarlyReturnGheed	81\nまだ見つからねえって？\n	90\nI have heard that you bear us no Malus.\n
A1Q3EarlyReturnWarriv	120\n勇気を示すいい機会だろう。\n	120\nWhat better opportunity to show your \nmettle?\n
A1Q3SuccessfulCain	55\nマリュスの魔法の効果は正確には予測\nできんが、いい結果が出るのは間違い\nない。\n	59\nThe magical effects imbued by the \nMalus are impossible to predict, but \nare always to the good.\n
A1Q3SuccessfulAkara	47\nおさすがですね。しかしこれは、修道\n院を奪還するための一歩に過ぎないこ\nとをお忘れなく。\n	57\nWell done, my friend. But remember, the \nreturn of the Horadric Malus is but one \nstep in reclaiming the Monastery.\n
A1Q3SuccessfulKashya	57\nホラドリック・マリュスさえあれば、\n魔物どもに一矢報いてやれそうだよ！\n	74\nNow that the Horadric Malus is back in \nour possession, we shall use it to \ndeliver a great blow against the Evil \nwhich torments this land.\n
A1Q3SuccessfulCharsi	70\nありがとう、マリュスを取り返してく\nれたのね！　さっそくあんたのアイテ\nムをひとつ、強化してあげる！\n	72\nOh! Thanks so much for returning the \nHoradric Malus! I will now imbue one of \nyour items with magical powers.\n
A1Q3SuccessfulGheed	120\n見直したぜ、あんた。スゲエよ。\n	120\nI guess it's too late to take back some \nof the names I called you.\n
A1Q3SuccessfulWarriv	118\nハンマーも君も、無事に戻って何より\nだ。\n	118\nI am glad the hammer has returned and \nyou with it.\n
A1Q6InitCain	30\nローグのシスター達を汚染し修道院を\n奪ったのは、まず女魔神アンダリエル\nに間違いなさそうだが、そうなると先\n行きが不安だな。\n \nホラドリムの古文書によれば、アンダ\nリエルは他の魔神と結託して、ディア\nブロ、メフィスト、バールの三魔王を\n地獄より追放したという。地上に出た\n魔王どもは、ソウルストーンに封印さ\nれるまで恐ろしい災厄をもたらし続け\nたという。\n \nそのアンダリエルがここにいるなら、\n地獄の軍勢が再びディアブロたちの配\n下に入ったのかもしれん。もしそうな\nら大変な脅威だ。\n \n修道院が永久に魔神の砦となる前に、\nアンダリエルを討ち取らねばなるまい。\n \n	34\nIt is certain that we face the demon \nqueen, Andariel, who has corrupted the \nRogue Sisterhood and defiled their \nancestral Monastery. This does not \nbode well for us, my friend.\n \nAncient Horadric texts record that \nAndariel and the other Lesser Evils \nonce overthrew the three Prime Evils -- \nDiablo, Mephisto and Baal -- banishing \nthem from Hell to our world. Here, they \ncaused mankind untold anguish and \nsuffering before they were finally \nbound within the Soulstones.\n \nAndariel's presence here could mean \nthat the forces of Hell are once again \naligned behind Diablo and his Brothers. \nIf this is true, then I fear for us all.\n \nYou must kill her before the Monastery \nbecomes a permanent outpost of Hell \nand the way east lost forever.\n
A1Q6AfterInitCain	37\nディアブロは何か恐ろしい目的のため\n東に向かった。アンダリエルに修道院\nを守らせているのは、追っ手をくい止\nめるためだろう。\n \nアンダリエルは魔王ディアブロの歓心\nを買い、高い階級を授かろうという魂\n胆だろうな。\n	45\nDiablo is heading east for some foul \npurpose. And the only passage east is \nthrough the Monastery gate. \nObviously, Diablo summoned Andariel \nto block any pursuit.\n \nFor her part Andariel hopes to win \nDiablo's favor... the lesser demons are \nalways vying for positions of power \nwithin the unholy hierarchy!\n
A1Q6AfterInitAkara	55\nアンダリエルは、我々が大切に守って\nきたものを無惨に滅ぼしました。\n \n今度はあなたが、あの女魔神を滅ぼし\nてください！\n	63\nAndariel has desecrated all we hold \ndear. She must not be permitted to \nserve Diablo.\n \nDestroy her! Her corruption of our \nOrder must be undone!\n
A1Q6AfterInitCharsi	131\nアンダリエルを地獄に送り返してね！\n	132\nSend Andariel back to the Hell she came \nfrom!\n
A1Q6AfterInitGheed	68\nアンダリエルと戦う？\n \n俺ぁ、今から荷車の車輪を修理するよ。\n用があったら車の下に声をかけてくれ。\n\n	71\nYou're going after Andariel?\n \n... One of my wagon wheels is in need of \nrepair. I'll be under the wagon, if I'm \nneeded.\n
A1Q6AfterInitWarriv	60\n地図の上では、２点を結ぶ最短距離は\n直線だが...\n \n東に向かう道は、どう曲げようともあ\nの修道院を避けられない。\n	72\nThe mapmakers tell us the shortest \ndistance between two points is a \nstraight line.\n \nOur way east is a line that runs through \nAndariel's stronghold, the Monastery.\n
A1Q6AfterInitKashya	69\n千回でも殺したい相手なのに、一度し\nか倒せないのは残念だわ。\n	81\nI can imagine a thousand different ways \nto kill Andariel. You need only choose \none.\n
A1Q6EarlyReturnCain	38\nアンダリエルが、東に向かったディア\nブロの背後を守っているのは明らかだ。\n彼女を倒して魔王を追わねばならん。\n \n \n古文書によれば、アンダリエルは焦熱\n地獄に生まれたため炎を好まぬという。\n \n	48\nIt is clear that Andariel is acting on \nbehalf of Diablo to prevent anyone \nfrom following him eastward. Her \ndefeat would allow you to continue the \npursuit.\n \nAncient lore has it that while Andariel \nwas spawned in the Burning Hells, she \nis not fond of fire.\n
A1Q6EarlyReturnAkara	50\n努力には感謝しますが、これでは敵の\n怒りに油を注いだだけです。我々が全\n滅するまで、攻撃は続くでしょう。\n \nどうか、一刻も早くアンダリエルをお\n討ちください。\n	57\nYou have done much to help us, but I \nsense that this has only fueled \nAndariel's fury. She will not stop until \nwe are all dead.\n \nYou must kill Andariel before her army \ncan gain the upper hand.\n
A1Q6EarlyReturnGheed	55\n女魔神って、ずいぶんなベッピンなん\nだって？　「苦痛の乙女達」が言って\nたぜ。\n	72\nHave you stumbled upon that Demon \nQueen, yet? I hear she's quite the \nbeauty... as far as Maidens of Anguish \ngo, that is.\n
A1Q6EarlyReturnCharsi	108\nいよいよ、勇者の力を見せる時ね。\n	108\nIf you are the hero that you seem to be, \nnow is the time to prove it.\n
A1Q6EarlyReturnWarriv	80\n門が開いた後、東に行けるのは我々の\nキャラバンだけだということをお忘れ\nなく。\n	90\nMay I remind you that my caravan can \nonly go east, if the Monastery is \ncleansed?\n
A1Q6EarlyReturn2Kashya	126\nケインが、敵について大事な話がある\nって。\n	126\nDeckard Cain has important information \nabout Andariel.\n
A1Q6SuccessfulAkara	59\nこれ以上の喜びはありません！\n \nあなたへの恩義ははかり知れません。\n残る課題は教団の再建だけです。\n \n心からお礼を申し上げます。\n	64\nFinally, we may rejoice!\n \nWe owe you a debt we can never repay. \nI only hope that in time we will be able \nto rebuild our Order.\n \nAll our thanks go with you, my friend.\n
A1Q6SuccessfulCharsi	86\nもう、東へ行っちゃうんだ...。よかっ\nたね。いるものがあったら、またいつ\nでも来てね。\n	86\nYou'll probably go east now... It was \ngood to know you. I hope you'll come \nback if you ever need anything.\n
A1Q6SuccessfulKashya	40\nアンダリエルが死んで、みんな生き返\nったみたいだよ。仲間を失った哀しみ\nは消えないけど、残った者は前に進め\nるもの。\n \nあんたを誤解してた。あんたは本物の\n勇者だわ。その勇気は、教団がこの先\nずっと語り継いでいくからね。\n \nさよなら、気をつけて。\n	44\nAndariel's death brings about renewed \nlife for us all. We mourn the loss of our \ndear Sisters, but at least now we can \nget on with our lives.\n \nI... may have misjudged you, outlander. \nYou are a true hero and testament to \nthe noble spirit which has inspired our \nOrder for generations.\n \nFare well... my friend.\n
A1Q6SuccessfulGheed	100\nさあ、大宴会だ！\n	100\nI'm going to party like it's 999!\n
A1Q6SuccessfulWarriv	82\n出発の準備はできた。いつでもラット・\nゴーレインに向かえる。\n	82\nThe caravan is prepared. We may now \njourney eastward to Lut Gholein.\n
A1Q6SuccessfulCain	30\nこれは偉大な勝利だが、まだ道のりは\n険しいぞ。わしも一緒に行って力を貸\nそう。忘れるな、ディアブロはまだ生\nきていて、砂漠で何かを探しておる。\n奴の狙いを突き止めぬ限り、気は抜け\nんのだ。\n	38\nThis is a great victory indeed, but many \nmore battles await. I will accompany \nyou on your journey, lending what \nassistance I can... \n \nRemember... Diablo is still out there, \nseeking something in the desert. I'm \nafraid that this nightmare will not end \nuntil you find what it is that he seeks.\n
PalaceGuardGossip1	600\n止まれ。\n	600\nHalt.\n
PalaceGuardGossip2	290\n通す事はできん。\n	290\nYou may not pass.\n
PalaceGuardGossip3	255\n宮殿へようこそ。\n	255\nWelcome to the palace.\n
PalaceGuardGossip4	255\n通ってもいいぞ。\n	255\nYou may enter the palace.\n
PalaceGuardGossip5	290\n近寄るんじゃない。\n	290\nStay out of trouble.\n
GriezIntroGossip1	50\n今、この砂漠でどうして街が無事なの\nか、不思議に思ってるだろ。街の守備\n兵は何もしてないぜ。あいつら、どう\nいうわけか宮殿にこもって出てこねえ\nからな。\n \n俺達傭兵部隊が、ジェリンに雇われて\n街を守ってんのさ。値段は安かぁない\nが、ここらの荒野で俺達の右に出る奴\nぁいねえ。\n	58\nI'll bet you wonder how this town \nmanages to stay safe with all the \ntrouble going on out in the desert. \nWell, I can tell you that it's got nothing \nto do with the local town guards... \nthey're all in the palace for some \nreason.\n \nJerhyn hired me and my mercenaries to \nhelp keep the peace around here. We're \nnot cheap, but we're the best this \nwasteland has to offer.\n
GriezGossip1	82\n俺たちが守るのは街の中だけだ。門の\n外は魔物の縄張りだぜ。\n	85\nWe do a good job in town, but beyond \nthe city gates, you'll find all manner of \ndemons.\n
GriezGossip2	40\n騒動が始まった途端、守備兵はみんな\n宮殿に引っ込んじまった。理由は知ら\nねえよ。街中の商売女も残らず宮殿の\n地下室に避難したから、体張って女ど\nもを「守って」やってんだろ。\n	52\nThe local guards were all relocated to \nthe palace after the troubles began. No \none really knows why. Actually, all of \nthe town's brothel girls have been \nhiding out in the palace's cellar lately, \nso I assume that the guards have been \nassigned to 'protect them' with their \nlives.\n
GriezGossip3	73\nウチのを何人かつけてやってもいいぜ。\nカネさえありゃ、全軍でもな。\n	75\nI might spare you a few of my men. \nWhy, enough gold can muster an army.\n
GriezGossip4	61\nジェリンはこの交易都市の新しい領主\nだ。歳は若いが、仕事の方はなかなか\nのもんだね。あの宮殿見りゃわかるだ\nろ。\n	61\nJerhyn's got a nice little trading post \ngoing here. Despite his youth, he is a \nclever businessman. As you can see by \nthat palace, he's done quite well for \nhimself.\n
GriezGossip5	95\nで、こうして俺らが街を守ってるんだ\nが、ジェリンの奴ぁまだ何か隠してそ\nうだな。\n	99\nWe're keeping the town safe and tight, \nbut I've got a hunch there's something \nJerhyn's not telling us.\n
GriezGossip6	40\nエルジックスは大した野郎だぜ。若い\n頃は、あいつの手下と何度もやりあっ\nたが、今じゃすっかり宿屋のオヤジだ。\n「デザート・レイン亭」が今の生き甲\n斐だとよ。\n	44\nAh, Elzix is quite a character. I had a \nfew run-ins with his band of outlaws in \nmy younger years. Now, he's as settled \nas the dunes out there. The Desert Rain \nInn is his pride and joy these days.\n
GriezGossip7	40\nアトマはいい女なんだが、家族を亡く\nしてからふさぎ込んでてなあ。今晩非\n番になったら、慰めに行ってやるか...\n	53\nAtma seems to be a fine woman. But I'm \nsure the loss of her family has made \nher lonely. Perhaps I should go over \nand console her when I get off duty \ntonight...\n
GriezGossip8	72\nゲグラッシュはいい戦士なんだが、押\nすばっかりで退くことを知らねえ。敵\nに突っ込んで戦死するのが夢らしいや。\n\n	72\nGeglash is an imposing warrior, but he's \nnever been able to back down from a \nfight. One of these days, his pride will \nbe the death of him.\n
GriezGossip9	63\nメシフは南洋を駆けめぐってきた海の\n男だ。こんなとこにずっと停泊してた\nら、たまんねえだろうな。\n	67\nMeshif has sailed all around the \nsouthern seas and visited many \nstrange lands. It must be driving him \nmad, having to stay anchored here.\n
GriezGossip10	70\nファラとはあんまり、馴染みがねえな\nあ。たいがい１人でいるしな。俺達み\nたいな傭兵は、好かねえようだな。\n	70\nI haven't talked much to Fara. She \nkeeps to herself most of the time. I get \nthe feeling that she doesn't like us \nmercenary types much.\n
GriezGossip11	73\nライサンダーにゃ近づかねえ方が身の\nためだ。いつも変な薬を混ぜ合わせて\nる、変なジジイさ。そのうち自分の体\nを吹っ飛ばすぜ！\n	73\nI'd stay clear of Lysander, if I were you. \nHe's always mixing his damned potions \nand chemicals. I wouldn't be surprised \nif he winds up blowing himself to \nsmithereens!\n
GriezGossip12	85\nドログナンは不思議な奴だよ。どのみ\nち魔道師は信用ならねえが。\n	85\nDrognan's a mystery to me. Then again, \nI never did trust mages much.\n
ElzixIntroGossip1	55\nあんた...腕が立ちそうだな。\n \n俺も昔ぁ、結構鳴らしたもんだよ。荒\nくれ山賊を引き連れて、この辺一帯を\n震え上がらせてな。\n \nもっとも今じゃ宿屋の亭主で、モメ事\nにゃ縁がねえ。\n \n俺の冒険は終わったわけさ。\n	61\nHmm... You look like a sturdy \nadventurer.\n \nYou know, I used to be quite the \nscoundrel in my day. I led the fiercest \ngroup of bandits who ever terrorized \nthese sands!\n \nNowadays, I run this here Inn and \npretty much stay out of trouble.\n \nMy days of adventuring are behind me.\n
ElzixIntroNecGossip1	40\nあんた、魔物退治に来た勇者様だな。\nちょっと前なら、あんたみたいなのを\n見たら驚いただろうが、最近は珍しく\nもねえ。\n \n俺も昔ぁ、結構鳴らしたもんだよ。荒\nくれ山賊を引き連れて、この辺一帯を\n震え上がらせてな。\n \n今じゃ宿屋の亭主で、モメ事にゃ縁が\nねえ。\n \n俺の冒険は終わったわけさ。\n	48\nAh... You must be one of the new \nheroes who've come to rid our city of \nevil. Under any other circumstances, I'd \nbe surprised to see one of your kind in \nthe city. But lately... Oh, never mind all \nthat...\n \nYou know, I used to be quite the \nscoundrel in my day. I led the fiercest \ngroup of bandits who ever terrorized \nthese sands!\n \nNowadays, I run this here Inn and \npretty much stay out of trouble.\n \nMy days of adventuring are behind me.\n
ElzixGossip1	48\n俺もよ、色々やってるウチに眼やら脚\nやらなくしてよ...\n \nコイツをもっぺん生やす呪文はねえか？\nそうか、じゃ、やめとくわ。\n	52\nYou know, I've lost a number of body \nparts over the years. An eye here, a leg \nthere...\n \nSay, do you know any spells that'd grow \nthem back for me? Hmm... On second \nthought, I'll leave well enough alone.\n
ElzixGossip2	90\nドログナンが口を開くことがあったら、\n聞き逃さねえよう気をつけな。\n	90\nWhat tales Drognan can tell... You \nwould do well to listen carefully to that \nwizened wizard.\n
ElzixGossip3	80\n砂漠にゃ古墳がゴマンとある。だいた\nいは盗掘されてるが、中にゃまだ手つ\nかずのもあるかもよ。\n	80\nThere are many ancient tombs in the \ndesert. Most of them are already \nplundered, but I imagine that some \nhave remained hidden.\n
ElzixGossip4	63\nここで働いてた商売女が消えちまった\nのは残念だな。\n \n騒動が起こると、みぃんな宮殿に引っ\n込んじまってよ。それからいっぺんも\n出てこねえんだ。グレイズと傭兵ども\nが魔物を追っ払った後でもだぜ。\n	67\nI miss the brothels that used to do \nbusiness here.\n \nYou know, all of the ladies fled to the \npalace as soon as the trouble in the \ndesert started. You'd think that they \ncould at least come out once in a while \nnow that Greiz and his men have things \nrelatively under control.\n
ElzixGossip5	71\nアトマは、いい女なんだがなあ。最近\nは復讐のことしか考えてねえ。無理も\nねえがな。\n	71\nAtma... Now, there's a fine woman. \nLately, though, she's only thinking \nabout revenge. She has reason \nenough...\n
ElzixGossip6	62\nこの街が何とかやっていけてんのは、\nジェリンのお陰だ。でもあの兄ちゃん、\n何か考えてるみてえだけどな。\n	71\nWe've all fared well under Jerhyn's \nleadership. The town has remained \nsafe throughout this whole mess; and \nyet the lad still seems very upset about \nsomething.\n
ElzixGossip7	88\nゲグラッシュは、戦えるなら自分の影\nでも倒そうっていう大バカ野郎さ！\n	88\nGeglash is a fool who would fight his \nown shadow if he could. Fighting's all \nhe ever thinks about!\n
ElzixGossip8	74\nメシフはかなり、切れる船長だぜ。ブ\nリキを銀に変えて、クソからマコトを\n引き出す事もできる。\n	74\nMeshif is a wise Captain, I think. Wise \nenough to know silver from tin and \ntruth from dung, that's for sure.\n
ElzixGossip9	63\nファラはいい女だね。いつも淋しそう\nだが昔の話はしねえ。弱い者や貧乏人\nの味方で、人助けもよくやってるよ。\nなかなかできるこっちゃねえ。\n	65\nFara is a good woman. She seems very \nsad, but seldom speaks of her past. \nShe's good to the poor and helps \npeople when she can. That makes her \nall right in my book.\n
ElzixGossip10	70\nライサンダーは偏屈なオヤジでな。ポ\nーションを調合してる時ゃ話しかけん\nなよ。でないと、月まで吹っ飛ばされ\nっぞ。\n	70\nThat Lysander's a grumpy old cuss. \nYou'd better not disturb him while he's \nworking on his potions, or... BOOM! \nYou could get blasted to the moon.\n
WarrivAct2IntroGossip1	62\n君がアンダリエルを倒してくれたお陰\nで、この街と修道院の通商ルートが再\n開できた。取り引きが終わったら我々\nは修道院に戻るから、ついて来たい時\nは言ってくれ。\n	62\nNow that Andariel is dead, I can return \nand outfit the Rogues properly. Once \nI've made some trades here, I'll be free \nto head back to their Monastery. Let \nme know if you want to travel along.\n
WarrivAct2Gossip1	100\nキャラバンは同行者を歓迎するが、そ\nれも目的地までだ。\n	106\nCaravans take people where they want \nto go - until they get there.\n
WarrivAct2Gossip2	80\nここより東に向かうなら、船しかない。\nメシフ船長が港に小さな商船を停めて\nいるはずだよ。\n	80\nBy ship is the only way eastward from \nhere. I believe Captain Meshif has a \nsmall trading vessel moored at the \ndocks.\n
WarrivAct2Gossip3	70\nこの街にはもっと遊女が多かったと思\nうが...魔物に怯えて出てこられないの\nか、それともジェリン様の宮殿は「安\n全」なのか...\n	70\nThere used to be a lot of brothels \nhere... I guess the troubles scared all \nthe women away, or maybe they're \n'safe' in Jerhyn's palace.\n
WarrivAct2Gossip4	50\nエルジックスは油断ならない男だ。何\n年か前には、彼の山賊に一財産もって\n行かれた。まさかこんな、落ち着いた\n姿を見ることになるとは思わなかった\nが。\n	53\nThat old desert fox, Elzix, is as crafty \nas they come. Years back, he made off \nwith a small fortune of my caravan's \nwares. I certainly never expected to see \nhim so... domesticated.\n
WarrivAct2Gossip5	53\nジェリン様は先代の知恵と力をよく受\nけ継いでおられる。すでに名君の素質\nが見えるし、いずれ偉大なスルタンに\n育たれるだろう...この危機さえ生き延\nびれば。\n	57\nJerhyn has his father's strength and \nwits. He's young, but he rules this \nplace with wisdom and care. I think \nhe'll grow into a fine Sultan... Provided \nwe all survive this crisis.\n
AtmaIntroGossip1	56\nごめんなさいね、取り乱してて。最近\nつらいことがあったもんだから。\n \nあなたみたいな戦士が来てくれるのは\n頼もしいわね。私はアトマ。このラッ\nト・ゴーレインで酒場をやってるの。\n	59\nYou'll forgive me if I seem upset. I've \nsuffered a loss recently, but that's not \nyour problem.\n \nIt's a relief to see some proper warriors \ncome through here. My name is Atma. I \nrun the tavern here in Lut Gholein.\n
AtmaGossip1	86\nここもいつ魔物に滅ぼされるか...あな\nたが頼りなのよ。\n	86\nEvil has laid siege to Lut Gholein and \nyou may be our last hope...\n
AtmaGossip2	56\n前は、このパブも繁盛してたのよ。魔\n物に襲われた時、運良く卵はいっぱい\n守れたんだけど、もっと大事なものを\nなくしちゃってね...。\n	56\nThis public house used to be quite lively, \nuntil this plague of evil. Luckily, I've \nmanaged to save away a tidy nest egg. \nUnfortunately, I couldn't save \neverything I cared for...\n
AtmaGossip3	54\n前はこの店でも娼婦が客を引いてたん\nだけど、砂漠に怪物が現れた途端、ハ\nーレム・ギルドのメンバーは残らず宮\n殿に逃げ込んじゃったのよ。\n \nもちろん、ジェリンは保護を引き受け\nたわ。きっと今頃、いろんな「お礼」\nをしてもらってるわね。\n	57\nIn addition to my public house, there \nused to be several brothels doing \nbusiness here. When the troubles first \nstarted in the desert, the harem guilds \nsought sanctuary within the palace.\n \nOf course, Jerhyn was glad to oblige. I'll \nbet they're finding many ways to repay \nhim for his protection.\n
AtmaGossip4	70\nゲグラッシュは飲み過ぎることも多い\nけど、勇敢な人よ。最近のゴタゴタで、\nお酒の量が増えたみたい。\n	70\nGeglash may seem like a sot, but he's a \nbrave man. All this trouble has driven \nhim to drinking more than his usual.\n
AtmaGossip5	60\nエルジックスとは、ずっと前からうま\nくやってるの。あの人は泊まり客をこ\nこで飲ませて、私は酔った客をあそこ\nの寝床に送るわけ。宿賃代わりに道具\nを置いていくお客もいるわ。\n	64\nElzix and I have reached an \nunderstanding over the years. He \nsends travelers to me for drink and \nentertainment, and I send them back to \nhim for a soft bed. The travelers often \ntrade their wares for lodging.\n
AtmaGossip6	87\nメシフはあんまり、来たことがないわ\nね。陸に上がるより、あのボロ船の方\nが落ち着くみたい。\n	89\nMeshif seldom patronizes my \nestablishment. I think he prefers to \nstay out there on his leaky ship.\n
AtmaGossip7	69\nライサンダーは短気だけど、悪い人じ\nゃないわ。いつも薬をくれたのよ...息\n子が病気になった時には。\n	71\nOh, Lysander is cranky, but he's a good \nold man. He used to give me medicines \nwhen... my son was ill.\n
AtmaGossip8	78\nドログナンは、よくわからない人ね。\nいつでも古い巻物やなんかを読んでて。\nきっと一生わからないわね。\n	78\nDrognan is a very private person. He's \nalways studying ancient scrolls and \nsuch. He may be a mystery to me \nforever.\n
GeglashIntroGossip1	54\n何だよ、ほっといてくれよぅ！\n \n確かにグレイズはよく門を守ってるが\nなぁ、アレぐらい俺にもできらぁな。\n俺様の力を見たら驚くぜ。\n	57\nBah! I don't know why you people keep \npestering me.\n \nGreiz seems to have this place locked \ndown nice and tight. Not that I couldn't \nhave done the same! I've proven my \nvalor in combat plenty of times.\n
GeglashIntroBarGossip1	38\nお、おめぇバーバリアンだろ。北の野\n獣みてえに強いとかいう。街を救いに\n来たつもりなら無駄足だぜ。ここにゃ\n俺様がいるんだからよぅ。\n \n確かにグレイズはよく門を守ってるが\nなぁ、アレぐらい俺にもできらぁな。\n俺様の力を見たら驚くぜ。\n	43\nHey, you're a Barbarian, aren't ya? \nFerocious as the wild beasts of the \nnorth, that's what they say. I suppose \nyou've come to help save this city. You \nneedn't bother.\n \nGreiz seems to have this place locked \ndown nice and tight. Not that I couldn't \nhave done the same! I've proven my \nvalor in combat plenty of times.\n
GeglashGossip1	43\nおめえらバーバリアンはいっぺんに二\nつも武器を持つんだってな。俺にゃマ\nネできねぇ。片手に剣、片手に酒袋で\n精一杯だぁ。\n	46\nHey, I heard that you Barbarians can \nwield multiple weapons at once. I never \nlearned to fight two-handed. Carrying a \nsword and a wineskin at the same time \nis all I can ever handle.\n
GeglashGossip2	50\nそうそう、ハーレム・ギルドの話は聞\nいたかぁ？　魔物が出てから、宮殿に\n入らせてもらった平民はあいつらだけ\nだぜ。\n \nわかるけどな。\n	53\nSure, I hear lots of what goes on. Did \nyou hear about the harem guilds? They \nwere the only ones allowed to hide out \nin the palace when the raids started!\n \nAh... It figures.\n
GeglashGossip3	62\n砂漠で怪物をずいぶん殺したんだが、\n斬っても斬ってもキリがねぇや。１匹\nやったら10匹増えやがる。\n	64\nI've killed plenty of those demons out in \nthe desert. It doesn't seem to slow \nthem down any, though... they just \nkeep coming back for more.\n
GeglashGossip4	52\nサンド・マゴットとは戦ったかい？　\n奴らにゃ、弓なんかはあんまり効かね\nえぞ。やっぱ剣とかだな。\n	55\nHave you found those big sand maggots \nyet? Arrows and all that don't work so \nwell against them. Best thing is to hack \n'em with a sword or such.\n
GeglashGossip5	54\n砂漠にゃ古墳がいっぱいあるんだ。こ\nっからじゃかなり遠いけどな。何でも\n最近じゃ、歩く死体が出てるらしいぜ。\n\n \nクロウ・ヴァイパーやセイバーキャッ\nトだけでも厄介なのに。\n	58\nThere are some ancient tombs out there \nin the desert. You have to go pretty far \nto find them, though. Rumor has it that \nthey're crawling with walking corpses \nnow.\n \nAs if the Saber Cats and Claw Vipers \nweren't bad enough.\n
GeglashGossip6	64\nメシフはいい奴だが、アイツの船にゃ\n死んでも乗らねえ。水の事なんざ考え\nたくもねぇんだ。\n	67\nYeah. Meshif's okay, I guess. But I'll be \ndamned if I ever get on his ship. I don't \neven like to drink water.\n
GeglashGossip7	52\n最近ジェリンは変だよ。どうして守備\n兵を宮殿から出さねぇんだか。中で何\nかモメ事があるにしても、俺様は呼ん\nでほしくねぇな。\n	52\nJerhyn's been acting strange lately. I \ncan't imagine why he recalled the town \nguards into the palace. If there is \nsomething wrong in there, I hope he \ndoesn't expect me to handle it.\n
GeglashGossip8	54\n前に、ファラが酔っぱらったゴロツキ\nを何人も倒すのを見たぜ。そりゃスゲ\nエもんだった。昔の事ぁ知らねえが、\nあの女大した腕だぜ。\n	57\nI've seen Fara defend herself against a \nfew drunken ruffians. She's got moves \nI've never even seen before. Wherever \nshe's from, she sure learned how to \nfight there.\n
GeglashGossip9	83\nライサンダーにゃ用はねえ。老いぼれ\n錬金術師じゃ戦いの役に立たねぇよ。\n	83\nI've got no time for old alchemists. \nLysander would be completely useless \nin a real fight.\n
