String Index	Text
A5Q1InitLarzuk	52\nあんたはこの街を救いに来たって話だ\nが、俺たちゃ口先だけの奴は信用しね\nえんだ。\n\nバールを倒しに来たっていうなら、腕\n前を見せてもらおうじゃないか。\n\nこの通り、ハロガスはバールの軍に包\n囲されて、ずっと攻撃を受けてる。特\nに敵の投石機はすげえ勢いで、このま\nまじゃもう時間の問題だ。\n\n総大将のバール本人は今、アリート山\nに行ってる。包囲軍の指揮を任されて\nるのはシェンク・ジ・オーヴァーシー\nアーっていう将軍だ。こいつの部隊は\nムチャクチャで、いつでも死ぬ気で攻\nめ寄せてきやがる。\n\nもしあんたがホントに勇者さまなら、\nシェンクの野郎を討ち取って投石攻撃\nを止めさせてくれねえか。その後で生\nきて帰ってこられたら、俺からちょっ\nとした礼をさせてもらうよ。\n
A5Q1AfterInitLarzuk	125\n投石機を止めろって話はしたよな？\n
A5Q1AfterInitCain	73\nこの街の人間に信用されたければ、シェ\nンクを倒して包囲を解かせるしかない\nだろうな。\n
A5Q1AfterInitAnya	80\nあなた、若い娘を助ける腕前は確から\nしいけど、怪物の将軍を倒す腕の方は\nどうなの？\n
A5Q1AfterInitMalah	75\nクォル＝ケックと部下たちも、包囲網\nを破ろうと何度も戦いを挑みましたけ\nど、犠牲が増すばかりで成果は挙げら\nれませんでした。でも、あなたなら可\n能かも知れませんわね。\n
A5Q1AfterInitNihlathak	65\nわが街の精鋭たちに倒せなかった敵を、\n君は本気で討ち取る気でいるのかね？\n何様のつもりだ？\n
A5Q1AfterInitQualKehk	65\nシェンク・ジ・オーヴァーシーアーを\n討ち取って、包囲を解かせるつもりな\nんだろ？　だったら出陣の前にマラー\nのところへ寄って、最後のお祈りをし\nてもらっておけよ。\n
A5Q1EarlyReturnLarzuk	75\n何やってんだ勇者さん？　俺たちのガ\nマンの限界を試すつもりか？\n
A5Q1EarlyReturnCain	88\nためらう気持ちは分かるが、今は一刻\nを争う時だ。行くしかあるまい。\n
A5Q1EarlyReturnAnya	55\nあの魔物どもは、あなたが来る前から\nここを包囲してるのよ。本当にやる気\nはあるの？　仕事は簡単よ。シェンク\nを捜し出して、息の根を止めるだけで\nいいから。\n
A5Q1EarlyReturnMalah	64\n慰めになるかどうかわかりませんけど、\n今までにシェンク討伐を試みた方々に\n比べれば、あなたはよくやっておいで\nですよ。\n\nシェンクと戦う際には、ひとつ覚えて\nおおきなさい。将軍というものは、手\n近に部下がいなければ無力なものです\nわ。\n
A5Q1EarlyReturnNihlathak	73\nこんな所で、いったい何をしている？\n君は死にに出て行ったはずだろう？　\n\nさっさと出ていって、さっさと死んで\nくれないか。\n
A5Q1EarlyReturnQualKehk	82\nおう、まだ生きてたか。よっぽど足が\n速いか、でなけりゃひどい腰抜けなん\nだろうな。\n
A5Q1SuccessfulLarzuk	58\nあんた、すげえじゃねえか。今までナ\nメた口きいてすまなかったな。\n\nお礼のしるしに、あんたの好きなアイ\nテムにソケットを作ってやるよ。それ\nに、これからはギリギリまで安い値段\nで取り引きさせてもらうぜ。\n
A5Q1SuccessfulCain	65\nまったく、あんな恐ろしい投石機は今\nまで見たことがなかったな。しかしシェ\nンクを倒したとはいえ、真の敵である\nバールはまだぴんぴんしておるぞ。\n
A5Q1SuccessfulAnya	88\nいったいいつまでかかるのかと思った\nけど、本当にシェンクを倒せたのね。\n大したもんだわ。\n
A5Q1SuccessfulMalah	66\nこれで、ようやく攻撃がやみました。\nあなたは本当に、天使ですわ。感謝い\nたします。\n
A5Q1SuccessfulNihlathak	51\n包囲攻撃を止めたぐらいで尊敬される\nと思ったら、それは大きな間違いだ。\n尊敬を勝ち取るには自己犠牲が必要な\nのだよ。果たして、君にそんな立派な\n心構えができているかね？\n
A5Q1SuccessfulQualKehk	53\nほほう、本当に投石攻撃を止めさせた\nか。お前さん、思ったよりずっと腕が\n立つようだな。これからは一目置かせ\nてもらうぞ。\n
A5Q2InitQualKehk	53\n実を言うと、敵の捕虜になった部下の\nことがずっと気にかかってるんだ。連\n中がどんな目に遭ってるかと思うだけ\nで、いてもたってもいられない。\n\nもし、山を目指す途中で捕虜を見つけ\nたら、なんとか連れて帰ってやってく\nれないか。\n
A5Q2AfterInitQualKehk	68\n自力で逃げ帰った部下の話によると、\nバールの部隊は高原や台地に牢屋を作っ\nて捕虜を押し込めてるらしい。それら\nしい場所に出たら、よく探してくれ。\n
A5Q2AfterInitCain	65\n私にも経験のあることだから、とらわ\nれの身がどんなに辛いものか、よくわ\nかる。早く助けてやってくれ。\n
A5Q2AfterInitAnya	77\n捕虜が、みんな私のときみたいな扱い\nを受けてるなら、長くは生きられない\nはずよ。早く解放してやって。\n
A5Q2AfterInitLarzuk	60\nクォル＝ケックの部下たちは、俺の作っ\nた武器や防具を持って戦場に出た。俺\nにとっちゃ兄弟も同様なんだ。どうか\n助けてやってくれ。\n
A5Q2AfterInitMalah	66\n兵士たちはかなり前から幽閉されてい\nますから、すっかり弱り果てているは\nずです。解放した後は、敵から守って\nあげてくださいね。\n
A5Q2AfterInitNihlathak	86\n命を奪うのが得意なのはわかったが、\n命を救う腕前の方はどうかな？\n
A5Q2EarlyReturnQualKehk	80\n慎重と優柔不断は違うぞ。今は決断と\n実行の時だ。大急ぎで頼む。\n
A5Q2EarlyReturnQualKehkMan	80\nまだまだ、敵の捕虜になってる兵隊が\nいるはずだ。間違いない。\n\n何とか連中を見つけて、檻から助け出\nして、生きたまま連れて帰ってくれ。\n頼む。\n
A5Q2EarlyReturnCain	58\n捕虜になった兵隊が見つからないよう\nなら、マラーに相談してみるといい。\n彼女は牢屋から脱走してきた兵隊も治\n療したから、何か事情を知っておるか\nもしれんよ。\n
A5Q2EarlyReturnAnya	88\n私を助け出したあなたのことだから、\n兵たちもきっと助けてくれると信じて\nるわ。\n
A5Q2EarlyReturnLarzuk	75\n俺もガキの時分にゃ山のバリケードを\n走り回って遊んだもんだが、ありゃあ\nまるで迷路だろ。簡単には抜けられね\nえぞ。\n
A5Q2EarlyReturnMalah	63\n敵の手を逃れた人たちの話によれば、\n捕虜は山道の間にあるバリケードにと\nらわれているようですわよ。\n
A5Q2EarlyReturnNihlathak	50\n君は、魔物がどうしてクォル＝ケック\nの部下を捕虜にするか、考えたことが\nあるかね？　連中が私たちを襲う理由\nは？　バールが山で何を探しているか、\n想像したことが一度でもあるか？\n\nないだろう。ないに決まっているんだ。\n君には何もわかっていない。\n
A5Q2SuccessfulQualKehk	54\n部下の命を救ってくれて、本当にあり\nがとうよ。お前さんの勇気は、連中か\nら散々聞かされた。これで俺たちも、\n少しは希望が持てそうだ。\n\nよかったらこの先、お前さんの助けた\n兵隊を傭兵に使ってやってくれ。それ\nから、礼の代わりと言っちゃなんだが、\nこのルーンをもらってくれないか。ソ\nケット・シールドに入れようと思って\n置いてあったんだが、お前さんが持っ\nてた方が役に立つだろう。\n\nソケットに入れるときは、ちゃんとし\nた順番じゃないと本当の効果が出ない\nから、気をつけるんだな。\n
A5Q2SuccessfulCain	68\n君はすっかり街の英雄だな。君が光輝\nを放ってくれたおかげで、ずっとハロ\nガスを覆っていた影も遠のいたように\n思えるよ。\n
A5Q2SuccessfulAnya	88\n助けた兵士たちは、みんなあなたに心\nから感謝してるはずよ。私みたいにね。\n
A5Q2SuccessfulLarzuk	55\nあんたの南の方での武勇伝は、ケイン\nから散々聞かされてるぜ。メフィスト\nもディアブロもあんたが倒したんだっ\nて。初めて聞いた時ゃあ笑っちまった\nが、最近の活躍を見てると、どうやら\n信じてもよさそうだな。\n
A5Q2SuccessfulMalah	67\nあなたは、とらわれた兵士を解放した\nだけでなく、街にいる者たちをも救っ\nてくださいましたわ。おかげで、希望\nが持てるようになりましたもの。\n
A5Q2SuccessfulNihlathak	67\nほう、迷える子羊を羊飼いの元に導い\nたか。お見事だよ、まったく。\n
A5Q3InitMalah	44\n大変申し上げにくいのですが、あなた\nの他にご相談する方はいないと信じて、\nうち明けたい話があります。\n\n亡くなった長老の娘で、アーニャとい\nう名の錬金術師が、しばらく前から姿\nを消しておりますの。年は若いながら\nしっかりした子で、気の迷いというこ\nとは絶対にございません。実を申しま\nすと、あなたがお見えになるちょうど\n前の晩、彼女とニーラサックが長老た\nちの死について言い争うのを、わたく\nし聞いてしまいました。そして翌朝、\n彼女は消えていたのです。\n\nニーラサックはアーニャが消えた理由\nについて勝手に何か言っているようで\nすが、お信じにならない方が賢明です\nわよ。わたくしは、彼がアーニャの失\n踪に関わっていると思っております。\n\nもしできましたら、アーニャを探して、\n助け出してくださいな。ニーラサック\nのことは、それから本人に決めてもら\nいましょう。\n
A5Q3AfterInitMalah	85\nニーラサックの話を聞かれるときは、\nお気をつけなさい。あの人が真実を語っ\nているという証拠はありませんわよ。\n
A5Q3AfterInitCain	48\nマラーの言う通り、ニーラサックはど\nうも信用できんな。常に毒舌を振るっ\nて、街の運命をひとりで背負っている\nかのような態度だ。何か、影で企んで\nおるのかもしれんぞ。\n
A5Q3AfterInitLarzuk	58\nアーニャはまだ若いんだが、錬金術師\nとしちゃなかなか大したもんさ。しか\nも気丈な子でね。いったん心を決めた\nらテコでも動かねえんだ。\n\nニーラサックがなんか関わってるのは、\n間違いないと思うぜ。アーニャの親父\nさんが死んでから、あのふたりは仲が\n悪かったからな。\n
A5Q3AfterInitNihlathak	41\nアーニャだって？　その話をどこから\n聞いたんだ？　どうせまた、お節介な\nマラーに吹き込まれたんだろう。\n\nいいかね、本当のことを教えるから、\nよく聞くんだ。あの晩アーニャは私に、\n相談に来たんだ。母親と弟が氷の洞穴\nの向こうにとらわれている姿が、占い\nに出たと言ってね。それで、助けに行\nくことに決めたというんだよ。\n\n私はもちろん、無茶はよせと言って必\n死に止めたんだが、なにぶん強情な娘\nだから、どうしても聞こうとしなかっ\nたのだ。\n\n結局、翌朝にはアーニャは消えていた。\n私ほどあの子の失踪を嘆いている者は、\n他にあるまい。\n\nしかしまあ、君がどうしてもマラーの\n使い走りをしたいというなら、強いて\n止めはしないさ。好きにしたまえ。\n
A5Q3AfterInitQualKehk	40\nアーニャの父親のオーストは、長老会\nの重鎮だったと言っていいだろうな。\nオーストは、他の長老たちと一緒に街\nを守る結界を張っていて、バールの軍\n勢に殺されたんだ。この結界のおかげ\nで街は今まで持ちこたえたわけだが、\nそれにしても高い代償だった。\n\n生きて帰った長老はニーラサックただ\nひとりだ。多分、仲間が殺されてる間、\nどっかに隠れていたんじゃないか。\n\nそれ以来、ニーラサックとアーニャは\n犬猿の仲なんだよ。\n
A5Q3EarlyReturnMalah	50\n消えたのが他の人なら、もう死んだと\n思ってあきらめるところです。しかし\nアーニャは強い子ですから、簡単に命\nを落とすはずがありませんわ。\n
A5Q3EarlyReturnCain	53\nアーニャについて聞いた噂を考えると、\nニーラサックの話はいっけん筋が通っ\nておるようだな。しかし巧妙な嘘は、\nしばしば真実の影に隠れておるものだ。\n
A5Q3EarlyReturnLarzuk	55\nニーラサック以外でアリート山の秘密\nを隅々まで知ってるのは、オースト長\n老の娘のアーニャだけだったんだ。も\nしもアーニャが戻らねえんだったら、\nニーラサックに頼るしかねえ。たまん\nねえぜ。\n
A5Q3EarlyReturnNihlathak	45\n言っただろう、アーニャはもう死んだ\nんだよ。少しでも道理がわかるなら、\n死人を捜そうなどと思う前に、ハロガ\nスを救うことに専念したらどうだね。\n
A5Q3EarlyReturnQualKehk	63\nみんな、ニーラサックがアーニャの失\n踪に一枚噛んでると思ってるようだな。\nだが、だとしたら動機は何なんだ？\n
A5Q3FoundAnyaMalah	50\nやはり！　あのニーラサックがアーニ\nャを罠にかけて、氷の牢獄に幽閉した\nのですね。\n\nさあ、このポーションをアーニャに飲\nませてあげてください。それで動ける\nようになるはずですわ。\n
A5Q3FoundAnyaCain	45\nなんと、アーニャはあのニーラサック\nの呪いを受けて凍結されておったわけ\nか... すぐマラーに相談してみたまえ。\n私では力になれん。\n
A5Q3FoundAnyaLarzuk	80\nアーニャも気の毒に！　そうか、ニー\nラサックが裏切ってたのかい！\n\nもしあの野郎を見つけたら、俺の代わ\nりに八つ裂きにしてやってくれよ！\n
A5Q3FoundAnyaQualKehk	63\n惜しかったな。お前さんが留守の間に、\nニーラサックは消えやがったよ。\n\nアーニャならきっと、行方を追う手だ\nてを知ってるはずなんだが。\n
A5Q3FoundAnyaAnya	48\n... 寒い... ニーラサックにやられたのよ！\n\nあなた、私を助けに来たなら、街に帰っ\nてマラーに相談して。\n\n私を解放できるのは多分、あの人だけ\nよ... 。\n
A5Q3SuccessfulMalah	46\nアーニャを救い出してくださって、本\n当にありがとうございます。この呪文\nは、あなたの耐性を高めるために編み\n出したものです。ささやかですけれど、\n勇者さんのお役に立てれば幸いですわ。\n\nそうそう、アーニャの話をお聞きなさ\nいな。ニーラサックのことで急いで相\n談したいと言っておりましたわよ。\n
A5Q3SuccessfulCain	48\nまだ若いのに、アーニャはずいぶん町\nの人に尊敬されておるようだね。ぜひ\n彼女から、アリート山について聞いて\nおいた方がいい。\n
A5Q3SuccessfulLarzuk	66\n前からニーラサックはヤな野郎だと思っ\nてたが、まさか街を裏切ってたとはな\nあ！　長老がそんなことをするなんて、\n夢にも思わなかったぜ。\n
A5Q3SuccessfulQualKehk	99\nアーニャを助けてくれて、ありがとう\nよ。\n
A5Q3SuccessfulAnya	79\nありがとう勇者どの、あなたは命の恩\n人だわ。\n\nお礼のしるしに、これを受け取って。\nラーザックに頼んで、あなたのために\n特別に作ってもらったのよ。\n
A5Q4InitAnya	45\nあなたが街に来る前の晩、ハロガスの\n街を救う計画があると、ニーラサック\nが言ったの。私たちの先祖代々の宝\n「古き物の遺宝」を渡す代わりに、街\nを見逃してもらうようバールと約束し\nたというのよ。でも、「遺宝」を持つ\n者は誰でも、古き民のとがめを受けず\nにアリート山に入ることができてしま\nうわ。もちろん私はニーラサックを止\nめようとしたけど、逆にあの氷に閉じ\nこめられてしまったわけ。\n\nニーラサックがバールに宝を渡す前に\n止めないと、世界は破滅よ！　できる\nことなら自分で彼を絞め殺してやりた\nいけど、無理みたいだからあなたに頼\nむわ。\n\n私が開いたポータルを通って、ニーラ\nサックを追って。それから彼を殺して、\n遺宝を取り戻してちょうだい。私たち\nが大昔から守り続けてきたものを、こ\nんなことで台無しにさせるわけにはい\nかない。\n
A5Q4AfterInitAnya	73\nいくら街を守るためにやったことでも、\nニーラサックは許せないわ。\n
A5Q4AfterInitCain	43\n残念ながら、その遺宝についてはよく\nわからん。しかし、もし皆の言うこと\nが本当なら、バールには絶対渡せない\n品物だな。すべてが滅びる前に、ニー\nラサックを止めてくれ。\n
A5Q4AfterInitMalah	62\n最も恐れていたことが、とうとう現実\nになってしまいましたわ。ニーラサッ\nクは正気を失ったのですね。\n\n古き民の遺宝が破壊の王の手に渡る前\nに、何としても彼を止めてください！\n
A5Q4AfterInitLarzuk	57\nアーニャを助けてくれたか、そいつぁ\nよかった。でも、こうやって話してる\n間にも、ニーラサックはバールに宝を\n渡してるかもしれねえ。まずいぞ。\n
A5Q4AfterInitQualKehk	53\nお前さんがアーニャを見つける直前に、\nニーラサックが街から出ていくのを見\nかけたんだ。俺は一度、あの男の言い\n分を聞きたい。\n\nもしできたら、生きたまま引きずって\n帰ってくれないか。抵抗するようだっ\nたら、殺すしかないだろうがな。\n
A5Q4EarlyReturnAnya	53\nニーラサックは裏切り者よ！　もし古\nき民の遺宝がバールの手に渡ったら、\n聖なる山はたちまち荒らされてしま\nう！\n\n他でもない破壊の王に世界を滅ぼす手\n段を提供して、その代わりに街が救わ\nれると思ってるなんて... ニーラサッ\nクは本当におかしくなってしまったの\nね。\n
A5Q4EarlyReturnCain	50\nまったく、恐ろしいことになったもの\nだ。君はいつも、敵の一歩後ろを追う\n定めのようだな。しかしまあ、魔王も\n君を恐れて逃げているのだと思えば、\nまだ救われるか。\n
A5Q4EarlyReturnLarzuk	99\nなに油売ってんだよ。さっさとニーラ\nサックを殺せよ。\n
A5Q4EarlyReturnMalah	51\nニーラサックはたしかに、誰にでも好\nかれる人ではありませんでしたけど...\nまさか全世界を裏切る暴挙に出るとは。\n彼の魂に何があったというのでしょう？\n
A5Q4EarlyReturnQualKehk	60\n素早く立ち回って、ガツンとやってや\nれ。ニーラサックは、今までお前さん\nが倒してきた魔物みたいな、強い敵じゃ\nないんだからな。\n
A5Q4SuccessfulAnya	47\nニーラサックは倒したのに、「古き民\nの遺宝」はなかった... もう、バールの\n手に渡ってしまったのね。となると、\nバールは古き民にとがめられることな\nく、アリート山に入ってしまうわ。何\nてこと！\n\nでも、とにかくありがとう。その勇気\nを称えるために、好きなアイテムに魔\n法であなたの名前を刻印してあげるわ。\nせめてものお礼よ。\n
A5Q4SuccessfulCain	85\n気をつけよ。バールは刻一刻と力を増\nしておるはずだぞ！\n
A5Q4SuccessfulLarzuk	88\nバールの奴め、アリート山に入って何\nをする気なんだ？\n
A5Q4SuccessfulMalah	65\n遺宝は間に合いませんでしたか。しか\nし、過ぎたことを悔やんでも仕方あり\nませんわ。未来を見なくては。\n
A5Q4SuccessfulQualKehk	40\nニーラサックの畜生め、とうとう文字\n通り地獄に落ちたわけか。しかしお前\nさんは、腕前といい度胸といい、大し\nたもんだな。\n
A5Q5InitQualKehk	41\nお前さんはみるみるうちに手柄を立て\nるんだな。もう、ほとんど伝説になっ\nてるよ。\n\nしかし気をつけろよ。これから向かう\nアリートの山頂は、この俺でもまだ近\n寄ったことのない、聖地の中の聖地だ。\n伝説によると、そこには俺たちの先祖\n「古き民」の霊がいて、山にふさわし\nい勇気を持った者以外は絶対に通さな\nいそうだ。\n\n俺たちがどう思おうと関係ない。古き\n民が、お前さんを値踏みするわけだ。\n\n気をつけてな。\n
A5Q5AfterInitQualKehk	60\nよく覚えとけ、古き民は敵じゃない。\n俺たちの先祖で、守り神なんだ。\n
A5Q5AfterInitCain	83\n聖地に踏み入るのに腕試しをされると\nいうのも、いかにもバーバリアンらし\nい儀式だな。\n
A5Q5AfterInitAnya	65\nニーラサックが「古き民の遺宝」を盗\nみ出さなければ、試練を受ける必要も\nなかったのにね。本当に、思い出すた\nびに腹が立つわ。\n
A5Q5AfterInitLarzuk	70\n俺ぁ毎晩、早く平和が戻るようにって、\n古き民に祈ってんだぜ。その古き民と、\nあんたが戦うってのかい。\n\nこれからは誰に祈りゃあいいんだ？\n
A5Q5AfterInitMalah	61\nもし山頂に立つことができたなら、あ\nなたはもうただの戦士ではありません\nわ。人の身でありながら、人を超えた\n存在になるのです。\n
A5Q5EarlyReturnQualKehk	70\n言っただろう、古き民はお前さんが今\nまで戦ってきた化け物とは違うって。\n
A5Q5EarlyReturnCain	50\nここまで来たらもう後戻りはできんぞ。\n君は、今まで数々の困難を乗り越えて\nきた勇者ではないか。今度の試練はか\nつてないほど厳しいかもしれんが、そ\nれでも君なら必ずできると信じておる\nよ。\n
A5Q5EarlyReturnAnya	55\nごめんなさいね。あなたがこうして苦\n労しているのは、半分は私のせいだわ。\nニーラサックがバールに「古き民の遺\n宝」を渡すのを止められていれば、試\n練なんか必要なかったはずなのに。\n
A5Q5EarlyReturnLarzuk	65\nあんたは、俺たちの大事なご先祖様の\n聖地を踏み荒らしてきたわけだ。よろ\nしく頼むと頭を下げるべきか、この野\n郎と怒鳴るべきか、迷っちまうぜ。\n\nとにかく、俺たちの神様によろしくな。\n
A5Q5EarlyReturnMalah	68\n迷わずにお進みなさいな。あなたには\n聖なる山に入る資格があると、わたく\nしは信じておりますわ。あなたもご自\n分を信じなくては。\n
A5Q5SuccessfulQualKehk	68\nとうとう、古き民にまで勝てたか！\nこの調子で、バールにも勝てればいい\nな。\n
A5Q5SuccessfulCain	68\nすっかり人々の信頼を得たな。もう君\nは彼らの仲間、彼らの代表になったの\nだ。\n
A5Q5SuccessfulAnya	68\nあなたこそ、このハロガスが誇る勇者。\nそして全世界の、最後の希望だわ。\n\nがんばってね！\n
A5Q5SuccessfulLarzuk	68\n古き民まであんたを認めたなら、もう\n間違いねえや。これからは全力で応援\nするぜ。\n
A5Q5SuccessfulMalah	66\n思った通り、古き民はあなたがアリー\nト山の秘密を知るにふさわしいと判断\nしたのですね。さあ、すべてが滅びる\n前に、急いでバールを止めてください。\n
A5Q6InitAncients	30\n気高き勇者よ！　汝に望むスキルを授\nけ、アリート山の内部に立ち入る許可\nを与えよう。ワールドストーンは、こ\nの山の中に安置されておる。\n\nなれど心せよ、破壊の王バールは、す\nでに汝の先を行っておるのだからな。\n\n今まで、我らは常に大天使ティラエル\nのご加護を受けておったが、そのお力\nもこの先には及ばぬ。バールがワール\nドストーンの安置室に結界を張り、聖\n霊の力を閉め出してしまったのだ。命\nある人の子よ、今バールに立ち向かう\n力を持つ者は、ただ汝のみなのだ。\n\nもしバールがワールドストーンを害す\nることがあれば、この地上界そのもの\nが危機に陥るであろう。バールはどう\nやら、ワールドストーンの力を操って、\n現世と燃え盛る地獄との境界を破壊し\nようとしておるようだ。万が一にもこ\nの企てを許せば、津波のごとく押し寄\nせる忌まわしき魔獣の群れを防ぐ手段\nは、どこにもあるまい。\n\nもし汝が敗れれば、今あるこの世界は\n永遠に失われてしまうのだ。必ずや魔\n王を討ち取らねばならぬぞ！\n
A5Q6EarlyReturnCain	40\n忘れるな。今のバールは、ホラドリム\n史上最高とも言われた魔道師タル・ラ\nシャの心身を奪っておるのだ。破壊の\n王の暗き魔力にタル・ラシャの知識が\n加わったとなれば、その猛威はメフィ\nストやディアブロの比ではあるまい。\nこれからの戦いは、山々をも揺るがす\n激戦になるに違いないぞ。\n
A5Q6EarlyReturnLarzuk	55\n俺はしがない武具師だが、この俺でも\nバールのやろうとしてることはわかる。\n奴は、聖なる山に隠された力を悪用し\nて、この世を滅ぼそうとしてやがるん\nだろ。お願いだからしっかり頼むぜ、\n勇者さま。\n
A5Q6EarlyReturnMalah	66\nいずれ避けられない戦いであると、あ\nなたにもわかっていたはずです。どう\nかバールを討ち、戦いを終わらせてく\nださい。\n
A5Q6EarlyReturnAnya	53\nワールドストーンの安置室にバールが\n結界を張ったおかげで、ティラエルの\n力が及ばないんですって？　だとする\nと、あなたひとりで地獄全部を敵に回\nして戦うわけね。もう天界の意志なん\nか関係ない。これはあなたの、運命の\n闘いよ。\n
A5Q6EarlyReturnQualKehk	57\nお前さんは、伝説も予言も及ばない戦\nいを乗り越えて、想像もできない魔王\nに挑んでるんだな。\n\nどうか気をつけてくれよ。それから、\n光輝の導きがありますように。\n
A5Q6SuccessfulTyrael	40\n見事であったな、勇者よ。そなたは創\n世以来この世界に降りかかった最大の\n危機を見事に乗り越え、三人の魔王を\n残らず討ち取ったのだ。しかし、もは\nやワールドストーンを浄化することは\nかなわぬ。バールのおぞましき力が、\nかの石を完全に汚染してしまった。\n\nもしこのまま捨て置けば、ワールドス\nトーンの魔力は闇に吸い尽くされ、地\n上界と地獄界を隔てる壁がついえ去っ\nてしまうはずだ。さすれば、地獄の魔\n獣どもがたちまち地上にあふれ出し、\nそなたら人類も、無論その文明も、残\nらず灰燼に帰すこととなろう。\n\nかくなる上は、地獄の力が完全に及ぶ\n前に、ワールドストーンを砕くしかな\nい。これで世界の姿は一変し、永遠に\n元には戻らぬ。何が起こるか、我にす\nら予測はできぬのだ。されど、人類を\n救う道はこれより他にない。\n\n立ち去るがよい、勇者よ。我の開いた\nポータルを通れば、安全な地へ行けよ\nう。\n\nそなたと、そなたの子孫たちの歩む道\nを、永遠の光輝が照らし出さんことを。\n\n人類の存続こそが、今日そなたのなし\nた偉業の証左。そなたはこれにて、果\nてしなき戦いより解放されるのだ！\n
A5Q6SuccessfulAnya	50\n信じられない。素晴らしいわ。魔王を\n残らず滅ぼしたなんて。光輝の得た最\n大の勝利ね。\n\nでも、ワールドストーンを砕くしかな\nいというのは不思議ね。予言には、そ\nんな話は全然なかったのに。もしかす\nると、私たちが守って戦ってきたもの\nが、永遠に失われるのかもしれない。\nでもこれで、もう戦わなくてすむのか\nもしれないわね。\n
A5Q6SuccessfulCain	35\n君ならきっとバールを倒せると思った\nよ。トリストラムの街で救われて以来、\nずっと君を信頼しておった。そしてそ\nの期待にたがわず、君は幾多の偉業を\nなしとげてきたのだ。君を補佐できた\nことは、この上ない栄誉だ。\n\nそうか、ワールドストーンはすでにバー\nルに汚され、ティラエルが打ち砕くこ\nとになったか。しかし心配はあるまい。\nこの先何が待ち受けていようとも、光\n輝が我らを導いてくださるさ。\n\nさあ、ワールドストーンの安置室に戻\nり、ティラエルが開いたポータルを通\nるがいい。\n
A5Q6SuccessfulLarzuk	60\nみんな大喜びで、あんたを称える歌を\n歌ってるぜ。古き民もうらやましがる\nだろうな。\n\nこれからも、俺たちのことは忘れない\nでくれよ。じゃあな！\n
A5Q6SuccessfulMalah	49\nティラエル様がワールドストーンを砕\nくしかないと言われたのならば、そう\nするしかないのでしょう。地獄の力を\n地上に放つわけにはまいりませんもの。\nしかし、これで世界が変わるとしても、\n悪くなるとは限らないわけでしょう？\n
A5Q6SuccessfulQualKehk	53\nワールドストーンを砕かなきゃならな\nいとは、正直言って不吉だな。しかし\nまあ、心配はしないでおこう。なにし\nろ光輝の軍勢には、お前さんみたいな\n勇士がいるんだからな！\n\nあばよ！\n
ktr	カタール
wrb	リスト・ブレイド
ces	セスタス
clw	クローズ
btl	ブレイド・タロンズ
skr	シザース・カタール
9ar	クハーブ
9wb	リスト・スパイク
9xf	ファシア
9cs	ハンド・サイズ
9lw	グレイター・クローズ
9tw	グレイター・タロンズ
9qr	シザース・クハーブ
7ar	スゥエイヤー
7wb	リスト・ソード
7xf	ウォー・フィスト
7cs	バトル・セスタス
7lw	フェラル・クローズ
7tw	ルーニック・タロンズ
7qr	シザース・スゥエイヤー
7ha	トマホーク
7ax	スモール・クレッセント
72a	エティン・アックス
7mp	ウォー・スパイク
7wa	バーサーカー・アックス
7la	フェラル・アックス
7ba	シルバー・エッジド・アックス
7bt	ディキャピテイター
7ga	チャンピオン・アックス
7gi	グロリアス・アックス
7wn	ポリッシュト・ワンド
7yw	ゴースト・ワンド
7bw	リッチ・ワンド
7gw	アンアースト・ワンド
7cl	トランチャン
7sc	マイティ・セプター
7qs	セラフ・ロッド
7ws	カデューシアス
7sp	タイラント・クラブ
7ma	リインフォースト・メイス
7mt	デヴィル・スター
7fl	スカージ
7wh	レジェンダリー・マレット
7m7	オウガ・モール
7gm	サンダー・モール
7ss	ファルカタ
7sm	アタガン
7sb	エレガント・ブレイド
7fc	ハイドラ・エッジ
7cr	フェイズ・ブレイド
7bs	コンクエスト・ソード
7ls	クリプティック・ソード
7wd	ミシカル・ソード
72h	レジェンド・ソード
7cm	ハイランド・ブレイド
7gs	バルログ・ブレイド
7b7	チャンピオン・ソード
7fb	コロッサス・ソード
7gd	コロッサス・ブレイド
7dg	ボーン・ナイフ
7di	ミスリル・ポイント
7kr	ファングド・ナイフ
7bl	レジェンド・スパイク
7tk	フライング・ナイフ
7ta	フライング・アックス
7bk	ウィングド・ナイフ
7b8	ウィングド・アックス
7ja	ハイペリオン・ジャベリン
7pi	スティジアン・パイラム
7s7	バルログ・スピア
7gl	ゴースト・グレイヴ
7ts	ウィングド・ハープーン
7sr	ハイペリオン・スピア
7tr	スティジアン・パイク
7br	マンキャッチャー
7st	ゴースト・スピア
7p7	ウォー・パイク
7o7	オウガ・アックス
7vo	コロッサス・バウルジ
7s8	スレッシャー
7pa	クリプティック・アックス
7h7	グレイト・ポールアックス
7wc	ジャイアント・スレッシャー
6ss	ウォーキング・スティック
6ls	スタラグマイト
6cs	エルダー・スタッフ
6bs	シレイリ
6ws	アーカン・スタッフ
6sb	スパイダー・ボウ
6hb	ブレイド・ボウ
6lb	シャドウ・ボウ
6cb	グレイト・ボウ
6s7	ダイアモンド・ボウ
6l7	クルセイダー・ボウ
6sw	ウォード・ボウ
6lw	ハイドラ・ボウ
6lx	ペレット・ボウ
